tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-651975.683891,0.050152,1666000000.0,-13000000.0,-13000000.0,1247000000.0,332000000.0,2322000000.0,1653000000.0,1321000000.0,34000000.0,5000000.0,39000000.0,1259348024.316109,1247000000.0,3172000000.0,1286000000.0,944200000.0,904347826.0,1.32,1.38,1249000000.0,1247000000.0,1247000000.0,-3000000.0,1250000000.0,1250000000.0,66000000.0,1316000000.0,30000000.0,43000000.0,-15000000.0,,,14000000.0,0.0,,2000000.0,34000000.0,,5000000.0,39000000.0,1252000000.0,850000000.0,,472000000.0,378000000.0,2102000000.0,2322000000.0,4424000000.0,4408000000.0,2022-12-31
-5156528.791565,0.151663,1645000000.0,-34000000.0,-34000000.0,1044000000.0,368000000.0,2137000000.0,1611000000.0,1243000000.0,37000000.0,10000000.0,47000000.0,1072843471.208435,1044000000.0,3037000000.0,1201000000.0,945602990.0,902913743.0,1.1,1.16,1044000000.0,1044000000.0,1044000000.0,-2000000.0,1046000000.0,1046000000.0,187000000.0,1233000000.0,-14000000.0,20000000.0,-34000000.0,,1000000.0,35000000.0,,,,37000000.0,,10000000.0,47000000.0,1210000000.0,900000000.0,9000000.0,505000000.0,395000000.0,2110000000.0,2137000000.0,4247000000.0,4241000000.0,2023-03-31
-4224020.44293,0.145656,1604000000.0,-29000000.0,-29000000.0,1001000000.0,383000000.0,2207000000.0,1575000000.0,1192000000.0,33000000.0,18000000.0,51000000.0,1025775979.55707,1001000000.0,3149000000.0,1146000000.0,944482138.0,902233792.0,1.06,1.11,1001000000.0,1001000000.0,1001000000.0,-2000000.0,1003000000.0,1003000000.0,171000000.0,1174000000.0,-36000000.0,-7000000.0,-32000000.0,4000000.0,,2000000.0,,34000000.0,3000000.0,33000000.0,,18000000.0,51000000.0,1177000000.0,942000000.0,-27000000.0,555000000.0,414000000.0,2119000000.0,2207000000.0,4326000000.0,4320000000.0,2023-06-30
-4406250.0,0.146875,1719000000.0,-30000000.0,-30000000.0,1090000000.0,396000000.0,2322000000.0,1689000000.0,1293000000.0,44000000.0,13000000.0,57000000.0,1115593750.0,1090000000.0,3248000000.0,1241000000.0,943842119.0,905270004.0,1.16,1.2,1090000000.0,1090000000.0,1090000000.0,-2000000.0,1092000000.0,1092000000.0,188000000.0,1280000000.0,53000000.0,83000000.0,-35000000.0,1000000.0,,36000000.0,,,5000000.0,44000000.0,-44000000.0,13000000.0,57000000.0,1183000000.0,926000000.0,-58000000.0,519000000.0,407000000.0,2109000000.0,2322000000.0,4431000000.0,4416000000.0,2023-09-30
-3570000.0,0.085,1545000000.0,-42000000.0,-42000000.0,1076000000.0,414000000.0,2333000000.0,1503000000.0,1089000000.0,57000000.0,14000000.0,71000000.0,1114430000.0,1076000000.0,3289000000.0,1023000000.0,942900000.0,904201681.0,1.14,1.19,1077000000.0,1076000000.0,1076000000.0,-5000000.0,1081000000.0,1081000000.0,-6000000.0,1075000000.0,25000000.0,67000000.0,-39000000.0,0.0,,39000000.0,,,-3000000.0,57000000.0,,14000000.0,71000000.0,993000000.0,956000000.0,,521000000.0,435000000.0,1949000000.0,2333000000.0,4282000000.0,4262000000.0,2023-12-31
0.0,0.151815,551000000.0,,,513000000.0,,2021000000.0,551000000.0,551000000.0,59000000.0,,59000000.0,513000000.0,513000000.0,2914000000.0,551000000.0,942300000.0,900000000.0,0.54,0.57,513000000.0,513000000.0,513000000.0,-1000000.0,514000000.0,514000000.0,92000000.0,606000000.0,-4000000.0,-4000000.0,,,,,,,,59000000.0,,,59000000.0,551000000.0,893000000.0,-60000000.0,528000000.0,425000000.0,1444000000.0,2021000000.0,3465000000.0,3444000000.0,2024-03-31
