free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,interest_paid_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
602000000.0,-87000000.0,-38000000.0,0.0,-947000000.0,3258000000.0,2812000000.0,5000000.0,441000000.0,-185000000.0,-185000000.0,-6000000.0,-54000000.0,,-87000000.0,-87000000.0,-38000000.0,-38000000.0,-38000000.0,0.0,-923000000.0,-923000000.0,,23000000.0,0.0,-469000000.0,-27000000.0,-27000000.0,-919000000.0,1000000.0,-920000000.0,,1549000000.0,1549000000.0,0.0,-18000000.0,-146000000.0,-19000000.0,-19000000.0,-19000000.0,-125000000.0,272000000.0,272000000.0,20000000.0,63000000.0,0.0,-98000000.0,-98000000.0,332000000.0,332000000.0,26000000.0,26000000.0,306000000.0,1250000000.0,2022-12-31
205000000.0,-87000000.0,-79000000.0,,-1115000000.0,3572000000.0,3258000000.0,1000000.0,313000000.0,-221000000.0,-221000000.0,-1000000.0,-54000000.0,-54000000.0,-87000000.0,-87000000.0,-79000000.0,-79000000.0,-79000000.0,,-786000000.0,-786000000.0,,328000000.0,475000000.0,-147000000.0,-24000000.0,-24000000.0,-1090000000.0,1000000.0,-1091000000.0,,1320000000.0,1320000000.0,,-148000000.0,152000000.0,6000000.0,6000000.0,6000000.0,-262000000.0,-44000000.0,-44000000.0,-35000000.0,62000000.0,,27000000.0,27000000.0,368000000.0,368000000.0,,,,1046000000.0,2023-03-31
176000000.0,-86000000.0,-14000000.0,,-1135000000.0,3111000000.0,3572000000.0,1000000.0,-462000000.0,-159000000.0,-159000000.0,-8000000.0,-51000000.0,-51000000.0,-86000000.0,-86000000.0,-14000000.0,-14000000.0,-14000000.0,,-1614000000.0,-1614000000.0,-543000000.0,-521000000.0,0.0,-521000000.0,-22000000.0,-22000000.0,-1108000000.0,5000000.0,-1113000000.0,-1072000000.0,1311000000.0,1311000000.0,,-178000000.0,65000000.0,-85000000.0,-85000000.0,-85000000.0,-175000000.0,17000000.0,17000000.0,8000000.0,50000000.0,,45000000.0,45000000.0,383000000.0,383000000.0,,,,1003000000.0,2023-06-30
699000000.0,-87000000.0,-34000000.0,,-1182000000.0,3011000000.0,3111000000.0,-2000000.0,-98000000.0,-222000000.0,-222000000.0,-45000000.0,-58000000.0,-58000000.0,-87000000.0,-87000000.0,-32000000.0,-32000000.0,-34000000.0,,-1757000000.0,-1757000000.0,6000000.0,-582000000.0,50000000.0,-632000000.0,-23000000.0,-23000000.0,-1158000000.0,1000000.0,-1159000000.0,-1152000000.0,1881000000.0,1881000000.0,,352000000.0,209000000.0,-146000000.0,-146000000.0,-146000000.0,147000000.0,142000000.0,142000000.0,-46000000.0,57000000.0,,30000000.0,30000000.0,396000000.0,396000000.0,,,,1092000000.0,2023-09-30
376000000.0,-86000000.0,-42000000.0,327000000.0,-1104000000.0,3222000000.0,3011000000.0,5000000.0,206000000.0,335000000.0,335000000.0,196000000.0,-60000000.0,-60000000.0,-86000000.0,-86000000.0,285000000.0,285000000.0,-42000000.0,327000000.0,-1609000000.0,-1609000000.0,277000000.0,-783000000.0,225000000.0,-1008000000.0,-28000000.0,-28000000.0,-1075000000.0,1000000.0,-1076000000.0,,1480000000.0,1480000000.0,,52000000.0,-267000000.0,-13000000.0,-13000000.0,-13000000.0,218000000.0,114000000.0,114000000.0,-51000000.0,67000000.0,,-83000000.0,-83000000.0,414000000.0,414000000.0,,,,1081000000.0,2023-12-31
859000000.0,,,,,,,,,308000000.0,,,,,,,,,,,-1254000000.0,,,,,,,,,,,,859000000.0,,,,,,,,,,,,,,,,,,,,,,2024-03-31
