tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
139060750.0,0.25,894586000.0,556243000.0,556243000.0,383120000.0,12654182000.0,1450829000.0,1450829000.0,255314000.0,280924000.0,-34062250.0,383120000.0,15619564000.0,387391000.0,1201542053.0,1183924341.0,0.3,0.33,383120000.0,383120000.0,383120000.0,,371910000.0,371910000.0,630779000.0,1002689000.0,-380201000.0,-936375000.0,-171164000.0,100004000.0,71813000.0,-69000.0,727407000.0,255314000.0,280924000.0,1127576000.0,2965382000.0,508663000.0,3125091000.0,1332765000.0,1792326000.0,1792326000.0,4092958000.0,12654182000.0,16747140000.0,16747140000.0,2022-12-31
22043817.659136,0.290919,2902222000.0,75773000.0,75773000.0,2746844000.0,13928282000.0,2977995000.0,2977995000.0,263491000.0,263491000.0,2693114817.659136,2746844000.0,17300085000.0,2977995000.0,1217259735.0,1182914191.0,2.25,2.31,2746844000.0,2746844000.0,2746844000.0,-2902000.0,2749746000.0,2749746000.0,1128156000.0,3877902000.0,636416000.0,554973000.0,-2099000.0,2099000.0,,5670000.0,77872000.0,263491000.0,263491000.0,2977995000.0,3371803000.0,456740000.0,2915063000.0,1293814000.0,1621249000.0,1621249000.0,6349798000.0,13928282000.0,20278080000.0,20278080000.0,2023-03-31
-10547613.763621,0.173801,1174397000.0,-60688000.0,-60688000.0,1308733000.0,14140731000.0,1113709000.0,1113709000.0,338735000.0,338735000.0,1358873386.236379,1308733000.0,18370212000.0,1080934000.0,1210814429.0,1186424395.0,1.08,1.11,1308733000.0,1308733000.0,1308733000.0,9228000.0,1299505000.0,1299505000.0,273366000.0,1572871000.0,120427000.0,172310000.0,-39989000.0,7214000.0,32775000.0,8805000.0,-20699000.0,338735000.0,338735000.0,1113709000.0,4229481000.0,474789000.0,3754692000.0,1649458000.0,2105234000.0,2105234000.0,5343190000.0,14140731000.0,19483921000.0,19483921000.0,2023-06-30
24966387.109511,0.299868,833201000.0,83258000.0,83258000.0,1170290000.0,12929725000.0,916459000.0,916459000.0,349143000.0,349143000.0,1111998387.109511,1170290000.0,16894246000.0,911258000.0,1189716683.0,1163928616.0,0.96,0.99,1170290000.0,1170290000.0,1170290000.0,,1170290000.0,1170290000.0,501237000.0,1671527000.0,405925000.0,309914000.0,-14265000.0,9064000.0,5201000.0,12753000.0,97523000.0,349143000.0,349143000.0,916459000.0,3964521000.0,471631000.0,3492890000.0,1630543000.0,1862347000.0,1862347000.0,4880980000.0,12929725000.0,17810705000.0,17810705000.0,2023-09-30
84587585.865734,0.1203,2191779000.0,703138000.0,703138000.0,663683000.0,15060180000.0,2894917000.0,2894917000.0,311963000.0,340116000.0,45132585.865734,663683000.0,19559832000.0,-173117000.0,1185740652.0,1149900188.0,0.57,0.57,663683000.0,663683000.0,663683000.0,,670063000.0,670063000.0,91632000.0,761695000.0,-194662000.0,-879670000.0,-76862000.0,20792000.0,55441000.0,-18130000.0,780000000.0,311963000.0,340116000.0,644394000.0,4499652000.0,533620000.0,4728102000.0,2080363000.0,2647739000.0,2647739000.0,5144046000.0,15060180000.0,20204226000.0,20204226000.0,2023-12-31
