free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
1854163000.0,25594259000.0,24803939000.0,41537000.0,748783000.0,-913499000.0,-984913000.0,2647195000.0,2022-12-31
7627833000.0,38454355000.0,25594259000.0,-14012000.0,12874108000.0,-331643000.0,5577918000.0,7627833000.0,2023-03-31
-196144000.0,37812092000.0,38454355000.0,36149000.0,-678412000.0,-2537964000.0,2055696000.0,-196144000.0,2023-06-30
1956650000.0,21995376000.0,37812092000.0,164808000.0,-15981524000.0,-2614917000.0,-15323257000.0,1956650000.0,2023-09-30
895296000.0,25857461000.0,21995376000.0,-142337000.0,4004422000.0,-1477067000.0,3712203000.0,1769286000.0,2023-12-31
