tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
333534.006768,0.171836,143042000.0,1941000.0,1941000.0,97643000.0,4280000.0,72564000.0,144983000.0,140703000.0,-22800000.0,22800000.0,96035534.006768,97643000.0,206472000.0,140339000.0,25443000.0,25045000.0,3.84,3.9,97643000.0,97643000.0,97643000.0,97643000.0,97643000.0,20260000.0,117903000.0,2305000.0,364000.0,1941000.0,1941000.0,1941000.0,-22800000.0,22800000.0,138398000.0,129903000.0,275000.0,275000.0,275000.0,275000.0,36633000.0,92995000.0,268301000.0,76569000.0,344870000.0,344870000.0,2022-12-31
0.0,0.261,165380000.0,0.0,0.0,101550000.0,4014000.0,76067000.0,165380000.0,161366000.0,-23897000.0,23897000.0,101550000.0,101550000.0,220505000.0,159761000.0,25419000.0,25116000.0,4.0,4.04,101550000.0,101550000.0,101550000.0,101550000.0,101550000.0,35919000.0,137469000.0,1605000.0,1605000.0,0.0,0.0,,-23897000.0,23897000.0,159761000.0,140699000.0,275000.0,275000.0,275000.0,275000.0,40266000.0,100158000.0,300460000.0,79806000.0,380266000.0,380266000.0,2023-03-31
0.0,0.184,185680000.0,0.0,0.0,128758000.0,3348000.0,68773000.0,185680000.0,182332000.0,-24545000.0,24545000.0,128758000.0,128758000.0,221657000.0,177031000.0,25337000.0,24959000.0,5.08,5.16,128758000.0,128758000.0,128758000.0,128758000.0,128758000.0,29029000.0,157787000.0,5301000.0,5301000.0,0.0,0.0,,-24545000.0,24545000.0,177031000.0,149811000.0,275000.0,275000.0,275000.0,275000.0,41455000.0,108081000.0,326842000.0,71846000.0,398688000.0,398688000.0,2023-06-30
0.0,0.277941,167765000.0,0.0,0.0,101424000.0,2996000.0,80111000.0,167765000.0,164769000.0,-24304000.0,24304000.0,101424000.0,101424000.0,224034000.0,165699000.0,25273000.0,24826000.0,4.01,4.09,101424000.0,101424000.0,101424000.0,101424000.0,101424000.0,39041000.0,140465000.0,-930000.0,-930000.0,0.0,,,-24304000.0,24304000.0,165699000.0,141202000.0,275000.0,275000.0,275000.0,275000.0,41596000.0,99331000.0,306901000.0,82832000.0,389733000.0,389733000.0,2023-09-30
0.0,0.072938,157576000.0,0.0,0.0,121065000.0,2824000.0,80912000.0,157576000.0,154752000.0,-24162000.0,24162000.0,121065000.0,121065000.0,230700000.0,151359000.0,25219000.0,24764000.0,4.8,4.89,121065000.0,121065000.0,121065000.0,121065000.0,121065000.0,9525000.0,130590000.0,3393000.0,3393000.0,0.0,0.0,,-24162000.0,24162000.0,151359000.0,147239000.0,275000.0,275000.0,275000.0,275000.0,42635000.0,104329000.0,298598000.0,83461000.0,382059000.0,382059000.0,2023-12-31
0.0,0.249,202181000.0,0.0,0.0,129799000.0,3354000.0,83867000.0,202181000.0,198827000.0,-26093000.0,26093000.0,129799000.0,129799000.0,238968000.0,194841000.0,25154000.0,24819000.0,5.16,5.23,129799000.0,129799000.0,129799000.0,129799000.0,129799000.0,42935000.0,172734000.0,3986000.0,3986000.0,0.0,0.0,,-26093000.0,26093000.0,194841000.0,152022000.0,275000.0,275000.0,275000.0,275000.0,40880000.0,110867000.0,346863000.0,86946000.0,433809000.0,433809000.0,2024-03-31
