treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
119945271.0,139698485.0,259643756.0,3297417000.0,3886675000.0,-1716863000.0,7964651000.0,557561000.0,-1716863000.0,208390000.0,4286366000.0,7228879000.0,4286366000.0,4286366000.0,-266223000.0,-266223000.0,6797685000.0,10223070000.0,867560000.0,259644000.0,259644000.0,0.0,6610153000.0,3744249000.0,78937000.0,30139000.0,44313000.0,477508000.0,19879000.0,375150000.0,3108254000.0,165741000.0,2942513000.0,5098000.0,2865904000.0,,256933000.0,256933000.0,778421000.0,42649000.0,735772000.0,836000.0,734936000.0,92630000.0,43351000.0,1694569000.0,561216000.0,20591000.0,1133353000.0,65209000.0,31427000.0,1068144000.0,10896519000.0,7473054000.0,465000000.0,6003229000.0,1333735000.0,4669494000.0,1004825000.0,-1573672000.0,2578497000.0,1895502000.0,620500000.0,62495000.0,0.0,3423465000.0,159118000.0,,159118000.0,1366608000.0,-135204000.0,458881000.0,230865000.0,812066000.0,1516871000.0,1516871000.0,-39399000.0,1556270000.0,380868000.0,380868000.0,2022-12-31
,139851298.0,139851298.0,3203503000.0,3475929000.0,-1521848000.0,7936490000.0,807357000.0,-1521848000.0,,4460561000.0,7421923000.0,4460561000.0,4460561000.0,-249148000.0,-249148000.0,6797685000.0,10380895000.0,866705000.0,259794000.0,259794000.0,,6344084000.0,3835591000.0,471085000.0,,44313000.0,358831000.0,,358831000.0,2961362000.0,,2961362000.0,,2508493000.0,,285209000.0,285209000.0,514567000.0,,514567000.0,667000.0,513900000.0,191687000.0,,1708717000.0,606695000.0,,1102022000.0,62860000.0,62860000.0,1039162000.0,10804645000.0,7488795000.0,494679000.0,5982409000.0,1301696000.0,4680713000.0,1011707000.0,-1638978000.0,2650685000.0,1955889000.0,629465000.0,65331000.0,0.0,3315850000.0,177038000.0,,177038000.0,1405416000.0,-141309000.0,476026000.0,254141000.0,816558000.0,1460970000.0,1460970000.0,-40329000.0,1501299000.0,272426000.0,272426000.0,2023-03-31
,139873825.0,139873825.0,3136971000.0,3422748000.0,-1310678000.0,8084853000.0,990581000.0,-1310678000.0,,4662105000.0,7638678000.0,4662105000.0,4662105000.0,-227502000.0,-227502000.0,6797685000.0,10552433000.0,875041000.0,259818000.0,259818000.0,,6239481000.0,3815385000.0,470234000.0,,28024000.0,340554000.0,,340554000.0,2976573000.0,,2976573000.0,,2424096000.0,,261202000.0,261202000.0,446175000.0,,446175000.0,675000.0,445500000.0,235773000.0,,1716719000.0,642500000.0,,1074219000.0,45291000.0,45291000.0,1028928000.0,10901586000.0,7486909000.0,497920000.0,5972783000.0,1274179000.0,4698604000.0,1016206000.0,-1671856000.0,2688062000.0,1987086000.0,634994000.0,65982000.0,0.0,3414677000.0,171478000.0,,,1396260000.0,-141779000.0,477598000.0,260241000.0,800200000.0,1561162000.0,1561162000.0,-38452000.0,1599614000.0,285777000.0,285777000.0,2023-06-30
,139890144.0,139890144.0,2867905000.0,3151703000.0,-1010266000.0,7984203000.0,1269098000.0,-1010266000.0,,4832500000.0,7777247000.0,4832500000.0,4832500000.0,-280931000.0,-280931000.0,6797685000.0,10770778000.0,880503000.0,259835000.0,259835000.0,,5939605000.0,3751825000.0,437281000.0,,28024000.0,341773000.0,,341773000.0,2944747000.0,,2944747000.0,,2187780000.0,67065000.0,256130000.0,256130000.0,206956000.0,,206956000.0,656000.0,206300000.0,,,1657629000.0,652707000.0,,1004922000.0,34251000.0,34251000.0,970671000.0,10772105000.0,7315227000.0,480304000.0,5842766000.0,1235643000.0,4607123000.0,992157000.0,-1572304000.0,2564461000.0,1892241000.0,608205000.0,64015000.0,0.0,3456878000.0,154076000.0,190548000.0,,1279781000.0,-131418000.0,453265000.0,231993000.0,725941000.0,1548675000.0,1548675000.0,-33960000.0,1582635000.0,283798000.0,283798000.0,2023-09-30
119945271.0,139896263.0,259841534.0,3061480000.0,3681814000.0,-1258995000.0,8566646000.0,890399000.0,-1258995000.0,221773000.0,5106605000.0,8098364000.0,5106605000.0,5106605000.0,-237866000.0,-237866000.0,6797685000.0,10995624000.0,886690000.0,259842000.0,259842000.0,0.0,6241908000.0,3742072000.0,70003000.0,26991000.0,28024000.0,445195000.0,19544000.0,346383000.0,3164742000.0,172983000.0,2991759000.0,7117000.0,2499836000.0,64568000.0,211292000.0,211292000.0,517072000.0,48790000.0,468282000.0,682000.0,467600000.0,86066000.0,,1620838000.0,593979000.0,20723000.0,1026859000.0,68317000.0,36878000.0,958542000.0,11348513000.0,7958278000.0,560862000.0,6365600000.0,1483913000.0,4881687000.0,1031816000.0,-1619751000.0,2651567000.0,1944470000.0,640654000.0,66443000.0,0.0,3390235000.0,141538000.0,192644000.0,,1225452000.0,-119984000.0,425561000.0,223655000.0,696220000.0,1432040000.0,1432040000.0,-31512000.0,1463552000.0,398561000.0,398561000.0,2023-12-31
,137430160.0,137430160.0,3012503000.0,3942457000.0,-1332031000.0,9095309000.0,925506000.0,-1332031000.0,,5152852000.0,8126337000.0,5152852000.0,5152852000.0,-254403000.0,-254403000.0,7226935000.0,11556408000.0,817839000.0,259943000.0,259943000.0,,6834181000.0,3849746000.0,499025000.0,,28024000.0,349212000.0,,349212000.0,2973485000.0,,2973485000.0,,2984435000.0,,242058000.0,242058000.0,968972000.0,,968972000.0,672000.0,968300000.0,187515000.0,,1585890000.0,426305000.0,,1159585000.0,189822000.0,189822000.0,969763000.0,11987033000.0,8077092000.0,567871000.0,6484883000.0,1525350000.0,4959533000.0,1024338000.0,-1640935000.0,2665273000.0,1949172000.0,650290000.0,65811000.0,0.0,3909941000.0,214868000.0,0.0,,1245661000.0,-126120000.0,397025000.0,242424000.0,732332000.0,1519458000.0,1519458000.0,-33482000.0,1552940000.0,929954000.0,929954000.0,2024-03-31
