free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,sale_of_business,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
401163000.0,-3367815000.0,2999279000.0,1500698000.0,-4659000.0,857975000.0,866168000.0,-263000.0,-7930000.0,950747000.0,950747000.0,12209000.0,-193624000.0,-193624000.0,1500698000.0,1500698000.0,-368536000.0,-386815000.0,-3367815000.0,2981000000.0,18279000.0,0.0,18279000.0,-1359840000.0,-1359840000.0,9328000.0,-7586000.0,48654000.0,-56240000.0,-1361385000.0,0.0,-1361385000.0,-197000.0,0.0,-197000.0,401163000.0,401163000.0,620000.0,23605000.0,-32088000.0,-1241000.0,56785000.0,56785000.0,56785000.0,149000.0,149000.0,-19938000.0,11586000.0,26186000.0,244355000.0,244355000.0,-20125000.0,-20125000.0,264480000.0,19481000.0,-172000.0,19653000.0,95268000.0,2022-12-31
305570000.0,-775000000.0,2160633000.0,0.0,21519000.0,1298384000.0,857975000.0,-306000.0,440715000.0,1174810000.0,1174810000.0,-1692000.0,-209131000.0,-209131000.0,0.0,0.0,1385633000.0,375000000.0,-775000000.0,1150000000.0,1010633000.0,0.0,1010633000.0,-1039665000.0,-1039665000.0,9366000.0,1984000.0,49385000.0,-47401000.0,-1050909000.0,,-1050909000.0,-106000.0,0.0,-106000.0,305570000.0,305570000.0,285000.0,-92213000.0,-33469000.0,-25422000.0,-32740000.0,-32740000.0,-32740000.0,-582000.0,-582000.0,-50900000.0,16486000.0,,265302000.0,265302000.0,,,,44917000.0,-194000.0,45111000.0,121693000.0,2023-03-31
478473000.0,-1305000000.0,948122000.0,0.0,-17489000.0,960290000.0,1298384000.0,121000.0,-338215000.0,-422252000.0,-422252000.0,143972000.0,-209346000.0,-209346000.0,0.0,0.0,-356878000.0,-375000000.0,-1305000000.0,930000000.0,18122000.0,0.0,18122000.0,-394436000.0,-394436000.0,4297000.0,3512000.0,59950000.0,-56438000.0,-402019000.0,,-994649000.0,-226000.0,0.0,-226000.0,478473000.0,478473000.0,1364000.0,72596000.0,-22898000.0,30157000.0,63603000.0,,,1734000.0,1734000.0,-3666000.0,15492000.0,,227130000.0,227130000.0,,,,-136723000.0,-181000.0,-136542000.0,133705000.0,2023-06-30
417890000.0,-30000.0,17028000.0,0.0,12529000.0,567711000.0,960290000.0,-418000.0,-392161000.0,-133596000.0,-133596000.0,63961000.0,-214555000.0,-214555000.0,0.0,0.0,16998000.0,,,,16998000.0,-2080030000.0,2097028000.0,-676455000.0,-676455000.0,-19645000.0,-12560000.0,39964000.0,-52524000.0,-644083000.0,168691000.0,-812774000.0,-167000.0,0.0,-167000.0,417890000.0,417890000.0,941000.0,10620000.0,-25206000.0,-25642000.0,61421000.0,,,47000.0,47000.0,-25440000.0,16288000.0,20649000.0,246148000.0,246148000.0,-23222000.0,-23222000.0,269370000.0,80430000.0,-242000.0,80672000.0,68254000.0,2023-09-30
428617000.0,-8299000000.0,8409379000.0,103846000.0,30024000.0,660771000.0,567711000.0,-688000.0,93748000.0,55194000.0,55194000.0,55420000.0,-214451000.0,-214451000.0,103846000.0,103846000.0,110379000.0,,,,10379000.0,2080000000.0,-2069621000.0,-390063000.0,-390063000.0,400000.0,988000.0,34097000.0,-33109000.0,-391292000.0,434422000.0,-825714000.0,-159000.0,0.0,-159000.0,428617000.0,428617000.0,667000.0,11026000.0,-27766000.0,21705000.0,18388000.0,18388000.0,18388000.0,-1301000.0,-1301000.0,-37218000.0,34592000.0,271890000.0,261562000.0,261562000.0,-23684000.0,-23684000.0,285246000.0,-71244000.0,-363000.0,-70881000.0,-42658000.0,2023-12-31
341157000.0,-3270000000.0,4179022000.0,,34901000.0,731695000.0,660771000.0,192000.0,70732000.0,624429000.0,624429000.0,-62769000.0,-221824000.0,-221824000.0,,,909022000.0,-100000000.0,-3270000000.0,3170000000.0,1009022000.0,,1009022000.0,-894854000.0,-894854000.0,-1008000.0,-20022000.0,40550000.0,-60572000.0,-870600000.0,16670000.0,-887270000.0,-3224000.0,,-3224000.0,341157000.0,341157000.0,884000.0,-65620000.0,-23970000.0,-40728000.0,-1653000.0,-1653000.0,-1653000.0,731000.0,731000.0,-43791000.0,17125000.0,,257214000.0,257214000.0,-30340000.0,-30340000.0,287554000.0,-43831000.0,-155000.0,-43676000.0,219176000.0,2024-03-31
