tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off
-9626190.0,0.21,423109000.0,-45839000.0,-45839000.0,54319000.0,244355000.0,224477000.0,377270000.0,112790000.0,-17522000.0,17522000.0,90531810.0,54319000.0,511824000.0,165393000.0,165393000.0,0.31,0.31,51793000.0,51793000.0,2526000.0,54319000.0,-40949000.0,95268000.0,95268000.0,95268000.0,-53982000.0,,-26186000.0,0.0,26186000.0,172000.0,-19653000.0,-17522000.0,17522000.0,166772000.0,307472000.0,264480000.0,264480000.0,42992000.0,42992000.0,42992000.0,474244000.0,204352000.0,678596000.0,665674000.0,2022-12-31,
-9473310.0,0.21,445860000.0,-45111000.0,-45111000.0,77862000.0,265302000.0,206933000.0,400749000.0,135447000.0,-13754000.0,13754000.0,113499690.0,77862000.0,520431000.0,170784000.0,170784000.0,0.44,0.44,75256000.0,75256000.0,2606000.0,77862000.0,-43831000.0,121693000.0,121693000.0,121693000.0,-44917000.0,,,,,194000.0,-45111000.0,-13754000.0,13754000.0,180364000.0,313498000.0,265302000.0,265302000.0,48196000.0,48196000.0,48196000.0,493862000.0,206933000.0,700795000.0,687949000.0,2023-03-31,
-6726930.0,0.21,456365000.0,-32033000.0,-32033000.0,89937000.0,227130000.0,258259000.0,424332000.0,150777000.0,-17072000.0,17072000.0,115243070.0,89937000.0,531271000.0,170864000.0,170864000.0,0.51,0.51,87260000.0,87260000.0,2677000.0,89937000.0,-43768000.0,133705000.0,133705000.0,133705000.0,-22291000.0,9561000.0,-168575000.0,,168575000.0,181000.0,136542000.0,-17072000.0,17072000.0,173068000.0,319437000.0,273555000.0,273555000.0,45882000.0,45882000.0,45882000.0,492505000.0,211834000.0,704339000.0,704339000.0,2023-06-30,
-21277410.0,0.21,450356000.0,-101321000.0,-101321000.0,24269000.0,246148000.0,240909000.0,349035000.0,79665000.0,-11411000.0,11411000.0,104312590.0,24269000.0,533044000.0,170890000.0,170890000.0,0.13,0.13,21855000.0,21855000.0,2414000.0,24269000.0,-43985000.0,68254000.0,68254000.0,68254000.0,-94822000.0,6257000.0,-20649000.0,,20649000.0,242000.0,-80672000.0,-11411000.0,11411000.0,174487000.0,315357000.0,269370000.0,269370000.0,45987000.0,45987000.0,45987000.0,489844000.0,217687000.0,707531000.0,707531000.0,2023-09-30,
0.0,0.0,475564000.0,-201009000.0,-201009000.0,-88429000.0,261562000.0,246410000.0,274555000.0,-10691000.0,-31967000.0,31967000.0,112580000.0,-88429000.0,567261000.0,,,,,-91927000.0,-91927000.0,3498000.0,-88429000.0,-45771000.0,-42658000.0,-42658000.0,-42658000.0,-229310000.0,,-271890000.0,,271890000.0,363000.0,70881000.0,-31967000.0,31967000.0,218619000.0,344535000.0,285246000.0,285246000.0,59289000.0,59289000.0,59289000.0,563154000.0,222726000.0,785880000.0,742637000.0,2023-12-31,
17460000.0,0.4,503894000.0,43650000.0,43650000.0,170545000.0,257214000.0,248654000.0,547544000.0,259990000.0,-40840000.0,40840000.0,144355000.0,170545000.0,552923000.0,171949000.0,171949000.0,0.97,0.97,166886000.0,166886000.0,3659000.0,170545000.0,-48631000.0,219176000.0,219150000.0,219150000.0,43805000.0,,-14700000.0,,,155000.0,58350000.0,-40840000.0,40840000.0,216185000.0,334609000.0,287554000.0,287554000.0,47055000.0,47055000.0,47055000.0,550794000.0,218314000.0,769108000.0,755551000.0,2024-03-31,14700000.0
