ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,investments_and_advances,other_investments,long_term_equity_investment,investmentsin_joint_venturesat_cost,investments_in_other_ventures_under_equity_method,investment_properties,net_ppe,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,notes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
170748395.0,170748395.0,9334569000.0,10566462000.0,18972387000.0,29132149000.0,-699019000.0,18972387000.0,406700000.0,18972387000.0,29132149000.0,22683247000.0,3710860000.0,18972387000.0,-20812000.0,-20812000.0,18991492000.0,1707000.0,1707000.0,12840152000.0,11167218000.0,529712000.0,18321000.0,10566462000.0,406700000.0,10159762000.0,52723000.0,1672934000.0,449622000.0,449622000.0,,,0.0,1223312000.0,624440000.0,598872000.0,209131000.0,389741000.0,35523399000.0,34549484000.0,80724000.0,33534000.0,1490668000.0,1653509000.0,1615074000.0,38435000.0,38435000.0,,29945440000.0,1345609000.0,1345609000.0,1322423000.0,23186000.0,973915000.0,32782000.0,49099000.0,66841000.0,39352000.0,19875000.0,7614000.0,825193000.0,825193000.0,2022-12-31,
170900000.0,170900000.0,10273853000.0,11942495000.0,18883994000.0,30421299000.0,-649456000.0,18883994000.0,405190000.0,18883994000.0,30046763000.0,22686767000.0,3802773000.0,18883994000.0,-20536000.0,-20536000.0,18902821000.0,1709000.0,1709000.0,14225698000.0,12144572000.0,501205000.0,19128000.0,11567959000.0,405190000.0,11162769000.0,56280000.0,2081126000.0,461787000.0,461787000.0,374536000.0,374536000.0,374536000.0,1244803000.0,680587000.0,564216000.0,209346000.0,354870000.0,36912465000.0,35480795000.0,96495000.0,35286000.0,1532896000.0,1611373000.0,1510502000.0,100871000.0,38355000.0,62516000.0,30889395000.0,1315350000.0,1315350000.0,1292562000.0,22788000.0,1431670000.0,34932000.0,63456000.0,69830000.0,39540000.0,22093000.0,8197000.0,1263452000.0,1263452000.0,2023-03-31,
170869778.0,170869778.0,10258993000.0,11569908000.0,18797438000.0,29980801000.0,-698927000.0,18797438000.0,386545000.0,18797438000.0,29980801000.0,22767252000.0,3969814000.0,18797438000.0,-16589000.0,-16589000.0,18812318000.0,1709000.0,1709000.0,13892005000.0,12143269000.0,501676000.0,16765000.0,11569908000.0,386545000.0,11183363000.0,54920000.0,1748736000.0,500952000.0,500952000.0,,,0.0,1247784000.0,666872000.0,580912000.0,214555000.0,366357000.0,36659257000.0,35609448000.0,89094000.0,38402000.0,1539656000.0,1533795000.0,1422238000.0,111557000.0,37801000.0,73756000.0,31178054000.0,1230447000.0,1230447000.0,1206345000.0,24102000.0,1049809000.0,35920000.0,27327000.0,62192000.0,39723000.0,15518000.0,6951000.0,924370000.0,924370000.0,2023-06-30,
170996839.0,170996839.0,10670445000.0,11587793000.0,18627911000.0,29830746000.0,-1240073000.0,18627911000.0,384958000.0,18627911000.0,29830746000.0,22712882000.0,4084971000.0,18627911000.0,-24984000.0,-24984000.0,18651185000.0,1710000.0,1710000.0,14070411000.0,12129521000.0,471917000.0,15650000.0,11587793000.0,384958000.0,11202835000.0,54161000.0,1940890000.0,503126000.0,503126000.0,,,,1437764000.0,706900000.0,730864000.0,214450000.0,516414000.0,36783293000.0,36082476000.0,108987000.0,38359000.0,1557670000.0,1469461000.0,1357856000.0,111605000.0,37695000.0,73910000.0,31712731000.0,1195268000.0,1195268000.0,1169595000.0,25673000.0,700817000.0,35321000.0,70641000.0,62465000.0,39908000.0,15660000.0,6897000.0,532390000.0,532390000.0,2023-09-30,
171910599.0,171910599.0,10697452000.0,11698525000.0,18471175000.0,29786817000.0,-1219325000.0,18471175000.0,382883000.0,18471175000.0,29686865000.0,22622993000.0,4151818000.0,18471175000.0,-15896000.0,-15896000.0,18485352000.0,1719000.0,1719000.0,14148409000.0,12147332000.0,480493000.0,15183000.0,11598573000.0,382883000.0,11215690000.0,53083000.0,2001077000.0,548529000.0,548529000.0,99952000.0,99952000.0,99952000.0,1352596000.0,606333000.0,746263000.0,221824000.0,524439000.0,36771402000.0,35989650000.0,88453000.0,40365000.0,1590614000.0,1487298000.0,1449518000.0,37780000.0,37780000.0,,31633511000.0,1149409000.0,1149409000.0,1122849000.0,26560000.0,781752000.0,42581000.0,56832000.0,64149000.0,40097000.0,15841000.0,8211000.0,618190000.0,618190000.0,2023-12-31,0.0
172007967.0,172007967.0,11494987000.0,12598741000.0,18412595000.0,30629758000.0,-982371000.0,18412595000.0,381578000.0,18412595000.0,30629758000.0,22755918000.0,4343323000.0,18412595000.0,-23815000.0,-23815000.0,18434690000.0,1720000.0,1720000.0,14943128000.0,13083447000.0,415383000.0,13365000.0,12598741000.0,381578000.0,12217163000.0,55958000.0,1859681000.0,561795000.0,561795000.0,,,,1297886000.0,643456000.0,654430000.0,222134000.0,432296000.0,37699046000.0,36821736000.0,103007000.0,42528000.0,1688557000.0,1552224000.0,1511588000.0,40636000.0,40636000.0,,32323138000.0,1112282000.0,1112282000.0,1083902000.0,28380000.0,877310000.0,9519000.0,81377000.0,64238000.0,40282000.0,16487000.0,7469000.0,722176000.0,722176000.0,2024-03-31,
