tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.003117,339746000.0,0.0,0.0,194117000.0,62997000.0,8581000.0,339746000.0,276749000.0,-75245000.0,76538000.0,1293000.0,194117000.0,194117000.0,60932000.0,11870000.0,275456000.0,,,,,193685000.0,,193975000.0,142000.0,194117000.0,-5470000.0,199587000.0,199587000.0,624000.0,200211000.0,0.0,0.0,0.0,0.0,0.0,-75245000.0,76538000.0,1293000.0,275456000.0,49062000.0,-21961000.0,59708000.0,59708000.0,59708000.0,11315000.0,11315000.0,11315000.0,324518000.0,11870000.0,336388000.0,336388000.0,2022-12-31
-1522.337569,0.002738,339948000.0,-556000.0,-556000.0,183351000.0,68844000.0,8724000.0,339392000.0,270548000.0,-77105000.0,81360000.0,4255000.0,183905477.662431,183351000.0,88365000.0,12014000.0,266849000.0,262672000.0,261791000.0,0.7,0.7,183351000.0,90000.0,183261000.0,90000.0,183351000.0,-5319000.0,188670000.0,188670000.0,518000.0,189188000.0,-556000.0,-556000.0,556000.0,,,-77105000.0,81360000.0,4255000.0,266849000.0,76351000.0,-5653000.0,65554000.0,65554000.0,65554000.0,16450000.0,16450000.0,16450000.0,343200000.0,12014000.0,355214000.0,355214000.0,2023-03-31
0.0,0.00025,308568000.0,0.0,0.0,155630000.0,69020000.0,8603000.0,308568000.0,239548000.0,-78098000.0,79371000.0,1273000.0,155630000.0,155630000.0,118314000.0,11892000.0,238275000.0,263400000.0,262490000.0,0.59,0.59,155630000.0,87000.0,155543000.0,87000.0,155630000.0,-4507000.0,160137000.0,160137000.0,40000.0,160177000.0,,0.0,,0.0,,-78098000.0,79371000.0,1273000.0,238275000.0,106422000.0,28052000.0,65731000.0,65731000.0,65731000.0,12639000.0,12639000.0,12639000.0,344697000.0,11892000.0,356589000.0,356589000.0,2023-06-30
55.872574,0.00254,339100000.0,22000.0,22000.0,184010000.0,69545000.0,6520000.0,339122000.0,269577000.0,-78515000.0,79788000.0,1273000.0,183988055.872574,184010000.0,91278000.0,12406000.0,268304000.0,264207000.0,263238000.0,0.7,0.7,184010000.0,117000.0,183893000.0,117000.0,184010000.0,-5297000.0,189307000.0,189307000.0,482000.0,189789000.0,22000.0,0.0,,,22000.0,-78515000.0,79788000.0,1273000.0,268282000.0,81059000.0,1613000.0,65846000.0,65846000.0,65846000.0,13600000.0,13600000.0,13600000.0,349341000.0,10219000.0,359560000.0,359560000.0,2023-09-30
0.0,0.004386,370097000.0,0.0,0.0,211292000.0,69015000.0,8528000.0,370097000.0,301082000.0,-77063000.0,82869000.0,5806000.0,211292000.0,211292000.0,73753000.0,11804000.0,295276000.0,,,,,210858000.0,,211152000.0,140000.0,211292000.0,-5964000.0,217256000.0,217256000.0,957000.0,218213000.0,0.0,0.0,0.0,,0.0,-77063000.0,82869000.0,5806000.0,295276000.0,61949000.0,-17551000.0,65739000.0,65739000.0,65739000.0,13761000.0,13761000.0,13761000.0,357225000.0,11804000.0,369029000.0,369029000.0,2023-12-31
0.0,0.003536,335474000.0,0.0,0.0,174464000.0,68636000.0,8542000.0,335474000.0,266838000.0,-77443000.0,86675000.0,9232000.0,174464000.0,174464000.0,118358000.0,11818000.0,257606000.0,272026000.0,271490000.0,0.64,0.64,174464000.0,75000.0,174389000.0,75000.0,174464000.0,-5062000.0,179526000.0,179526000.0,637000.0,180163000.0,,0.0,,,,-77443000.0,86675000.0,9232000.0,257606000.0,106540000.0,23294000.0,65360000.0,65360000.0,65360000.0,17886000.0,17886000.0,17886000.0,364146000.0,11818000.0,375964000.0,375964000.0,2024-03-31
