ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,receivables,other_receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_short_term_investments
260727030.0,260727030.0,5889385000.0,6364225000.0,3125134000.0,9906426000.0,1721904000.0,3125134000.0,235757000.0,3777958000.0,9906426000.0,4118096000.0,340138000.0,3777958000.0,-1798216000.0,5573567000.0,2607000.0,2607000.0,0.0,6812290000.0,6391916000.0,27691000.0,6364225000.0,235757000.0,6128468000.0,420374000.0,324774000.0,324774000.0,95600000.0,89039000.0,82297000.0,6561000.0,6561000.0,10930386000.0,8788108000.0,246106000.0,7707935000.0,652824000.0,652824000.0,181243000.0,181243000.0,181243000.0,2142278000.0,0.0,1903195000.0,,,1903195000.0,239083000.0,239083000.0,2022-12-31,,
262355725.0,262355725.0,6284648000.0,6563763000.0,3115693000.0,10056697000.0,1517746000.0,3115693000.0,272293000.0,3765227000.0,10056697000.0,4118191000.0,352964000.0,3765227000.0,-1869643000.0,5632246000.0,2624000.0,2624000.0,0.0,6997904000.0,6594536000.0,30773000.0,6563763000.0,272293000.0,6291470000.0,403368000.0,316022000.0,316022000.0,87346000.0,80415000.0,78475000.0,6931000.0,6931000.0,11116095000.0,9194981000.0,45793000.0,8281960000.0,649534000.0,649534000.0,217694000.0,217694000.0,217694000.0,1921114000.0,,1914292000.0,1914292000.0,,,6822000.0,6822000.0,2023-03-31,,
262640178.0,262640178.0,6239388000.0,6501915000.0,3104667000.0,9999750000.0,1504438000.0,3104667000.0,253077000.0,3750912000.0,9999750000.0,4102874000.0,351962000.0,3750912000.0,-1903326000.0,5651612000.0,2626000.0,2626000.0,0.0,6929063000.0,6532262000.0,30347000.0,6501915000.0,253077000.0,6248838000.0,396801000.0,307271000.0,307271000.0,89530000.0,84446000.0,80651000.0,5084000.0,5084000.0,11031937000.0,9130698000.0,47673000.0,8238398000.0,646245000.0,646245000.0,198382000.0,198382000.0,198382000.0,1901239000.0,,1891789000.0,1891789000.0,,,9450000.0,9450000.0,2023-06-30,,
267015730.0,267015730.0,6165057000.0,6497718000.0,3315992000.0,10204744000.0,1722501000.0,3315992000.0,251512000.0,3958538000.0,10204744000.0,4310210000.0,351672000.0,3958538000.0,-1911623000.0,5867491000.0,2670000.0,2670000.0,0.0,6925411000.0,6528921000.0,31203000.0,6497718000.0,251512000.0,6246206000.0,396490000.0,298329000.0,298329000.0,98161000.0,83728000.0,78203000.0,14433000.0,14433000.0,11235621000.0,9116630000.0,51032000.0,8226303000.0,642546000.0,642546000.0,196749000.0,196749000.0,196749000.0,2118991000.0,,2037842000.0,1998551000.0,39291000.0,,81149000.0,81149000.0,2023-09-30,,
270922719.0,270922719.0,5943567000.0,6878664000.0,3517635000.0,10784455000.0,2364157000.0,3517635000.0,251114000.0,4156905000.0,10784455000.0,4508954000.0,352049000.0,4156905000.0,-1897913000.0,6052109000.0,2709000.0,2709000.0,0.0,7297704000.0,6915236000.0,36572000.0,6878664000.0,251114000.0,6627550000.0,382468000.0,284893000.0,284893000.0,97575000.0,90564000.0,83112000.0,7011000.0,7011000.0,11806658000.0,9060033000.0,55717000.0,8168792000.0,639270000.0,639270000.0,196254000.0,196254000.0,196254000.0,2746625000.0,,2062642000.0,,39036000.0,2023606000.0,683983000.0,683983000.0,2023-12-31,0.0,
271500584.0,271500584.0,6418663000.0,6881070000.0,3491224000.0,10757414000.0,2429913000.0,3491224000.0,250874000.0,4127218000.0,10757414000.0,4497817000.0,370599000.0,4127218000.0,-1930027000.0,6054530000.0,2715000.0,2715000.0,0.0,7286204000.0,6923326000.0,42256000.0,6881070000.0,250874000.0,6630196000.0,362878000.0,269032000.0,269032000.0,93846000.0,89154000.0,87394000.0,4692000.0,4692000.0,11784021000.0,8991230000.0,55380000.0,8103928000.0,635994000.0,635994000.0,195928000.0,195928000.0,195928000.0,2792791000.0,,2238014000.0,2185707000.0,52307000.0,,554777000.0,211533000.0,2024-03-31,,343244000.0
