ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
443841000.0,443841000.0,9046000000.0,21471000000.0,28014000000.0,1083000000.0,21471000000.0,2503000000.0,21471000000.0,27943000000.0,21476000000.0,5000000.0,21471000000.0,-1925000000.0,-1925000000.0,16412000000.0,6982000000.0,2000000.0,2000000.0,0.0,44551000000.0,11484000000.0,2509000000.0,8975000000.0,2503000000.0,6472000000.0,33067000000.0,6050000000.0,2322000000.0,71000000.0,71000000.0,24624000000.0,6276000000.0,18348000000.0,18348000000.0,66027000000.0,31877000000.0,3946000000.0,27931000000.0,,27931000000.0,,27931000000.0,,,,,34150000000.0,1594000000.0,18571000000.0,18571000000.0,2312000000.0,2312000000.0,11673000000.0,817000000.0,10856000000.0,2022-11-30,
443550000.0,443550000.0,9139000000.0,22794000000.0,29376000000.0,1814000000.0,22794000000.0,2557000000.0,22794000000.0,29300000000.0,22799000000.0,5000000.0,22794000000.0,-1672000000.0,,17341000000.0,7123000000.0,2000000.0,2000000.0,0.0,44049000000.0,11533000000.0,2470000000.0,9063000000.0,2557000000.0,6506000000.0,32516000000.0,7122000000.0,2412000000.0,76000000.0,76000000.0,22906000000.0,6499000000.0,16407000000.0,16407000000.0,66848000000.0,32518000000.0,3935000000.0,28583000000.0,,28583000000.0,,28583000000.0,,,,,34330000000.0,1830000000.0,16081000000.0,16081000000.0,2714000000.0,2714000000.0,13705000000.0,735000000.0,12970000000.0,2023-01-31,
443483205.0,443483205.0,9139000000.0,22794000000.0,29376000000.0,1814000000.0,22794000000.0,2557000000.0,22794000000.0,29300000000.0,22799000000.0,5000000.0,22794000000.0,-1672000000.0,-1672000000.0,17341000000.0,7123000000.0,2000000.0,2000000.0,0.0,44049000000.0,11533000000.0,2470000000.0,9063000000.0,2557000000.0,6506000000.0,32516000000.0,7122000000.0,2412000000.0,76000000.0,76000000.0,22906000000.0,6499000000.0,16407000000.0,16407000000.0,66848000000.0,32518000000.0,3935000000.0,28583000000.0,,28583000000.0,,28583000000.0,,,,,34330000000.0,1830000000.0,16081000000.0,16081000000.0,2714000000.0,2714000000.0,13705000000.0,735000000.0,12970000000.0,2023-02-28,
443148481.0,443148481.0,9004000000.0,23568000000.0,30065000000.0,2581000000.0,23568000000.0,2507000000.0,23568000000.0,30065000000.0,23573000000.0,5000000.0,23568000000.0,-1680000000.0,-1680000000.0,18035000000.0,7211000000.0,2000000.0,2000000.0,0.0,43179000000.0,11471000000.0,2467000000.0,9004000000.0,2507000000.0,6497000000.0,31708000000.0,6226000000.0,2436000000.0,,,23046000000.0,6193000000.0,16853000000.0,16853000000.0,66752000000.0,32463000000.0,3726000000.0,28737000000.0,,28737000000.0,,28737000000.0,,,,,34289000000.0,1755000000.0,16324000000.0,16324000000.0,2502000000.0,2502000000.0,13708000000.0,1215000000.0,12493000000.0,2023-05-31,
442793000.0,442793000.0,8884000000.0,25058000000.0,31516000000.0,2296000000.0,25058000000.0,2426000000.0,25058000000.0,30435000000.0,25058000000.0,0.0,25058000000.0,-1805000000.0,-1805000000.0,19521000000.0,7340000000.0,2000000.0,2000000.0,0.0,43936000000.0,10353000000.0,2550000000.0,7803000000.0,2426000000.0,5377000000.0,33583000000.0,6254000000.0,2337000000.0,1081000000.0,1081000000.0,23911000000.0,6428000000.0,17483000000.0,17483000000.0,68994000000.0,33115000000.0,3718000000.0,29397000000.0,-16685000000.0,46082000000.0,1266000000.0,2713000000.0,11512000000.0,22001000000.0,8590000000.0,0.0,35879000000.0,1709000000.0,16651000000.0,16651000000.0,2285000000.0,2285000000.0,15234000000.0,1534000000.0,13700000000.0,2023-08-31,
443787000.0,443787000.0,9347000000.0,26147000000.0,33093000000.0,3312000000.0,26147000000.0,2401000000.0,26147000000.0,32013000000.0,26147000000.0,0.0,26147000000.0,-1843000000.0,-1843000000.0,20499000000.0,7489000000.0,2000000.0,2000000.0,0.0,47576000000.0,10808000000.0,2541000000.0,8267000000.0,2401000000.0,5866000000.0,36768000000.0,6188000000.0,2462000000.0,1080000000.0,1080000000.0,27038000000.0,6681000000.0,20357000000.0,20357000000.0,73723000000.0,33643000000.0,3803000000.0,29840000000.0,,29840000000.0,,29840000000.0,,,,,40080000000.0,1673000000.0,18001000000.0,18001000000.0,2542000000.0,2542000000.0,17864000000.0,853000000.0,17011000000.0,2023-11-30,
443504036.0,443504036.0,9433000000.0,20760000000.0,27705000000.0,-2542000000.0,20760000000.0,2488000000.0,20760000000.0,26625000000.0,20760000000.0,0.0,20760000000.0,-1842000000.0,-1842000000.0,14980000000.0,7620000000.0,2000000.0,2000000.0,0.0,45563000000.0,10875000000.0,2522000000.0,8353000000.0,2488000000.0,5865000000.0,34688000000.0,6504000000.0,2541000000.0,1080000000.0,1080000000.0,24563000000.0,7069000000.0,17494000000.0,17494000000.0,66323000000.0,34177000000.0,3836000000.0,30341000000.0,,30341000000.0,,30341000000.0,,,,,32146000000.0,1971000000.0,17075000000.0,17075000000.0,2779000000.0,2779000000.0,10321000000.0,1226000000.0,9095000000.0,2024-02-29,0.0
