tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2070000.0,0.23,2260000000.0,-9000000.0,-9000000.0,1364000000.0,447000000.0,47769000000.0,2251000000.0,1804000000.0,28000000.0,34000000.0,62000000.0,1370930000.0,1364000000.0,52686000000.0,1751000000.0,444531000.0,443837000.0,3.07,3.07,1364000000.0,1364000000.0,1364000000.0,0.0,1364000000.0,1364000000.0,406000000.0,1770000000.0,-9000000.0,-9000000.0,28000000.0,-8000000.0,34000000.0,62000000.0,1751000000.0,4917000000.0,4917000000.0,6668000000.0,47769000000.0,54437000000.0,54437000000.0,2022-11-30
783000.0,0.261,2014000000.0,3000000.0,3000000.0,1466000000.0,,48423000000.0,2017000000.0,2017000000.0,77000000.0,34000000.0,105000000.0,1463783000.0,1466000000.0,53363000000.0,1903000000.0,444475000.0,443877000.0,3.3,3.3,1466000000.0,1466000000.0,1466000000.0,0.0,1466000000.0,1466000000.0,517000000.0,1983000000.0,3000000.0,3000000.0,77000000.0,-6000000.0,34000000.0,105000000.0,1903000000.0,4940000000.0,4940000000.0,6843000000.0,48423000000.0,55266000000.0,55266000000.0,2023-01-31
782148.260212,0.260716,2484000000.0,3000000.0,3000000.0,1466000000.0,470000000.0,48423000000.0,2487000000.0,2017000000.0,77000000.0,34000000.0,111000000.0,1463782148.260212,1466000000.0,53363000000.0,1903000000.0,444475000.0,443877000.0,3.3,3.3,1466000000.0,1466000000.0,1466000000.0,0.0,1466000000.0,1466000000.0,517000000.0,1983000000.0,3000000.0,3000000.0,77000000.0,-6000000.0,34000000.0,111000000.0,1903000000.0,4940000000.0,4940000000.0,6843000000.0,48423000000.0,55266000000.0,55266000000.0,2023-02-28
2385000.0,0.265,2270000000.0,9000000.0,9000000.0,1302000000.0,472000000.0,47175000000.0,2279000000.0,1807000000.0,83000000.0,36000000.0,119000000.0,1295385000.0,1302000000.0,51969000000.0,1679000000.0,444360000.0,443814000.0,2.93,2.94,1302000000.0,1302000000.0,1302000000.0,0.0,1302000000.0,1302000000.0,469000000.0,1771000000.0,9000000.0,9000000.0,83000000.0,-9000000.0,36000000.0,119000000.0,1679000000.0,4794000000.0,4794000000.0,6473000000.0,47175000000.0,53648000000.0,53648000000.0,2023-05-31
7046236.922038,0.271009,3681000000.0,26000000.0,26000000.0,2160000000.0,688000000.0,69219000000.0,3707000000.0,3019000000.0,156000000.0,56000000.0,212000000.0,2141046236.922038,2160000000.0,76158000000.0,2781000000.0,,,,,2160000000.0,2160000000.0,2160000000.0,0.0,2160000000.0,2160000000.0,803000000.0,2963000000.0,26000000.0,26000000.0,156000000.0,-11000000.0,56000000.0,212000000.0,2781000000.0,6939000000.0,6939000000.0,9720000000.0,69219000000.0,78939000000.0,78939000000.0,2023-08-31
735000.0,0.245,2642000000.0,3000000.0,3000000.0,1589000000.0,501000000.0,50457000000.0,2645000000.0,2144000000.0,119000000.0,38000000.0,157000000.0,1586735000.0,1589000000.0,55815000000.0,1984000000.0,444403000.0,443827000.0,3.58,3.58,1589000000.0,1589000000.0,1589000000.0,,1589000000.0,1589000000.0,517000000.0,2106000000.0,3000000.0,3000000.0,119000000.0,-3000000.0,38000000.0,157000000.0,1984000000.0,5358000000.0,5358000000.0,7342000000.0,50457000000.0,57799000000.0,57799000000.0,2023-11-30
6851000.0,0.221,2761000000.0,31000000.0,31000000.0,1743000000.0,514000000.0,51140000000.0,2792000000.0,2278000000.0,144000000.0,41000000.0,185000000.0,1718851000.0,1743000000.0,56380000000.0,2062000000.0,444754000.0,443892000.0,3.92,3.93,1743000000.0,1743000000.0,1743000000.0,,1743000000.0,1743000000.0,494000000.0,2237000000.0,31000000.0,31000000.0,144000000.0,,41000000.0,185000000.0,2062000000.0,5240000000.0,5240000000.0,7302000000.0,51140000000.0,58442000000.0,58442000000.0,2024-02-29
