free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
1553000000.0,-141000000.0,-137000000.0,29000000.0,-1057000000.0,52000000.0,214000000.0,10856000000.0,10203000000.0,-37000000.0,690000000.0,-863000000.0,-863000000.0,-214000000.0,-400000000.0,-400000000.0,-141000000.0,-141000000.0,-108000000.0,-48000000.0,-77000000.0,29000000.0,-60000000.0,-60000000.0,0.0,-1057000000.0,-1057000000.0,-21000000.0,21000000.0,274000000.0,-253000000.0,-1057000000.0,-1057000000.0,2610000000.0,2610000000.0,165000000.0,415000000.0,487000000.0,487000000.0,487000000.0,-737000000.0,111000000.0,402000000.0,121000000.0,-2000000.0,-2000000.0,447000000.0,447000000.0,1364000000.0,2022-11-30
2302000000.0,-143000000.0,-383000000.0,450000000.0,-890000000.0,10000000.0,422000000.0,12970000000.0,10856000000.0,82000000.0,2032000000.0,-352000000.0,-352000000.0,-276000000.0,0.0,0.0,-143000000.0,-143000000.0,67000000.0,7000000.0,-443000000.0,450000000.0,60000000.0,60000000.0,,-808000000.0,-808000000.0,-13000000.0,95000000.0,238000000.0,-143000000.0,-890000000.0,-890000000.0,3192000000.0,3192000000.0,980000000.0,298000000.0,-1904000000.0,-1904000000.0,-1904000000.0,2586000000.0,268000000.0,147000000.0,,-16000000.0,-16000000.0,470000000.0,470000000.0,1466000000.0,2023-02-28
721000000.0,-162000000.0,-253000000.0,188000000.0,-820000000.0,24000000.0,807000000.0,12493000000.0,12970000000.0,-1000000.0,-476000000.0,-735000000.0,-735000000.0,-109000000.0,-399000000.0,-399000000.0,-162000000.0,-162000000.0,-65000000.0,10000000.0,-178000000.0,188000000.0,-75000000.0,-75000000.0,,-1282000000.0,-1282000000.0,7000000.0,-469000000.0,82000000.0,-551000000.0,-820000000.0,-820000000.0,1541000000.0,1541000000.0,-707000000.0,-999000000.0,545000000.0,545000000.0,545000000.0,-253000000.0,-7000000.0,94000000.0,,-4000000.0,-4000000.0,472000000.0,472000000.0,1302000000.0,2023-05-31
2169000000.0,-230000000.0,-528000000.0,250000000.0,-1556000000.0,39000000.0,791000000.0,13700000000.0,12493000000.0,-29000000.0,1236000000.0,-664000000.0,-664000000.0,296000000.0,-452000000.0,-452000000.0,-230000000.0,-230000000.0,-278000000.0,13000000.0,-237000000.0,250000000.0,-291000000.0,-291000000.0,,-1825000000.0,-1825000000.0,63000000.0,-332000000.0,343000000.0,-675000000.0,-1556000000.0,-1556000000.0,3725000000.0,3725000000.0,580000000.0,458000000.0,490000000.0,490000000.0,490000000.0,-368000000.0,40000000.0,131000000.0,104000000.0,,,688000000.0,688000000.0,2160000000.0,2023-08-31
3611000000.0,-162000000.0,-255000000.0,642000000.0,-1040000000.0,52000000.0,210000000.0,17011000000.0,13700000000.0,0.0,3311000000.0,-974000000.0,-974000000.0,-294000000.0,-905000000.0,-905000000.0,-162000000.0,-162000000.0,387000000.0,-29000000.0,-173000000.0,144000000.0,416000000.0,-82000000.0,498000000.0,-366000000.0,-366000000.0,-4000000.0,678000000.0,878000000.0,-200000000.0,-1040000000.0,-1040000000.0,4651000000.0,4651000000.0,2000000000.0,530000000.0,2854000000.0,2854000000.0,2854000000.0,-1384000000.0,74000000.0,444000000.0,43000000.0,,,501000000.0,501000000.0,1589000000.0,2023-11-30
-300000000.0,-160000000.0,-248000000.0,239000000.0,-1031000000.0,10000000.0,987000000.0,9095000000.0,17011000000.0,15000000.0,-7931000000.0,-7276000000.0,-7276000000.0,0.0,-7107000000.0,,-160000000.0,-160000000.0,-9000000.0,3000000.0,-236000000.0,239000000.0,-12000000.0,-12000000.0,0.0,-1386000000.0,-1386000000.0,13000000.0,-368000000.0,151000000.0,-519000000.0,-1031000000.0,-1031000000.0,731000000.0,731000000.0,-1686000000.0,205000000.0,-2850000000.0,-2850000000.0,-2850000000.0,959000000.0,74000000.0,136000000.0,-50000000.0,,,514000000.0,514000000.0,1743000000.0,2024-02-29
