treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,other_investments,long_term_equity_investment,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,current_deferred_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,minority_interest
402134.0,251134966.0,251537100.0,8698000000.0,8718000000.0,6276000000.0,14994000000.0,-1113000000.0,6276000000.0,6276000000.0,13944000000.0,6276000000.0,6276000000.0,-13000000.0,,,,3509000000.0,2777000000.0,3000000.0,3000000.0,13887000000.0,11524000000.0,518000000.0,277000000.0,277000000.0,1943000000.0,1943000000.0,7668000000.0,7668000000.0,2363000000.0,557000000.0,1050000000.0,1050000000.0,408000000.0,,642000000.0,756000000.0,756000000.0,756000000.0,20163000000.0,18913000000.0,227000000.0,227000000.0,559000000.0,201000000.0,358000000.0,16247000000.0,-6030000000.0,22277000000.0,1357000000.0,967000000.0,1250000000.0,389000000.0,185000000.0,325000000.0,331000000.0,-7000000.0,109000000.0,107000000.0,-7000000.0,114000000.0,20000000.0,20000000.0,2022-12-31,
,251387788.0,251387788.0,8893000000.0,9050000000.0,6328000000.0,15378000000.0,-716000000.0,6328000000.0,6328000000.0,14460000000.0,6328000000.0,6328000000.0,,-1000000.0,-1000000.0,13000000.0,3559000000.0,2780000000.0,3000000.0,3000000.0,13912000000.0,12004000000.0,540000000.0,273000000.0,273000000.0,1957000000.0,1957000000.0,8132000000.0,8132000000.0,1908000000.0,472000000.0,918000000.0,918000000.0,808000000.0,50000000.0,60000000.0,518000000.0,518000000.0,518000000.0,20240000000.0,19048000000.0,196000000.0,,569000000.0,206000000.0,363000000.0,16396000000.0,,,,,1192000000.0,325000000.0,,282000000.0,428000000.0,,,428000000.0,-5000000.0,433000000.0,157000000.0,157000000.0,2023-03-31,
,252719092.0,252719092.0,9023000000.0,9036000000.0,6452000000.0,15488000000.0,-755000000.0,6452000000.0,6452000000.0,14638000000.0,6452000000.0,6452000000.0,,3000000.0,3000000.0,14000000.0,3606000000.0,2854000000.0,3000000.0,3000000.0,13931000000.0,12038000000.0,534000000.0,262000000.0,262000000.0,1969000000.0,1969000000.0,8186000000.0,8186000000.0,1893000000.0,458000000.0,850000000.0,850000000.0,409000000.0,50000000.0,391000000.0,585000000.0,585000000.0,585000000.0,20383000000.0,19245000000.0,207000000.0,,584000000.0,212000000.0,372000000.0,16306000000.0,,,,,1138000000.0,392000000.0,,305000000.0,428000000.0,,,428000000.0,,,13000000.0,13000000.0,2023-06-30,
393781.0,255179087.0,255572868.0,9133000000.0,9339000000.0,6726000000.0,16065000000.0,-563000000.0,6726000000.0,6726000000.0,15155000000.0,6726000000.0,6726000000.0,,4000000.0,4000000.0,13000000.0,3750000000.0,2982000000.0,3000000.0,3000000.0,14178000000.0,12243000000.0,544000000.0,262000000.0,262000000.0,1913000000.0,1913000000.0,8429000000.0,8429000000.0,1935000000.0,421000000.0,910000000.0,910000000.0,409000000.0,50000000.0,451000000.0,604000000.0,604000000.0,604000000.0,20904000000.0,19532000000.0,215000000.0,,594000000.0,214000000.0,380000000.0,16633000000.0,,,,,1372000000.0,353000000.0,,327000000.0,486000000.0,,,486000000.0,,,206000000.0,206000000.0,2023-09-30,
379006.0,256096848.0,256475854.0,9447000000.0,9509000000.0,6777000000.0,16286000000.0,-1032000000.0,6777000000.0,6777000000.0,15002000000.0,6777000000.0,6777000000.0,-13000000.0,1000000.0,1000000.0,,3756000000.0,3030000000.0,3000000.0,3000000.0,14460000000.0,12156000000.0,617000000.0,249000000.0,249000000.0,2042000000.0,2042000000.0,8225000000.0,8225000000.0,2304000000.0,409000000.0,1284000000.0,1284000000.0,809000000.0,,475000000.0,611000000.0,611000000.0,611000000.0,21237000000.0,19965000000.0,177000000.0,,602000000.0,216000000.0,386000000.0,17157000000.0,-6274000000.0,23431000000.0,1245000000.0,1045000000.0,1272000000.0,392000000.0,216000000.0,343000000.0,259000000.0,,53000000.0,113000000.0,-8000000.0,121000000.0,62000000.0,62000000.0,2023-12-31,0.0
