free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,dividends_received_cfi,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1090000000.0,-57000000.0,0.0,-821000000.0,85000000.0,75000000.0,1454000000.0,1310000000.0,2000000.0,142000000.0,-940000000.0,-940000000.0,-8000000.0,-875000000.0,-875000000.0,-57000000.0,-57000000.0,0.0,0.0,0.0,-829000000.0,-829000000.0,9000000.0,-17000000.0,-17000000.0,0.0,0.0,-17000000.0,0.0,-17000000.0,-804000000.0,1911000000.0,1911000000.0,-46000000.0,-13000000.0,-8000000.0,-322000000.0,-322000000.0,,297000000.0,297000000.0,-186000000.0,23000000.0,2000000.0,265000000.0,265000000.0,625000000.0,24000000.0,53000000.0,1204000000.0,2022-12-31
652000000.0,-517000000.0,,-1025000000.0,101000000.0,,887000000.0,1454000000.0,0.0,-567000000.0,-1211000000.0,-1211000000.0,-98000000.0,-596000000.0,-596000000.0,-517000000.0,-517000000.0,,,,-1033000000.0,-1033000000.0,8000000.0,-37000000.0,-37000000.0,,,8000000.0,21000000.0,-13000000.0,-1012000000.0,1677000000.0,1677000000.0,12000000.0,-20000000.0,47000000.0,-165000000.0,-165000000.0,,150000000.0,150000000.0,8000000.0,23000000.0,0.0,80000000.0,80000000.0,615000000.0,-64000000.0,-64000000.0,1003000000.0,2023-03-31
308000000.0,-228000000.0,,-1097000000.0,88000000.0,259000000.0,488000000.0,887000000.0,2000000.0,-401000000.0,-704000000.0,-704000000.0,-14000000.0,-462000000.0,-462000000.0,-228000000.0,-228000000.0,,,,-1102000000.0,-1102000000.0,9000000.0,-15000000.0,-15000000.0,,,-17000000.0,1000000.0,-18000000.0,-1079000000.0,1405000000.0,1405000000.0,-140000000.0,-148000000.0,-25000000.0,-65000000.0,-65000000.0,-65000000.0,98000000.0,98000000.0,27000000.0,25000000.0,3000000.0,119000000.0,119000000.0,638000000.0,35000000.0,76000000.0,698000000.0,2023-06-30
820000000.0,0.0,-242000000.0,-905000000.0,77000000.0,50000000.0,761000000.0,488000000.0,-2000000.0,275000000.0,-553000000.0,-553000000.0,1000000.0,-312000000.0,-312000000.0,0.0,0.0,-242000000.0,-242000000.0,-242000000.0,-897000000.0,-897000000.0,7000000.0,0.0,0.0,,,-22000000.0,1000000.0,-23000000.0,-882000000.0,1725000000.0,1725000000.0,-61000000.0,83000000.0,-4000000.0,194000000.0,194000000.0,,-334000000.0,-334000000.0,-15000000.0,22000000.0,1000000.0,13000000.0,13000000.0,651000000.0,194000000.0,194000000.0,920000000.0,2023-09-30
817000000.0,-234000000.0,0.0,-920000000.0,112000000.0,91000000.0,875000000.0,761000000.0,3000000.0,111000000.0,-716000000.0,-716000000.0,6000000.0,-488000000.0,-488000000.0,-234000000.0,-234000000.0,0.0,0.0,0.0,-910000000.0,-910000000.0,8000000.0,-1000000.0,-1000000.0,,,-7000000.0,3000000.0,-10000000.0,-910000000.0,1737000000.0,1737000000.0,45000000.0,26000000.0,41000000.0,-299000000.0,-299000000.0,,277000000.0,277000000.0,6000000.0,23000000.0,1000000.0,164000000.0,164000000.0,650000000.0,-313000000.0,-324000000.0,1161000000.0,2023-12-31
