tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
6966516.419833,0.224726,2240000000.0,31000000.0,31000000.0,1201000000.0,625000000.0,2571000000.0,2271000000.0,1646000000.0,-73000000.0,93000000.0,16000000.0,1176966516.419833,1201000000.0,2713000000.0,655000000.0,653000000.0,1.83,1.84,1194000000.0,1194000000.0,7000000.0,1201000000.0,-3000000.0,1204000000.0,1204000000.0,349000000.0,1553000000.0,40000000.0,9000000.0,31000000.0,29000000.0,-2000000.0,-73000000.0,-4000000.0,93000000.0,16000000.0,1586000000.0,142000000.0,20000000.0,122000000.0,122000000.0,49000000.0,73000000.0,1728000000.0,2571000000.0,4299000000.0,4299000000.0,2022-12-31
0.0,0.18,1932000000.0,0.0,0.0,995000000.0,615000000.0,2413000000.0,1932000000.0,1317000000.0,-72000000.0,93000000.0,17000000.0,995000000.0,995000000.0,2529000000.0,653000000.0,651000000.0,1.53,1.53,987000000.0,987000000.0,8000000.0,995000000.0,-8000000.0,1003000000.0,1003000000.0,221000000.0,1224000000.0,2000000.0,2000000.0,0.0,0.0,,-72000000.0,-4000000.0,93000000.0,17000000.0,1294000000.0,116000000.0,10000000.0,106000000.0,106000000.0,50000000.0,56000000.0,1410000000.0,2413000000.0,3823000000.0,3823000000.0,2023-03-31
9020000.0,0.22,1590000000.0,41000000.0,41000000.0,690000000.0,638000000.0,2408000000.0,1631000000.0,993000000.0,-78000000.0,96000000.0,15000000.0,658020000.0,690000000.0,2517000000.0,643000000.0,642000000.0,1.07,1.08,687000000.0,687000000.0,3000000.0,690000000.0,-8000000.0,698000000.0,698000000.0,199000000.0,897000000.0,38000000.0,-3000000.0,41000000.0,41000000.0,,-78000000.0,-3000000.0,96000000.0,15000000.0,937000000.0,109000000.0,17000000.0,92000000.0,92000000.0,92000000.0,,1046000000.0,2408000000.0,3454000000.0,3454000000.0,2023-06-30
0.0,0.14,1816000000.0,0.0,0.0,910000000.0,651000000.0,2568000000.0,1816000000.0,1165000000.0,-81000000.0,93000000.0,11000000.0,910000000.0,910000000.0,2677000000.0,639000000.0,637000000.0,1.42,1.43,910000000.0,910000000.0,0.0,910000000.0,-10000000.0,920000000.0,920000000.0,152000000.0,1072000000.0,-6000000.0,-6000000.0,0.0,0.0,,-81000000.0,-1000000.0,93000000.0,11000000.0,1159000000.0,109000000.0,10000000.0,99000000.0,99000000.0,48000000.0,51000000.0,1268000000.0,2568000000.0,3836000000.0,3836000000.0,2023-09-30
-2069230.769231,0.188112,2178000000.0,-11000000.0,-11000000.0,1152000000.0,650000000.0,2502000000.0,2167000000.0,1517000000.0,-77000000.0,87000000.0,12000000.0,1160930769.230769,1152000000.0,2625000000.0,,,,,1152000000.0,1152000000.0,,1152000000.0,-9000000.0,1161000000.0,1161000000.0,269000000.0,1430000000.0,-13000000.0,-2000000.0,-11000000.0,-11000000.0,,-77000000.0,2000000.0,87000000.0,12000000.0,1520000000.0,123000000.0,12000000.0,111000000.0,111000000.0,58000000.0,53000000.0,1643000000.0,2502000000.0,4145000000.0,4145000000.0,2023-12-31
