ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
39069419.0,39069419.0,1341212000.0,1660825000.0,237751000.0,2621997000.0,1343277000.0,237751000.0,274022000.0,1235194000.0,2596955000.0,1235194000.0,1235194000.0,5895000.0,5895000.0,653484000.0,575776000.0,39000.0,39000.0,2330243000.0,1654529000.0,35471000.0,58759000.0,58759000.0,1560299000.0,198538000.0,1361761000.0,675714000.0,59115000.0,100526000.0,75484000.0,25042000.0,25042000.0,70609000.0,445464000.0,22318000.0,423146000.0,16479000.0,406667000.0,3565437000.0,1546446000.0,84438000.0,1248000.0,1248000.0,997443000.0,305450000.0,691993000.0,463317000.0,-211513000.0,674830000.0,70945000.0,10869000.0,269608000.0,247632000.0,55911000.0,19865000.0,0.0,2018991000.0,6498000.0,24394000.0,1591060000.0,351448000.0,-9522000.0,328177000.0,32793000.0,,,45591000.0,45591000.0,2022-12-31
39032631.0,39032631.0,1339280000.0,1644746000.0,259755000.0,2622500000.0,1327779000.0,259755000.0,278996000.0,1256750000.0,2589420000.0,1256750000.0,1256750000.0,4555000.0,4555000.0,665561000.0,586595000.0,39000.0,39000.0,2606079000.0,1628659000.0,37623000.0,57868000.0,57868000.0,1533168000.0,200498000.0,1332670000.0,977420000.0,,111578000.0,78498000.0,33080000.0,33080000.0,,865842000.0,126093000.0,739749000.0,,739749000.0,3862829000.0,1557630000.0,84004000.0,1206000.0,1206000.0,996995000.0,303753000.0,693242000.0,475425000.0,,475425000.0,,,475425000.0,,,,,2305199000.0,27875000.0,,1686683000.0,564171000.0,,401123000.0,163048000.0,-9000000.0,172048000.0,26470000.0,26470000.0,2023-03-31
39048604.0,39048604.0,1131361000.0,1468902000.0,456170000.0,2643118000.0,1325315000.0,456170000.0,284316000.0,1458532000.0,2606899000.0,1458532000.0,1458532000.0,10853000.0,10853000.0,854559000.0,593081000.0,39000.0,39000.0,2222047000.0,1450307000.0,39236000.0,58151000.0,58151000.0,1352920000.0,204553000.0,1148367000.0,771740000.0,,115982000.0,79763000.0,36219000.0,36219000.0,,655758000.0,170658000.0,485100000.0,,485100000.0,3680579000.0,1583524000.0,90875000.0,1278000.0,1278000.0,1002362000.0,302444000.0,699918000.0,489009000.0,,489009000.0,,,489009000.0,,,,,2097055000.0,19994000.0,,1392886000.0,630950000.0,,427491000.0,203459000.0,-10100000.0,213559000.0,53225000.0,53225000.0,2023-06-30
38676960.0,38676960.0,948677000.0,1332789000.0,418719000.0,2452123000.0,1123404000.0,418719000.0,298892000.0,1418226000.0,2414335000.0,1418226000.0,1418226000.0,6744000.0,6744000.0,811434000.0,600009000.0,39000.0,39000.0,2012508000.0,1303388000.0,37885000.0,55226000.0,55226000.0,1210277000.0,214168000.0,996109000.0,709120000.0,,122512000.0,84724000.0,37788000.0,37788000.0,,586608000.0,157172000.0,429436000.0,,429436000.0,3430734000.0,1598210000.0,89915000.0,1383000.0,1383000.0,999507000.0,300237000.0,699270000.0,507405000.0,,507405000.0,,,507405000.0,,,,,1832524000.0,26414000.0,,1259308000.0,461582000.0,,320585000.0,140997000.0,,,85220000.0,85220000.0,2023-09-30
38679169.0,38679169.0,986780000.0,1364484000.0,314427000.0,2366107000.0,1044594000.0,314427000.0,311164000.0,1312787000.0,2327904000.0,1312787000.0,1312787000.0,6582000.0,6582000.0,699990000.0,606177000.0,38000.0,38000.0,2115281000.0,1344515000.0,40028000.0,67421000.0,67421000.0,1237066000.0,221949000.0,1015117000.0,770766000.0,59743000.0,127418000.0,89215000.0,38203000.0,38203000.0,30346000.0,553259000.0,23378000.0,529881000.0,21209000.0,508672000.0,3428068000.0,1612708000.0,83426000.0,1305000.0,1305000.0,998360000.0,298282000.0,700078000.0,529617000.0,-233136000.0,762753000.0,81114000.0,14653000.0,305688000.0,281040000.0,56181000.0,24077000.0,0.0,1815360000.0,9269000.0,31175000.0,1365466000.0,342910000.0,-11718000.0,293662000.0,60966000.0,,,66540000.0,66540000.0,2023-12-31
