free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,cash_flow_from_discontinued_operation,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,earnings_losses_from_equity_investments
4050000000.0,-360000000.0,-8023000000.0,8202000000.0,-449000000.0,17916000000.0,13072000000.0,254000000.0,4590000000.0,-130000000.0,-458000000.0,0.0,-458000000.0,-91000000.0,-184000000.0,,,-360000000.0,-360000000.0,177000000.0,-2000000.0,179000000.0,-8023000000.0,8202000000.0,678000000.0,70000000.0,608000000.0,48000000.0,313000000.0,646000000.0,646000000.0,0.0,-35000000.0,-35000000.0,-364000000.0,50000000.0,-414000000.0,4499000000.0,-72000000.0,4571000000.0,-317000000.0,2691000000.0,1206000000.0,686000000.0,,433000000.0,366000000.0,-333000000.0,283000000.0,-65000000.0,-65000000.0,736000000.0,736000000.0,244000000.0,244000000.0,492000000.0,-1639000000.0,-80000000.0,-2024000000.0,2882000000.0,2022-12-31,
-558000000.0,-3309000000.0,-1815000000.0,9000000.0,-299000000.0,12691000000.0,19092000000.0,65000000.0,-6466000000.0,-1180000000.0,-3232000000.0,1999000000.0,-5230000000.0,86000000.0,-203000000.0,-3000000000.0,-3000000000.0,-309000000.0,-309000000.0,-1805000000.0,1000000.0,-1806000000.0,-1815000000.0,9000000.0,-1796000000.0,-3068000000.0,1273000000.0,1095000000.0,-1556000000.0,2025000000.0,2025000000.0,,-20000000.0,-20000000.0,-272000000.0,7000000.0,-279000000.0,-259000000.0,-413000000.0,155000000.0,-172000000.0,-441000000.0,205000000.0,-201000000.0,-201000000.0,-1275000000.0,830000000.0,536000000.0,178000000.0,271000000.0,271000000.0,507000000.0,507000000.0,140000000.0,140000000.0,367000000.0,-6410000000.0,-504000000.0,-5906000000.0,6221000000.0,2023-03-31,
110000000.0,-323000000.0,-775000000.0,1000000.0,-364000000.0,13514000000.0,12691000000.0,14000000.0,809000000.0,-138000000.0,-1162000000.0,-7000000.0,-1156000000.0,121000000.0,-147000000.0,0.0,0.0,-323000000.0,-323000000.0,-806000000.0,-32000000.0,-774000000.0,-775000000.0,1000000.0,1635000000.0,-45000000.0,1679000000.0,-132000000.0,175000000.0,1946000000.0,2279000000.0,,,,-329000000.0,55000000.0,-384000000.0,474000000.0,163000000.0,310000000.0,-349000000.0,51000000.0,523000000.0,179000000.0,,-527000000.0,-124000000.0,-510000000.0,-420000000.0,332000000.0,332000000.0,511000000.0,511000000.0,159000000.0,159000000.0,352000000.0,-872000000.0,-499000000.0,5909000000.0,1058000000.0,2023-06-30,
1421000000.0,-3108000000.0,-640000000.0,0.0,-402000000.0,13869000000.0,13514000000.0,-170000000.0,525000000.0,74000000.0,-3824000000.0,7000000.0,-3831000000.0,72000000.0,-151000000.0,-2795000000.0,-2795000000.0,-313000000.0,-313000000.0,-644000000.0,-4000000.0,-640000000.0,-640000000.0,0.0,2454000000.0,55000000.0,2398000000.0,-56000000.0,141000000.0,2701000000.0,2733000000.0,-32000000.0,,,-387000000.0,15000000.0,-402000000.0,1823000000.0,-65000000.0,1889000000.0,-285000000.0,408000000.0,221000000.0,416000000.0,,-418000000.0,189000000.0,94000000.0,321000000.0,138000000.0,138000000.0,527000000.0,527000000.0,149000000.0,149000000.0,378000000.0,618000000.0,-483000000.0,0.0,161000000.0,2023-09-30,
2611000000.0,-288000000.0,-130000000.0,1000000.0,-530000000.0,18360000000.0,13869000000.0,211000000.0,4280000000.0,-152000000.0,-395000000.0,1000000.0,-395000000.0,129000000.0,-88000000.0,0.0,0.0,-288000000.0,-288000000.0,-149000000.0,-20000000.0,-129000000.0,-130000000.0,1000000.0,1684000000.0,98000000.0,1588000000.0,-117000000.0,254000000.0,1967000000.0,1967000000.0,0.0,,,-518000000.0,12000000.0,-530000000.0,3141000000.0,-76000000.0,3216000000.0,-342000000.0,1620000000.0,1984000000.0,-615000000.0,,696000000.0,-445000000.0,-953000000.0,322000000.0,421000000.0,421000000.0,534000000.0,534000000.0,158000000.0,158000000.0,376000000.0,-927000000.0,-266000000.0,0.0,1589000000.0,2023-12-31,
571000000.0,-322000000.0,-298000000.0,0.0,-421000000.0,19899000000.0,19755000000.0,-61000000.0,205000000.0,-1391000000.0,-204000000.0,0.0,-204000000.0,539000000.0,-86000000.0,0.0,0.0,-322000000.0,-322000000.0,-335000000.0,-37000000.0,-298000000.0,-298000000.0,0.0,808000000.0,38000000.0,769000000.0,-319000000.0,-1141000000.0,2610000000.0,2610000000.0,,,,-380000000.0,41000000.0,-421000000.0,992000000.0,-32000000.0,1024000000.0,-105000000.0,153000000.0,1095000000.0,111000000.0,111000000.0,-1216000000.0,163000000.0,235000000.0,-307000000.0,318000000.0,318000000.0,523000000.0,523000000.0,145000000.0,145000000.0,378000000.0,-1107000000.0,-442000000.0,,1549000000.0,2024-03-31,-665000000.0
