tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,insurance_and_claims,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
217770000.0,0.21,2352000000.0,1037000000.0,1037000000.0,2286000000.0,736000000.0,15467000000.0,3389000000.0,2653000000.0,-216000000.0,416000000.0,200000000.0,1466770000.0,2222000000.0,20558000000.0,1097000000.0,1091000000.0,1.56,1.57,2125000000.0,,2125000000.0,97000000.0,2222000000.0,-16000000.0,2238000000.0,-64000000.0,2302000000.0,-65000000.0,2237000000.0,1223000000.0,94000000.0,-861000000.0,24000000.0,420000000.0,92000000.0,1898000000.0,-216000000.0,416000000.0,200000000.0,1229000000.0,5091000000.0,790000000.0,4301000000.0,,4301000000.0,3542000000.0,759000000.0,6320000000.0,15467000000.0,21787000000.0,21787000000.0,2022-12-31
239526000.0,0.042,1565000000.0,5703000000.0,5703000000.0,6249000000.0,507000000.0,10729000000.0,7268000000.0,6761000000.0,-83000000.0,269000000.0,186000000.0,785526000.0,7506000000.0,13986000000.0,1097000000.0,1089000000.0,6.71,6.76,7354000000.0,-6000000.0,7360000000.0,145000000.0,7506000000.0,27000000.0,7478000000.0,1257000000.0,6221000000.0,271000000.0,6492000000.0,6074000000.0,371000000.0,-205000000.0,,205000000.0,0.0,5908000000.0,-83000000.0,269000000.0,186000000.0,499000000.0,3257000000.0,431000000.0,2826000000.0,,2826000000.0,2142000000.0,684000000.0,3756000000.0,10729000000.0,14485000000.0,14485000000.0,2023-03-31
31680000.0,0.24,2036000000.0,132000000.0,132000000.0,1054000000.0,511000000.0,12362000000.0,2168000000.0,1657000000.0,-112000000.0,267000000.0,155000000.0,953680000.0,35000000.0,15910000000.0,1098000000.0,1089000000.0,-0.02,-0.02,-23000000.0,,-23000000.0,58000000.0,35000000.0,-4000000.0,39000000.0,-1019000000.0,1058000000.0,333000000.0,1390000000.0,713000000.0,513000000.0,132000000.0,358000000.0,226000000.0,68000000.0,,-112000000.0,267000000.0,155000000.0,788000000.0,3548000000.0,455000000.0,3093000000.0,,3093000000.0,2358000000.0,735000000.0,4336000000.0,12362000000.0,16698000000.0,16698000000.0,2023-06-30
-256410000.0,0.21,2334000000.0,-1221000000.0,-1221000000.0,175000000.0,527000000.0,12904000000.0,1113000000.0,586000000.0,-93000000.0,286000000.0,193000000.0,1139590000.0,348000000.0,16256000000.0,1099000000.0,1088000000.0,0.23,0.24,258000000.0,,258000000.0,91000000.0,348000000.0,14000000.0,335000000.0,173000000.0,161000000.0,138000000.0,300000000.0,-696000000.0,447000000.0,-112000000.0,115000000.0,227000000.0,78000000.0,-1109000000.0,-93000000.0,286000000.0,193000000.0,1090000000.0,3352000000.0,471000000.0,2881000000.0,2171000000.0,710000000.0,,710000000.0,4442000000.0,12904000000.0,17346000000.0,17346000000.0,2023-09-30
63286212.045794,0.209557,2537000000.0,302000000.0,302000000.0,1590000000.0,534000000.0,14396000000.0,2839000000.0,2305000000.0,-91000000.0,296000000.0,205000000.0,1351286212.045794,1592000000.0,18228000000.0,1100000000.0,1088000000.0,1.45,1.46,1592000000.0,,1592000000.0,0.0,1592000000.0,0.0,1591000000.0,2000000.0,1589000000.0,421000000.0,2009000000.0,906000000.0,514000000.0,5459000000.0,5779000000.0,320000000.0,90000000.0,621000000.0,-91000000.0,296000000.0,205000000.0,1195000000.0,3832000000.0,551000000.0,3281000000.0,,9952000000.0,,757000000.0,5027000000.0,14396000000.0,19423000000.0,19423000000.0,2023-12-31
47940000.0,0.17,2385000000.0,282000000.0,282000000.0,1523000000.0,523000000.0,11620000000.0,2667000000.0,2144000000.0,-26000000.0,278000000.0,252000000.0,1288940000.0,1537000000.0,15023000000.0,1103000000.0,1091000000.0,1.39,1.41,1537000000.0,,1537000000.0,,1537000000.0,-27000000.0,1563000000.0,14000000.0,1549000000.0,318000000.0,1866000000.0,864000000.0,454000000.0,282000000.0,637000000.0,355000000.0,128000000.0,,-26000000.0,278000000.0,252000000.0,1030000000.0,3403000000.0,507000000.0,2896000000.0,,2896000000.0,2269000000.0,627000000.0,4433000000.0,11620000000.0,16053000000.0,16053000000.0,2024-03-31
