tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.215,350830000.0,245848000.0,39327000.0,523889000.0,350830000.0,311503000.0,4422000.0,4422000.0,245848000.0,245848000.0,581869000.0,311503000.0,964336000.0,952198000.0,0.25,0.26,245848000.0,245848000.0,245848000.0,0.0,245848000.0,245848000.0,67255000.0,313103000.0,-2822000.0,-2822000.0,4422000.0,-4422000.0,4422000.0,311503000.0,57980000.0,57980000.0,57980000.0,57980000.0,369483000.0,523889000.0,893372000.0,893372000.0,2022-10-31
0.0,0.221,404292000.0,293677000.0,38767000.0,530224000.0,404292000.0,365525000.0,14480000.0,,293677000.0,293677000.0,591199000.0,365525000.0,965072000.0,952752000.0,0.305,0.31,293677000.0,293677000.0,293677000.0,,293677000.0,293677000.0,83426000.0,377103000.0,-2902000.0,-2902000.0,14480000.0,-14480000.0,,365525000.0,60975000.0,60975000.0,60975000.0,60975000.0,426500000.0,530224000.0,956724000.0,956724000.0,2023-01-31
0.0,0.204,456150000.0,350431000.0,37226000.0,538401000.0,456150000.0,418924000.0,17878000.0,,350431000.0,350431000.0,602907000.0,418924000.0,967380000.0,953574000.0,0.36,0.365,350431000.0,350431000.0,350431000.0,,350431000.0,350431000.0,89999000.0,440430000.0,3628000.0,3628000.0,17878000.0,-17878000.0,,418924000.0,64506000.0,64506000.0,64506000.0,64506000.0,483430000.0,538401000.0,1021831000.0,1021831000.0,2023-04-30
0.0,0.179156,434981000.0,347785000.0,44364000.0,540013000.0,434981000.0,390617000.0,29148000.0,,347785000.0,347785000.0,606974000.0,390617000.0,970255000.0,955773000.0,0.36,0.36,347785000.0,347785000.0,347785000.0,,347785000.0,347785000.0,75907000.0,423692000.0,3927000.0,3927000.0,29148000.0,-29148000.0,,390617000.0,66961000.0,66961000.0,66961000.0,66961000.0,457578000.0,540013000.0,997591000.0,997591000.0,2023-07-31
0.0,0.214,438726000.0,332527000.0,43350000.0,556397000.0,438726000.0,395376000.0,32005000.0,32005000.0,332527000.0,332527000.0,625040000.0,395376000.0,971682000.0,958127000.0,0.34,0.35,332527000.0,332527000.0,332527000.0,-5000.0,332532000.0,332532000.0,90777000.0,423309000.0,-4072000.0,-4072000.0,32005000.0,,32005000.0,395376000.0,68643000.0,68643000.0,68643000.0,68643000.0,464019000.0,556397000.0,1020416000.0,1020416000.0,2023-10-31
0.0,0.207487,425035000.0,325635000.0,45135000.0,555997000.0,425035000.0,379900000.0,33956000.0,,325635000.0,325635000.0,640249000.0,379900000.0,974589000.0,960525000.0,0.33,0.34,325635000.0,325635000.0,325635000.0,108000.0,325527000.0,325527000.0,85226000.0,410753000.0,-3103000.0,-3103000.0,33956000.0,-33956000.0,,379900000.0,84252000.0,84252000.0,84252000.0,84252000.0,464152000.0,555997000.0,1020149000.0,1020149000.0,2024-01-31
