free_cash_flow,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,capital_expenditure_reported,provisionand_write_offof_assets
94062000.0,0.0,-6990000.0,350724000.0,353457000.0,18000.0,-2751000.0,0.0,0.0,,,0.0,0.0,-103803000.0,-103803000.0,-96813000.0,,-96813000.0,-6990000.0,-6990000.0,101052000.0,101052000.0,117411000.0,158127000.0,5578000.0,-6107000.0,26619000.0,34133000.0,-7514000.0,-7514000.0,1249000.0,-19096000.0,-48959000.0,-48959000.0,49540000.0,,2077000.0,2077000.0,10000.0,10000.0,-67986000.0,2022-12-31,,
25295000.0,0.0,-6017000.0,259086000.0,350724000.0,120000.0,-91758000.0,-10726000.0,-10726000.0,,,0.0,0.0,-112344000.0,-112344000.0,-106327000.0,,-106327000.0,-6017000.0,-6017000.0,31312000.0,31312000.0,49329000.0,97608000.0,1067000.0,624000.0,27682000.0,450000.0,27232000.0,27232000.0,24123000.0,-29597000.0,-72178000.0,-72178000.0,35223000.0,,2069000.0,2069000.0,-16000.0,-16000.0,-55416000.0,2023-03-31,,
46546000.0,0.0,-7356000.0,257630000.0,259086000.0,-45000.0,-1411000.0,0.0,0.0,0.0,0.0,0.0,0.0,-55313000.0,-55313000.0,-47957000.0,,-97957000.0,-7356000.0,-7356000.0,53902000.0,53902000.0,53448000.0,80497000.0,2697000.0,-461000.0,-28401000.0,-14539000.0,-13862000.0,-13862000.0,-25793000.0,-25928000.0,50837000.0,50837000.0,36999000.0,0.0,2460000.0,2460000.0,72000.0,72000.0,-39077000.0,2023-06-30,,
43565000.0,,-963000.0,260918000.0,257630000.0,139000.0,3149000.0,-13375000.0,-13375000.0,-14961000.0,1586000.0,,,-28004000.0,-28004000.0,-27112000.0,80000000.0,-107112000.0,4675000.0,4675000.0,44528000.0,44528000.0,32395000.0,19858000.0,10731000.0,-12691000.0,80258000.0,44699000.0,35559000.0,35559000.0,-78485000.0,8241000.0,4483000.0,4483000.0,32465000.0,,4705000.0,4705000.0,2845000.0,-69000.0,-45415000.0,2023-09-30,,
-33143000.0,,-2993000.0,488102000.0,260918000.0,-2000.0,227186000.0,158646000.0,158646000.0,-56000.0,158702000.0,,,98690000.0,98690000.0,101683000.0,150000000.0,-48317000.0,-2173000.0,-2173000.0,-30150000.0,-30150000.0,-49934000.0,62814000.0,8817000.0,-5906000.0,10857000.0,14687000.0,-3830000.0,-3830000.0,-41160000.0,-1567000.0,-83789000.0,-83789000.0,29462000.0,,3197000.0,3197000.0,22000.0,22000.0,-12967000.0,2023-12-31,-820000.0,70000.0
