free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_accrued_expense,change_in_payable,change_in_receivables,other_non_cash_items,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
587159000.0,0.0,0.0,0.0,-120000.0,1120650000.0,1065784000.0,54866000.0,-532293000.0,6843000.0,-539136000.0,-539136000.0,0.0,0.0,0.0,0.0,0.0,0.0,-120000.0,0.0,0.0,0.0,-120000.0,-120000.0,587279000.0,477059000.0,-10294000.0,799752000.0,-141242000.0,-153679000.0,-17478000.0,101349000.0,18619000.0,-9748000.0,2022-12-31
34904000.0,0.0,0.0,0.0,-896000.0,945223000.0,1120650000.0,-175427000.0,-210331000.0,-3241000.0,-207090000.0,-207090000.0,0.0,0.0,0.0,0.0,0.0,0.0,-896000.0,,,,-896000.0,-896000.0,35800000.0,-50597000.0,-3510000.0,134714000.0,-265738000.0,80684000.0,3253000.0,64789000.0,-14066000.0,35674000.0,2023-03-31
500444000.0,-150000000.0,150000000.0,0.0,-4058000.0,906742000.0,945223000.0,-38481000.0,-538925000.0,-394486000.0,-143539000.0,-143539000.0,0.0,0.0,0.0,0.0,-150000000.0,150000000.0,-4058000.0,,,,-4058000.0,-4058000.0,504502000.0,397025000.0,-10934000.0,409334000.0,-8594000.0,-10170000.0,17389000.0,68979000.0,-1513000.0,40011000.0,2023-06-30
686671000.0,0.0,0.0,0.0,-5585000.0,1237812000.0,906742000.0,331070000.0,-355601000.0,-259723000.0,-95878000.0,-95878000.0,0.0,0.0,0.0,0.0,0.0,0.0,-5585000.0,,,,-5585000.0,-5585000.0,692256000.0,548866000.0,-11436000.0,543955000.0,-24568000.0,75103000.0,-34188000.0,234649000.0,3453000.0,-94712000.0,2023-09-30
-518229000.0,0.0,501000000.0,0.0,-6189000.0,678371000.0,1237812000.0,-559441000.0,315623000.0,672341000.0,-196717000.0,-196717000.0,-661001000.0,0.0,501000000.0,501000000.0,0.0,501000000.0,-363024000.0,,,,-6189000.0,-6189000.0,-512040000.0,-682871000.0,-14640000.0,22071000.0,-206124000.0,-538992000.0,54814000.0,123524000.0,4895000.0,42412000.0,2023-12-31
