free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date
-223000000.0,,-880000000.0,880000000.0,,-258000000.0,32000000.0,58000000.0,1871000000.0,2049000000.0,7000000.0,-185000000.0,38000000.0,38000000.0,-10000000.0,48000000.0,,,,0.0,0.0,300000000.0,-300000000.0,-258000000.0,-258000000.0,-17000000.0,10000000.0,-258000000.0,0.0,-258000000.0,35000000.0,35000000.0,72000000.0,-69000000.0,-465000000.0,-182000000.0,-283000000.0,-322000000.0,39000000.0,39000000.0,89000000.0,517000000.0,517000000.0,27000000.0,86000000.0,15000000.0,67000000.0,67000000.0,214000000.0,214000000.0,0.0,-446000000.0,2022-12-31
-505000000.0,,0.0,0.0,,-124000000.0,114000000.0,-11000000.0,2220000000.0,1871000000.0,0.0,349000000.0,868000000.0,868000000.0,-15000000.0,1000000.0,,,,0.0,0.0,-1180000000.0,1180000000.0,-138000000.0,-138000000.0,-36000000.0,15000000.0,-110000000.0,14000000.0,-124000000.0,-381000000.0,-381000000.0,-41000000.0,145000000.0,-294000000.0,-258000000.0,-36000000.0,-24000000.0,-12000000.0,-12000000.0,-206000000.0,314000000.0,314000000.0,-59000000.0,74000000.0,3000000.0,9000000.0,9000000.0,213000000.0,213000000.0,-8000000.0,-572000000.0,2023-03-31
-187000000.0,,0.0,0.0,-1000000.0,-119000000.0,42000000.0,-4000000.0,2023000000.0,2220000000.0,-6000000.0,-191000000.0,19000000.0,19000000.0,-24000000.0,44000000.0,-1000000.0,,-1000000.0,0.0,0.0,0.0,0.0,-142000000.0,-142000000.0,-32000000.0,9000000.0,-119000000.0,0.0,-119000000.0,-68000000.0,-68000000.0,388000000.0,-13000000.0,127000000.0,132000000.0,-5000000.0,9000000.0,-14000000.0,-14000000.0,281000000.0,-7000000.0,-7000000.0,69000000.0,72000000.0,1000000.0,-68000000.0,-68000000.0,185000000.0,185000000.0,0.0,-715000000.0,2023-06-30
-750000000.0,-3000000.0,0.0,600000000.0,,-124000000.0,127000000.0,545000000.0,2032000000.0,2023000000.0,-3000000.0,12000000.0,554000000.0,554000000.0,-43000000.0,,-3000000.0,-3000000.0,,600000000.0,600000000.0,0.0,600000000.0,84000000.0,84000000.0,13000000.0,2000000.0,69000000.0,193000000.0,-124000000.0,-626000000.0,-626000000.0,-132000000.0,-228000000.0,-252000000.0,63000000.0,-315000000.0,10000000.0,-325000000.0,-325000000.0,201000000.0,147000000.0,147000000.0,5000000.0,77000000.0,95000000.0,-46000000.0,-46000000.0,147000000.0,147000000.0,-87000000.0,-685000000.0,2023-09-30
-242000000.0,-2000000.0,-843000000.0,1600000000.0,,-150000000.0,55000000.0,246000000.0,2481000000.0,2032000000.0,4000000.0,445000000.0,597000000.0,597000000.0,-198000000.0,,-2000000.0,-2000000.0,,757000000.0,757000000.0,-843000000.0,1600000000.0,-60000000.0,-60000000.0,66000000.0,24000000.0,-150000000.0,0.0,-150000000.0,-92000000.0,-92000000.0,30000000.0,51000000.0,-230000000.0,-309000000.0,79000000.0,248000000.0,-169000000.0,-169000000.0,281000000.0,-72000000.0,-72000000.0,-28000000.0,72000000.0,0.0,-22000000.0,-22000000.0,143000000.0,143000000.0,0.0,-287000000.0,2023-12-31
