ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investments_in_other_ventures_under_equity_method,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,inventory,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
90411000.0,90411000.0,8679935000.0,11822490000.0,-6546970000.0,9636347000.0,535545000.0,-6546970000.0,2898469000.0,712326000.0,9404943000.0,2224800000.0,1512474000.0,712326000.0,-69186000.0,-69186000.0,,174487000.0,606935000.0,90000.0,90000.0,0.0,14703452000.0,12083705000.0,105233000.0,782787000.0,782787000.0,11195685000.0,2503068000.0,8692617000.0,2619747000.0,657061000.0,626805000.0,395401000.0,231404000.0,231404000.0,692654000.0,643227000.0,102602000.0,34162000.0,540625000.0,60845000.0,18039000.0,479780000.0,16928252000.0,13772959000.0,315587000.0,275437000.0,44329000.0,,,231108000.0,,,,7259296000.0,182686000.0,7076610000.0,5922639000.0,-5265372000.0,11188011000.0,3925244000.0,376633000.0,6425516000.0,427962000.0,32656000.0,0.0,3155292000.0,78839000.0,94903000.0,109122000.0,2550649000.0,413976000.0,4603000.0,2132070000.0,0.0,2132070000.0,321779000.0,77693000.0,244086000.0,2022-12-31,
90650000.0,90650000.0,8342593000.0,11509476000.0,-6451599000.0,9485195000.0,474646000.0,-6451599000.0,2849751000.0,825470000.0,9243002000.0,2418702000.0,1593232000.0,825470000.0,-54906000.0,-54906000.0,0.0,290034000.0,590251000.0,91000.0,91000.0,0.0,14309085000.0,11743992000.0,100229000.0,771087000.0,771087000.0,10872676000.0,2455144000.0,8417532000.0,2565093000.0,796742000.0,636800000.0,394607000.0,242193000.0,242193000.0,618931000.0,512620000.0,,,512620000.0,64651000.0,64651000.0,447969000.0,16727787000.0,13688048000.0,291321000.0,286267000.0,44520000.0,15003000.0,29517000.0,241747000.0,,,,7277069000.0,186758000.0,7090311000.0,5833391000.0,-5395966000.0,11229357000.0,,,11229357000.0,,,,3039739000.0,89393000.0,94265000.0,106770000.0,2382214000.0,324405000.0,0.0,2057809000.0,,,367097000.0,49965000.0,317132000.0,2023-03-31,
91271000.0,91271000.0,8371832000.0,11478211000.0,-6280647000.0,9716719000.0,598550000.0,-6280647000.0,2778936000.0,1017444000.0,9615606000.0,2629619000.0,1612175000.0,1017444000.0,-7052000.0,-7052000.0,,468725000.0,555680000.0,91000.0,91000.0,0.0,14329226000.0,11925808000.0,183137000.0,760038000.0,760038000.0,10982633000.0,2384471000.0,8598162000.0,2403418000.0,817608000.0,495578000.0,394465000.0,101113000.0,101113000.0,630289000.0,459943000.0,,,459943000.0,32049000.0,32049000.0,427894000.0,16958845000.0,13956877000.0,314009000.0,639274000.0,46005000.0,15007000.0,30998000.0,593269000.0,,,,7298091000.0,191849000.0,7106242000.0,5705503000.0,-5503439000.0,11208942000.0,,,11208942000.0,,,,3001968000.0,90061000.0,94727000.0,110299000.0,2366954000.0,354921000.0,2341000.0,2009692000.0,,,339927000.0,12484000.0,327443000.0,2023-06-30,
91348000.0,91348000.0,7944246000.0,11129314000.0,-6074425000.0,9592905000.0,597429000.0,-6074425000.0,2735610000.0,1199201000.0,9484347000.0,2824679000.0,1625478000.0,1199201000.0,-68898000.0,-68898000.0,,715357000.0,552651000.0,91000.0,91000.0,0.0,14104061000.0,11566131000.0,184944000.0,753871000.0,753871000.0,10627316000.0,2342170000.0,8285146000.0,2537930000.0,808000000.0,501998000.0,393440000.0,108558000.0,108558000.0,770184000.0,457748000.0,,,457748000.0,22331000.0,22331000.0,435417000.0,16928740000.0,13793381000.0,302142000.0,610714000.0,45320000.0,15011000.0,30309000.0,565394000.0,98215000.0,124864000.0,342315000.0,7273626000.0,185403000.0,7088223000.0,5606899000.0,-5650912000.0,11257811000.0,,,11257811000.0,,,,3135359000.0,91109000.0,95667000.0,109620000.0,2377792000.0,352965000.0,0.0,2024827000.0,,,461171000.0,11713000.0,449458000.0,2023-09-30,
88824000.0,88824000.0,8011570000.0,11116421000.0,-6259687000.0,9447730000.0,495692000.0,-6259687000.0,2724788000.0,1056097000.0,9324431000.0,2743350000.0,1687253000.0,1056097000.0,-52084000.0,-52084000.0,,598288000.0,509804000.0,89000.0,89000.0,0.0,14150228000.0,11508014000.0,183074000.0,726217000.0,726217000.0,10598723000.0,2330389000.0,8268334000.0,2642214000.0,671236000.0,517698000.0,394399000.0,123299000.0,123299000.0,752598000.0,700682000.0,110251000.0,35914000.0,590431000.0,75898000.0,28507000.0,514533000.0,16893578000.0,13755672000.0,271253000.0,593738000.0,47890000.0,,,545848000.0,,,,7315784000.0,203224000.0,7112560000.0,5574897000.0,-5759514000.0,11334411000.0,4058987000.0,177149000.0,6626599000.0,436460000.0,35216000.0,0.0,3137906000.0,102645000.0,84571000.0,143105000.0,2415912000.0,422669000.0,6387000.0,1986856000.0,,,391673000.0,11610000.0,380063000.0,2023-12-31,0.0
