free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
180600000.0,-174300000.0,-31500000.0,0.0,100000.0,-14000000.0,232800000.0,372000000.0,5400000.0,-144600000.0,-234100000.0,-234100000.0,-28400000.0,0.0,-174200000.0,-174300000.0,100000.0,-31500000.0,-31500000.0,-31500000.0,0.0,-105100000.0,-105100000.0,6800000.0,-22500000.0,108800000.0,-131300000.0,-75400000.0,0.0,-75400000.0,-12900000.0,194600000.0,194600000.0,-94000000.0,29100000.0,-11900000.0,-80300000.0,-1600000.0,-4300000.0,2700000.0,2700000.0,-26400000.0,-2900000.0,67200000.0,87300000.0,162500000.0,,,39600000.0,39600000.0,0.0,0.0,0.0,328300000.0,2022-12-31
138000000.0,-175400000.0,-32000000.0,,200000.0,-1900000.0,332700000.0,232800000.0,500000.0,99400000.0,-241300000.0,-241300000.0,-34100000.0,,-175200000.0,-175400000.0,200000.0,-32000000.0,-32000000.0,-32000000.0,,200800000.0,200800000.0,3300000.0,199400000.0,230300000.0,-30900000.0,,,,-1900000.0,139900000.0,139900000.0,-76100000.0,-66900000.0,-24600000.0,1100000.0,25300000.0,25600000.0,-300000.0,-300000.0,-7200000.0,-3800000.0,25100000.0,76000000.0,,3400000.0,3400000.0,42500000.0,42500000.0,,,,69000000.0,2023-03-31
184600000.0,-154200000.0,-31900000.0,,1000000.0,-3000000.0,510300000.0,332700000.0,1200000.0,176400000.0,-217300000.0,-217300000.0,-32200000.0,,-153200000.0,-154200000.0,1000000.0,-31900000.0,-31900000.0,-31900000.0,,206100000.0,206100000.0,5400000.0,203700000.0,220700000.0,-17000000.0,,,,-3000000.0,187600000.0,187600000.0,-21700000.0,33100000.0,-18300000.0,2600000.0,-26000000.0,-33200000.0,7200000.0,7200000.0,-10400000.0,-2700000.0,21800000.0,95300000.0,,4100000.0,4100000.0,42700000.0,42700000.0,,,,43200000.0,2023-06-30
246500000.0,-104100000.0,-31300000.0,,1200000.0,-9400000.0,604300000.0,510300000.0,-3600000.0,97600000.0,-168600000.0,-168600000.0,-34400000.0,,-102900000.0,-104100000.0,1200000.0,-31300000.0,-31300000.0,-31300000.0,,10300000.0,10300000.0,2500000.0,17200000.0,81900000.0,-64700000.0,,,,-9400000.0,255900000.0,255900000.0,-10800000.0,20200000.0,-22100000.0,2800000.0,-1200000.0,-1700000.0,500000.0,500000.0,-6400000.0,-4100000.0,22800000.0,83800000.0,0.0,4200000.0,4200000.0,41800000.0,41800000.0,,0.0,,114100000.0,2023-09-30
190000000.0,-106200000.0,-31400000.0,,100000.0,-10300000.0,614900000.0,604300000.0,4300000.0,6300000.0,-172000000.0,-172000000.0,-34500000.0,,-106100000.0,-106200000.0,100000.0,-31400000.0,-31400000.0,-31400000.0,,-22000000.0,-22000000.0,12700000.0,-24400000.0,71700000.0,-96100000.0,0.0,0.0,,-10000000.0,200300000.0,200300000.0,-10100000.0,13700000.0,-1900000.0,16800000.0,-17700000.0,-11500000.0,-6200000.0,-6200000.0,-17100000.0,-3900000.0,-12100000.0,82900000.0,,26700000.0,26700000.0,43000000.0,43000000.0,,0.0,,227300000.0,2023-12-31
