ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
349400000.0,349400000.0,1141200000.0,2294600000.0,-801000000.0,1064600000.0,293300000.0,-801000000.0,920600000.0,-309400000.0,1064600000.0,-309400000.0,-309400000.0,-48900000.0,-48900000.0,-2772100000.0,2511600000.0,0.0,0.0,0.0,3419500000.0,2223000000.0,112100000.0,2110900000.0,736900000.0,1374000000.0,1196500000.0,702600000.0,702600000.0,183700000.0,183700000.0,131700000.0,178500000.0,63500000.0,115000000.0,76400000.0,38600000.0,3110100000.0,1620300000.0,61000000.0,498700000.0,498700000.0,491600000.0,88300000.0,403300000.0,569000000.0,-503500000.0,1072500000.0,118000000.0,2800000.0,260600000.0,691100000.0,0.0,1489800000.0,92600000.0,53800000.0,53800000.0,-700000.0,54500000.0,1343400000.0,1110600000.0,232800000.0,142700000.0,90100000.0,2022-12-31
343700000.0,343700000.0,1042300000.0,2278400000.0,-848500000.0,1009800000.0,247200000.0,-848500000.0,903400000.0,-365200000.0,1009800000.0,-365200000.0,-365200000.0,-39300000.0,-39300000.0,-2827500000.0,2501600000.0,0.0,0.0,,3358900000.0,2206400000.0,107000000.0,2099400000.0,724400000.0,1375000000.0,1152500000.0,727700000.0,727700000.0,179000000.0,179000000.0,40100000.0,205700000.0,90100000.0,115600000.0,77000000.0,38600000.0,2993700000.0,1594000000.0,59900000.0,495400000.0,495400000.0,483300000.0,80800000.0,402500000.0,555400000.0,-506500000.0,1061900000.0,98500000.0,3100000.0,248200000.0,712100000.0,0.0,1399700000.0,89000000.0,57600000.0,57600000.0,,,1253100000.0,920400000.0,332700000.0,243900000.0,88800000.0,2023-03-31
339600000.0,339600000.0,865600000.0,2267600000.0,-887500000.0,964000000.0,203300000.0,-887500000.0,891700000.0,-411900000.0,964000000.0,-411900000.0,-411900000.0,-38200000.0,-38200000.0,-2895600000.0,2521900000.0,0.0,0.0,,3350500000.0,2173300000.0,86500000.0,2086800000.0,710900000.0,1375900000.0,1177200000.0,734500000.0,734500000.0,180800000.0,180800000.0,66500000.0,195400000.0,89100000.0,106300000.0,62000000.0,44300000.0,2938600000.0,1558100000.0,53900000.0,491200000.0,491200000.0,475600000.0,73500000.0,402100000.0,537400000.0,-537900000.0,1075300000.0,98200000.0,400000.0,238900000.0,737800000.0,0.0,1380500000.0,92700000.0,60300000.0,60300000.0,,,1227500000.0,717200000.0,510300000.0,411400000.0,98900000.0,2023-06-30
338200000.0,338200000.0,772600000.0,2261000000.0,-816600000.0,1026600000.0,270300000.0,-816600000.0,884100000.0,-350300000.0,1026600000.0,-350300000.0,-350300000.0,-36900000.0,-36900000.0,-2874700000.0,2561300000.0,0.0,0.0,,3360900000.0,2164100000.0,83100000.0,2081000000.0,704100000.0,1376900000.0,1196800000.0,734700000.0,734700000.0,180000000.0,180000000.0,86400000.0,195700000.0,91900000.0,103800000.0,58600000.0,45200000.0,3010600000.0,1543500000.0,47000000.0,486900000.0,486900000.0,466300000.0,65800000.0,400500000.0,543300000.0,-555100000.0,1098400000.0,98800000.0,2200000.0,244400000.0,753000000.0,0.0,1467100000.0,94100000.0,64100000.0,64100000.0,,,1308900000.0,704600000.0,604300000.0,519100000.0,85200000.0,2023-09-30
336700000.0,336700000.0,762900000.0,2030600000.0,-626100000.0,1212000000.0,315100000.0,-626100000.0,652800000.0,-165800000.0,1212000000.0,-165800000.0,-165800000.0,-21500000.0,-21500000.0,-2742300000.0,2598000000.0,0.0,0.0,0.0,3149300000.0,1947800000.0,90800000.0,1857000000.0,479200000.0,1377800000.0,1201500000.0,725000000.0,725000000.0,173600000.0,173600000.0,109200000.0,193700000.0,94900000.0,98800000.0,60300000.0,38500000.0,2983500000.0,1466900000.0,53200000.0,460400000.0,460400000.0,460300000.0,58100000.0,402200000.0,493000000.0,-586300000.0,1079300000.0,96100000.0,4600000.0,183800000.0,794800000.0,0.0,1516600000.0,91900000.0,68700000.0,68700000.0,-1100000.0,69800000.0,1356000000.0,741100000.0,614900000.0,533600000.0,81300000.0,2023-12-31
