tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.151586,1133000000.0,0.0,0.0,721000000.0,238000000.0,3546000000.0,1133000000.0,895000000.0,-44000000.0,44000000.0,721000000.0,721000000.0,4509000000.0,400300000.0,398000000.0,1.8,1.81,721000000.0,721000000.0,721000000.0,-2000000.0,722000000.0,722000000.0,129000000.0,851000000.0,20000000.0,20000000.0,0.0,0.0,-44000000.0,44000000.0,875000000.0,963000000.0,167000000.0,796000000.0,1838000000.0,3546000000.0,5384000000.0,5384000000.0,2022-12-31
0.0,0.161,1050000000.0,0.0,0.0,638000000.0,238000000.0,3599000000.0,1050000000.0,812000000.0,-50000000.0,50000000.0,638000000.0,638000000.0,4682000000.0,400500000.0,398500000.0,1.59,1.6,638000000.0,638000000.0,638000000.0,-1000000.0,639000000.0,639000000.0,123000000.0,762000000.0,11000000.0,11000000.0,0.0,0.0,-50000000.0,50000000.0,801000000.0,1083000000.0,179000000.0,904000000.0,1884000000.0,3599000000.0,5483000000.0,5483000000.0,2023-03-31
0.0,0.17,1168000000.0,0.0,0.0,744000000.0,228000000.0,3747000000.0,1168000000.0,940000000.0,-42000000.0,42000000.0,744000000.0,744000000.0,4920000000.0,400700000.0,398900000.0,1.86,1.86,744000000.0,744000000.0,744000000.0,-1000000.0,745000000.0,745000000.0,153000000.0,898000000.0,-7000000.0,-7000000.0,0.0,0.0,-42000000.0,42000000.0,946000000.0,1173000000.0,187000000.0,986000000.0,2119000000.0,3747000000.0,5866000000.0,5866000000.0,2023-06-30
0.0,0.173,1341000000.0,0.0,0.0,891000000.0,229000000.0,3684000000.0,1341000000.0,1112000000.0,-33000000.0,33000000.0,891000000.0,891000000.0,4820000000.0,401600000.0,399400000.0,2.22,2.23,891000000.0,891000000.0,891000000.0,-1000000.0,892000000.0,892000000.0,187000000.0,1079000000.0,52000000.0,52000000.0,0.0,0.0,-33000000.0,33000000.0,1060000000.0,1136000000.0,187000000.0,949000000.0,2196000000.0,3684000000.0,5880000000.0,5880000000.0,2023-09-30
0.0,0.129596,1346000000.0,0.0,0.0,945000000.0,231000000.0,3732000000.0,1346000000.0,1115000000.0,-27000000.0,27000000.0,945000000.0,945000000.0,4889000000.0,401800000.0,399600000.0,2.35,2.37,945000000.0,945000000.0,945000000.0,-1000000.0,946000000.0,947000000.0,141000000.0,1088000000.0,37000000.0,37000000.0,0.0,0.0,-27000000.0,27000000.0,1078000000.0,1157000000.0,201000000.0,956000000.0,2235000000.0,3732000000.0,5967000000.0,5967000000.0,2023-12-31
