ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
397800000.0,397800000.0,8361000000.0,9114000000.0,-3244000000.0,25693000000.0,2386000000.0,-3244000000.0,459000000.0,17038000000.0,25359000000.0,17075000000.0,38000000.0,17038000000.0,,-3946000000.0,-3946000000.0,8468000000.0,12512000000.0,4000000.0,4000000.0,17939000000.0,11579000000.0,1443000000.0,826000000.0,826000000.0,530000000.0,530000000.0,8780000000.0,459000000.0,8321000000.0,6360000000.0,2487000000.0,334000000.0,334000000.0,34000000.0,300000000.0,467000000.0,3072000000.0,3072000000.0,3072000000.0,35014000000.0,26269000000.0,1940000000.0,330000000.0,330000000.0,20282000000.0,5486000000.0,14796000000.0,3717000000.0,-4867000000.0,8584000000.0,570000000.0,5885000000.0,2129000000.0,8746000000.0,685000000.0,3430000000.0,-1000000.0,1375000000.0,781000000.0,1275000000.0,4076000000.0,4076000000.0,-31000000.0,4107000000.0,555000000.0,261000000.0,294000000.0,294000000.0,2022-12-31
398600000.0,398600000.0,8561000000.0,9262000000.0,-2831000000.0,26245000000.0,3051000000.0,-2831000000.0,466000000.0,17449000000.0,26150000000.0,17485000000.0,36000000.0,17449000000.0,,-3814000000.0,,8757000000.0,12502000000.0,4000000.0,4000000.0,18032000000.0,11945000000.0,1416000000.0,825000000.0,825000000.0,537000000.0,537000000.0,9167000000.0,466000000.0,8701000000.0,6087000000.0,2524000000.0,95000000.0,95000000.0,,,350000000.0,3118000000.0,3118000000.0,3118000000.0,35517000000.0,26380000000.0,1975000000.0,340000000.0,340000000.0,20280000000.0,5386000000.0,14894000000.0,3785000000.0,-4989000000.0,8774000000.0,579000000.0,6021000000.0,2174000000.0,9138000000.0,771000000.0,3604000000.0,,1281000000.0,916000000.0,1407000000.0,4239000000.0,4239000000.0,-39000000.0,4278000000.0,524000000.0,289000000.0,235000000.0,235000000.0,2023-03-31
399000000.0,399000000.0,8947000000.0,9782000000.0,-2246000000.0,27253000000.0,3578000000.0,-2246000000.0,482000000.0,17953000000.0,26757000000.0,17988000000.0,36000000.0,17953000000.0,-1000000.0,-3760000000.0,-3760000000.0,9156000000.0,12554000000.0,4000000.0,4000000.0,18784000000.0,12059000000.0,1427000000.0,815000000.0,815000000.0,531000000.0,531000000.0,9286000000.0,482000000.0,8804000000.0,6725000000.0,2572000000.0,496000000.0,496000000.0,,,465000000.0,3192000000.0,3192000000.0,3192000000.0,36772000000.0,26469000000.0,2056000000.0,354000000.0,354000000.0,20199000000.0,5285000000.0,14914000000.0,3860000000.0,-5071000000.0,8931000000.0,594000000.0,6139000000.0,2198000000.0,10303000000.0,904000000.0,3670000000.0,,1282000000.0,930000000.0,1458000000.0,4399000000.0,4399000000.0,-39000000.0,4438000000.0,1330000000.0,977000000.0,353000000.0,353000000.0,2023-06-30
399300000.0,399300000.0,8801000000.0,9635000000.0,-1556000000.0,27532000000.0,3420000000.0,-1556000000.0,486000000.0,18383000000.0,26533000000.0,18420000000.0,36000000.0,18383000000.0,-1000000.0,-3927000000.0,-3927000000.0,9703000000.0,12604000000.0,4000000.0,4000000.0,18869000000.0,11306000000.0,1429000000.0,781000000.0,781000000.0,460000000.0,460000000.0,8636000000.0,486000000.0,8150000000.0,7563000000.0,2717000000.0,999000000.0,999000000.0,,,592000000.0,3255000000.0,3255000000.0,3255000000.0,37289000000.0,26304000000.0,2076000000.0,349000000.0,349000000.0,19939000000.0,5158000000.0,14781000000.0,3940000000.0,-5062000000.0,9002000000.0,600000000.0,6228000000.0,2174000000.0,10983000000.0,904000000.0,3713000000.0,,1341000000.0,901000000.0,1471000000.0,4460000000.0,4460000000.0,-43000000.0,4503000000.0,1906000000.0,1558000000.0,348000000.0,348000000.0,2023-09-30
399300000.0,399300000.0,8781000000.0,9802000000.0,-1033000000.0,28305000000.0,3928000000.0,-1033000000.0,533000000.0,19036000000.0,27280000000.0,19069000000.0,33000000.0,19036000000.0,-1000000.0,-3906000000.0,-3906000000.0,10305000000.0,12634000000.0,4000000.0,4000000.0,19363000000.0,11616000000.0,1489000000.0,948000000.0,948000000.0,402000000.0,402000000.0,8777000000.0,533000000.0,8244000000.0,7747000000.0,2681000000.0,1025000000.0,1025000000.0,,,676000000.0,3365000000.0,3365000000.0,3365000000.0,38432000000.0,26757000000.0,2052000000.0,458000000.0,458000000.0,20069000000.0,5092000000.0,14977000000.0,4178000000.0,-5208000000.0,9386000000.0,648000000.0,6497000000.0,2241000000.0,11675000000.0,852000000.0,3739000000.0,,1354000000.0,870000000.0,1515000000.0,4475000000.0,4475000000.0,-38000000.0,4513000000.0,2609000000.0,2121000000.0,488000000.0,488000000.0,2023-12-31
