treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
84428513.0,79173554.0,163602067.0,1763408000.0,3158391000.0,-3287127000.0,2689205000.0,-811493000.0,-3287127000.0,696984000.0,227798000.0,2681405000.0,227798000.0,227798000.0,-101610000.0,-101610000.0,5707104000.0,3856826000.0,2179604000.0,82000.0,82000.0,0.0,7071938000.0,3474338000.0,27628000.0,124378000.0,124378000.0,92812000.0,178646000.0,39115000.0,139531000.0,3050874000.0,597267000.0,2453607000.0,3597600000.0,30840000.0,2443762000.0,2443762000.0,107517000.0,99717000.0,7800000.0,7800000.0,1015481000.0,389969000.0,625512000.0,422717000.0,119570000.0,76383000.0,83225000.0,7299736000.0,4513629000.0,59686000.0,99527000.0,138318000.0,138318000.0,3514925000.0,584714000.0,2930211000.0,701173000.0,-304330000.0,1005503000.0,220509000.0,436592000.0,348402000.0,0.0,2786107000.0,119207000.0,49036000.0,363079000.0,1556786000.0,1556786000.0,-9000000.0,1565786000.0,697999000.0,697999000.0,2022-12-31
84109645.0,79492422.0,163602067.0,1567257000.0,3036732000.0,-3021221000.0,2933627000.0,-550937000.0,-3021221000.0,575963000.0,472858000.0,2925227000.0,472858000.0,472858000.0,-95910000.0,-95910000.0,5806434000.0,4152609000.0,2222511000.0,82000.0,82000.0,0.0,6906074000.0,3451818000.0,423486000.0,,,,,,,3028332000.0,575963000.0,2452369000.0,3454256000.0,,2607072000.0,2607072000.0,8400000.0,,8400000.0,,838784000.0,,,,,,,7378932000.0,4475613000.0,309597000.0,,,,3494079000.0,564138000.0,2929941000.0,671937000.0,,671937000.0,,671937000.0,,,2903319000.0,142650000.0,0.0,343716000.0,1523441000.0,1523441000.0,-8000000.0,1531441000.0,893512000.0,893512000.0,2023-03-31
84425787.0,79176280.0,163602067.0,1287309000.0,3015222000.0,-2893109000.0,3046643000.0,-438074000.0,-2893109000.0,555085000.0,586506000.0,3037643000.0,586506000.0,586506000.0,-85127000.0,-85127000.0,5938158000.0,4350652000.0,2259057000.0,82000.0,82000.0,0.0,6769427000.0,3432175000.0,425953000.0,,,,,,,3006222000.0,555085000.0,2451137000.0,3337252000.0,,2499379000.0,2499379000.0,9000000.0,,9000000.0,,828873000.0,,,,,,,7355933000.0,4456755000.0,320289000.0,,,,3479615000.0,547794000.0,2931821000.0,656851000.0,,656851000.0,,656851000.0,,,2899178000.0,143473000.0,0.0,311085000.0,1271792000.0,1271792000.0,-8000000.0,1279792000.0,1172828000.0,1172828000.0,2023-06-30
85007975.0,78594092.0,163602067.0,1210158000.0,2990561000.0,-2885743000.0,3026151000.0,-475158000.0,-2885743000.0,531048000.0,566638000.0,3016551000.0,566638000.0,566638000.0,-94558000.0,-94558000.0,6160560000.0,4530661000.0,2291013000.0,82000.0,82000.0,0.0,6677766000.0,3365052000.0,384091000.0,,,,,,,2980961000.0,531048000.0,2449913000.0,3312714000.0,,2394556000.0,2394556000.0,9600000.0,,9600000.0,,908558000.0,,,,,,,7244404000.0,4406848000.0,315465000.0,,,,3452381000.0,519115000.0,2933266000.0,639002000.0,,639002000.0,,639002000.0,,,2837556000.0,162449000.0,0.0,285189000.0,1140563000.0,1140563000.0,-8000000.0,1148563000.0,1249355000.0,1249355000.0,2023-09-30
85264526.0,78337541.0,163602067.0,1139297000.0,3070195000.0,-2758584000.0,3138930000.0,-349833000.0,-2758584000.0,611899000.0,680634000.0,3129330000.0,680634000.0,680634000.0,-76331000.0,-76331000.0,6302698000.0,4739292000.0,2320289000.0,82000.0,82000.0,0.0,7155285000.0,3377566000.0,23924000.0,157033000.0,157033000.0,114467000.0,120040000.0,33490000.0,86550000.0,2962102000.0,513406000.0,2448696000.0,3777719000.0,,2640515000.0,2640515000.0,108093000.0,98493000.0,9600000.0,9600000.0,1029111000.0,387702000.0,641409000.0,445380000.0,132890000.0,72181000.0,63139000.0,7835919000.0,4408033000.0,70276000.0,124298000.0,144714000.0,144714000.0,3439218000.0,501958000.0,2937260000.0,629527000.0,-354174000.0,983701000.0,213205000.0,366809000.0,403687000.0,0.0,3427886000.0,127180000.0,0.0,380479000.0,1601228000.0,1601228000.0,-9000000.0,1610228000.0,1318999000.0,1318999000.0,2023-12-31
