tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-505877.122085,0.155559,390861000.0,-3252000.0,-3252000.0,256814000.0,48682000.0,475366000.0,387609000.0,338927000.0,-29924000.0,34804000.0,259560122.877915,256814000.0,1169146000.0,332319000.0,80100000.0,79200000.0,3.21,3.24,256814000.0,256814000.0,256814000.0,256814000.0,256814000.0,47309000.0,304123000.0,-1524000.0,1728000.0,-3252000.0,,,3252000.0,-29924000.0,34804000.0,335571000.0,693780000.0,48682000.0,48682000.0,24265000.0,24265000.0,24417000.0,645098000.0,1029351000.0,475366000.0,1504717000.0,1504717000.0,2022-12-31
31589600.0,0.224,314274000.0,141025000.0,141025000.0,295783000.0,46631000.0,435139000.0,455299000.0,408668000.0,-27391000.0,27391000.0,186347600.0,295783000.0,1138860000.0,407957000.0,80300000.0,79500000.0,3.68,3.72,295783000.0,295783000.0,295783000.0,295783000.0,295783000.0,85494000.0,381277000.0,138659000.0,-2366000.0,141025000.0,139316000.0,-3077000.0,1368000.0,-27391000.0,27391000.0,270009000.0,703721000.0,46631000.0,46631000.0,22735000.0,22735000.0,23896000.0,657090000.0,973730000.0,435139000.0,1408869000.0,1408869000.0,2023-03-31
-1469750.0,0.25,341174000.0,-5879000.0,-5879000.0,198043000.0,46613000.0,487418000.0,335295000.0,288682000.0,-24558000.0,24558000.0,202452250.0,198043000.0,1214199000.0,283107000.0,79820000.0,79285000.0,2.48,2.5,198043000.0,198043000.0,198043000.0,198043000.0,198043000.0,66081000.0,264124000.0,-304000.0,5575000.0,-5879000.0,-3906000.0,,1973000.0,-24558000.0,24558000.0,288986000.0,726781000.0,46613000.0,46613000.0,22901000.0,22901000.0,23712000.0,680168000.0,1015767000.0,487418000.0,1503185000.0,1503185000.0,2023-06-30
-883674.0,0.198,299293000.0,-4463000.0,-4463000.0,180009000.0,48536000.0,450841000.0,294830000.0,246294000.0,-21820000.0,21820000.0,183588326.0,180009000.0,1159904000.0,244417000.0,79500000.0,78900000.0,2.26,2.28,180009000.0,180009000.0,180009000.0,180009000.0,180009000.0,44465000.0,224474000.0,-2586000.0,1877000.0,-4463000.0,0.0,,4463000.0,-21820000.0,21820000.0,248880000.0,709063000.0,48536000.0,48536000.0,23989000.0,23989000.0,24547000.0,660527000.0,957943000.0,450841000.0,1408784000.0,1408784000.0,2023-09-30
-441309.44549,0.24751,387363000.0,-1783000.0,-1783000.0,208631000.0,49323000.0,529842000.0,385580000.0,336257000.0,-20477000.0,59003000.0,209972690.55451,208631000.0,1282922000.0,301413000.0,,,,,208631000.0,208631000.0,208631000.0,208631000.0,208631000.0,68623000.0,277254000.0,-5465000.0,-3682000.0,-1783000.0,0.0,0.0,1783000.0,-20477000.0,59003000.0,303196000.0,753080000.0,49323000.0,49323000.0,22833000.0,22833000.0,26490000.0,703757000.0,1056276000.0,529842000.0,1586118000.0,1586118000.0,2023-12-31
