ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
26358000.0,26358000.0,200405000.0,1717175000.0,1769172000.0,1428443000.0,1717175000.0,200405000.0,1769172000.0,1769172000.0,1769172000.0,1769172000.0,-40276000.0,-40276000.0,1582864000.0,226320000.0,264000.0,264000.0,1040117000.0,224811000.0,27463000.0,46241000.0,151107000.0,151107000.0,815306000.0,49298000.0,49298000.0,766008000.0,182070000.0,583938000.0,96584000.0,76362000.0,487354000.0,2809289000.0,565540000.0,41106000.0,63318000.0,63318000.0,51997000.0,38007000.0,13990000.0,409119000.0,-312662000.0,721781000.0,,,721781000.0,,,,,2243749000.0,97838000.0,33832000.0,723364000.0,,,330872000.0,4531000.0,326341000.0,-49295000.0,375636000.0,1057843000.0,1057843000.0,2022-12-31
26176000.0,26176000.0,246488000.0,1714286000.0,1765733000.0,1412873000.0,1714286000.0,246488000.0,1765733000.0,1765733000.0,1765733000.0,1765733000.0,-39035000.0,-39035000.0,1571574000.0,232932000.0,262000.0,262000.0,790470000.0,293090000.0,35335000.0,62032000.0,195723000.0,195723000.0,497380000.0,50765000.0,50765000.0,446615000.0,150534000.0,296081000.0,30476000.0,17322000.0,265605000.0,2556203000.0,645950000.0,41930000.0,72592000.0,72592000.0,51447000.0,37457000.0,13990000.0,479981000.0,-317508000.0,797489000.0,118351000.0,54140000.0,213302000.0,342641000.0,36191000.0,32864000.0,0.0,1910253000.0,55523000.0,33788000.0,532852000.0,-33926000.0,566778000.0,306295000.0,4784000.0,301511000.0,-32504000.0,334015000.0,981795000.0,981795000.0,2023-03-31
26136000.0,26136000.0,260601000.0,1751227000.0,1802121000.0,1439355000.0,1751227000.0,260601000.0,1802121000.0,1802121000.0,1802121000.0,1802121000.0,-47334000.0,-47334000.0,1609535000.0,239659000.0,261000.0,261000.0,1045781000.0,309977000.0,38130000.0,62480000.0,209367000.0,209367000.0,735804000.0,51234000.0,51234000.0,684570000.0,125905000.0,558665000.0,35651000.0,28013000.0,523014000.0,2847902000.0,672743000.0,43304000.0,70585000.0,70585000.0,50894000.0,36904000.0,13990000.0,507960000.0,-324572000.0,832532000.0,,,832532000.0,,,,,2175159000.0,58173000.0,40028000.0,740553000.0,,,289516000.0,18313000.0,271203000.0,-25380000.0,296583000.0,1046889000.0,1046889000.0,2023-06-30
25822000.0,25822000.0,251068000.0,1744790000.0,1795130000.0,1420491000.0,1744790000.0,251068000.0,1795130000.0,1795130000.0,1795130000.0,1795130000.0,-49451000.0,-49451000.0,1600923000.0,243400000.0,258000.0,258000.0,1053403000.0,294013000.0,38190000.0,54251000.0,201572000.0,201572000.0,759390000.0,49496000.0,49496000.0,709894000.0,150901000.0,558993000.0,82125000.0,61493000.0,476868000.0,2848533000.0,668652000.0,42684000.0,71078000.0,71078000.0,50340000.0,36350000.0,13990000.0,504550000.0,-333711000.0,838261000.0,,,838261000.0,,,,,2179881000.0,83455000.0,46094000.0,726332000.0,,,500949000.0,13272000.0,487677000.0,-45511000.0,533188000.0,823051000.0,823051000.0,2023-09-30
25650000.0,25650000.0,273991000.0,2054402000.0,2104190000.0,1721412000.0,2054402000.0,273991000.0,2104190000.0,2104190000.0,2104190000.0,2104190000.0,-42374000.0,-42374000.0,1890314000.0,255994000.0,256000.0,256000.0,1243269000.0,315827000.0,40375000.0,52585000.0,222867000.0,222867000.0,927442000.0,51124000.0,51124000.0,876318000.0,246948000.0,629370000.0,122209000.0,109350000.0,507161000.0,3347459000.0,698605000.0,46873000.0,68950000.0,68950000.0,49788000.0,35798000.0,13990000.0,532994000.0,-348875000.0,881869000.0,,,881869000.0,,,,,2648854000.0,75905000.0,36138000.0,538963000.0,,,347046000.0,15369000.0,331677000.0,-49835000.0,381512000.0,1650802000.0,1650802000.0,2023-12-31
