tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.237,378530000.0,278662000.0,12071000.0,633111000.0,378530000.0,366459000.0,2416000.0,1155000.0,3571000.0,278662000.0,278662000.0,982980000.0,362660000.0,26586000.0,26418000.0,10.48,10.55,278662000.0,278662000.0,278662000.0,278662000.0,278662000.0,86642000.0,365304000.0,228000.0,228000.0,2416000.0,1155000.0,3571000.0,362660000.0,349869000.0,349869000.0,712529000.0,633111000.0,1345640000.0,1345640000.0,2022-12-31
0.0,0.200865,127824000.0,91787000.0,12769000.0,395403000.0,127824000.0,115055000.0,8697000.0,197000.0,8894000.0,91787000.0,91787000.0,685652000.0,105919000.0,26493000.0,26302000.0,3.46,3.49,91787000.0,91787000.0,91787000.0,91787000.0,91787000.0,23071000.0,114858000.0,242000.0,242000.0,8697000.0,197000.0,8894000.0,105919000.0,290249000.0,290249000.0,396168000.0,395403000.0,791571000.0,791571000.0,2023-03-31
0.0,0.219,94722000.0,63552000.0,12353000.0,329367000.0,94722000.0,82369000.0,10282000.0,1005000.0,11287000.0,63552000.0,63552000.0,605055000.0,70736000.0,26321000.0,26165000.0,2.41,2.43,63552000.0,63552000.0,63552000.0,63552000.0,63552000.0,17812000.0,81364000.0,346000.0,346000.0,10282000.0,1005000.0,11287000.0,70736000.0,275688000.0,275688000.0,346424000.0,329367000.0,675791000.0,675791000.0,2023-06-30
0.0,0.238,248113000.0,178547000.0,12785000.0,508888000.0,248113000.0,235328000.0,9078000.0,1011000.0,10089000.0,178547000.0,178547000.0,867290000.0,224617000.0,26178000.0,26031000.0,6.82,6.86,178547000.0,178547000.0,178547000.0,178547000.0,178547000.0,55770000.0,234317000.0,622000.0,622000.0,9078000.0,1011000.0,10089000.0,224617000.0,358402000.0,358402000.0,583019000.0,508888000.0,1091907000.0,1091907000.0,2023-09-30
0.0,0.219,515727000.0,389919000.0,15763000.0,643738000.0,515727000.0,499964000.0,10984000.0,911000.0,11895000.0,389919000.0,389919000.0,1072408000.0,487899000.0,25811000.0,25664000.0,15.11,15.19,389919000.0,389919000.0,389919000.0,389919000.0,389919000.0,109134000.0,499053000.0,170000.0,170000.0,10984000.0,911000.0,11895000.0,487899000.0,428670000.0,428670000.0,916569000.0,643738000.0,1560307000.0,1560307000.0,2023-12-31
