tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,special_income_charges,write_off
-44080000.0,0.19,24709000000.0,-232000000.0,-232000000.0,16425000000.0,3648000000.0,17488000000.0,24477000000.0,20829000000.0,210000000.0,490000000.0,700000000.0,16612920000.0,16425000000.0,32348000000.0,20399000000.0,7473000000.0,7451000000.0,2.2,2.2,16425000000.0,16425000000.0,16425000000.0,16425000000.0,16425000000.0,3914000000.0,20339000000.0,-270000000.0,-38000000.0,-232000000.0,210000000.0,490000000.0,700000000.0,20399000000.0,14860000000.0,6844000000.0,8016000000.0,5679000000.0,2337000000.0,2337000000.0,35259000000.0,17488000000.0,52747000000.0,52747000000.0,2022-12-31,,
30780000.0,0.19,26556000000.0,162000000.0,162000000.0,18299000000.0,3549000000.0,16128000000.0,26718000000.0,23169000000.0,252000000.0,496000000.0,748000000.0,18167780000.0,18299000000.0,30505000000.0,22352000000.0,7464000000.0,7441000000.0,2.45,2.46,18299000000.0,18299000000.0,18299000000.0,18299000000.0,18299000000.0,4374000000.0,22673000000.0,69000000.0,-93000000.0,162000000.0,252000000.0,496000000.0,748000000.0,22352000000.0,14377000000.0,6984000000.0,7393000000.0,5750000000.0,1643000000.0,1643000000.0,36729000000.0,16128000000.0,52857000000.0,52857000000.0,2023-03-31,,
20855987.382214,0.187892,28972000000.0,111000000.0,111000000.0,20081000000.0,3874000000.0,16795000000.0,29083000000.0,25209000000.0,423000000.0,482000000.0,905000000.0,19990855987.382214,20081000000.0,31935000000.0,24254000000.0,7467000000.0,7434000000.0,2.69,2.7,20081000000.0,20081000000.0,20081000000.0,20081000000.0,20081000000.0,4646000000.0,24727000000.0,50000000.0,-61000000.0,141000000.0,423000000.0,482000000.0,905000000.0,24254000000.0,15140000000.0,6739000000.0,8401000000.0,6204000000.0,2197000000.0,2197000000.0,39394000000.0,16795000000.0,56189000000.0,56189000000.0,2023-06-30,,
-20700000.0,0.18,31845000000.0,-115000000.0,-115000000.0,22291000000.0,3921000000.0,16302000000.0,31730000000.0,27809000000.0,641000000.0,525000000.0,1166000000.0,22385300000.0,22291000000.0,29622000000.0,26895000000.0,7462000000.0,7429000000.0,2.99,3.0,22291000000.0,22291000000.0,22291000000.0,22291000000.0,22291000000.0,4993000000.0,27284000000.0,-252000000.0,-137000000.0,-115000000.0,641000000.0,525000000.0,1166000000.0,26895000000.0,13320000000.0,6659000000.0,6661000000.0,5187000000.0,1474000000.0,1474000000.0,40215000000.0,16302000000.0,56517000000.0,56517000000.0,2023-09-30,,
-29160000.0,0.18,33556000000.0,-162000000.0,-162000000.0,21870000000.0,5959000000.0,19623000000.0,33394000000.0,27435000000.0,-175000000.0,909000000.0,734000000.0,22002840000.0,21870000000.0,34988000000.0,27032000000.0,7468000000.0,7432000000.0,2.93,2.94,21870000000.0,21870000000.0,21870000000.0,21870000000.0,21870000000.0,4656000000.0,26526000000.0,-331000000.0,-169000000.0,-1000000.0,-175000000.0,909000000.0,734000000.0,27032000000.0,15365000000.0,7142000000.0,8223000000.0,6246000000.0,1977000000.0,1977000000.0,42397000000.0,19623000000.0,62020000000.0,62020000000.0,2023-12-31,-161000000.0,161000000.0
-33660000.0,0.18,33741000000.0,-187000000.0,-187000000.0,21939000000.0,6027000000.0,18505000000.0,33554000000.0,27527000000.0,-181000000.0,800000000.0,619000000.0,22092340000.0,21939000000.0,34277000000.0,27581000000.0,7472000000.0,7431000000.0,2.94,2.95,21939000000.0,21939000000.0,21939000000.0,21939000000.0,21939000000.0,4788000000.0,26727000000.0,-673000000.0,-486000000.0,-170000000.0,-181000000.0,800000000.0,619000000.0,27581000000.0,15772000000.0,7653000000.0,8119000000.0,6207000000.0,1912000000.0,1912000000.0,43353000000.0,18505000000.0,61858000000.0,61858000000.0,2024-03-31,-17000000.0,17000000.0
