ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_current_borrowings,commercial_paper
7447000000.0,7447000000.0,32470000000.0,60114000000.0,104876000000.0,231252000000.0,76105000000.0,104876000000.0,11998000000.0,183136000000.0,227255000000.0,183136000000.0,183136000000.0,-6457000000.0,-6457000000.0,99368000000.0,90225000000.0,90225000000.0,181416000000.0,99698000000.0,16479000000.0,24169000000.0,2933000000.0,2644000000.0,289000000.0,56117000000.0,11998000000.0,44119000000.0,81718000000.0,12802000000.0,36982000000.0,36982000000.0,3997000000.0,3997000000.0,9030000000.0,18907000000.0,18907000000.0,3553000000.0,3553000000.0,15354000000.0,364552000000.0,206730000000.0,24994000000.0,7097000000.0,7097000000.0,78260000000.0,10355000000.0,67905000000.0,96379000000.0,-63459000000.0,159838000000.0,,159838000000.0,,,,,157823000000.0,19502000000.0,13000000.0,2980000000.0,1882000000.0,38000000.0,1060000000.0,35833000000.0,35833000000.0,-485000000.0,36318000000.0,99495000000.0,83849000000.0,15646000000.0,8342000000.0,7304000000.0,2022-12-31,,
7437000000.0,7437000000.0,21648000000.0,60522000000.0,116864000000.0,242893000000.0,78198000000.0,116864000000.0,12312000000.0,194683000000.0,236648000000.0,194683000000.0,194683000000.0,-5644000000.0,-5644000000.0,108234000000.0,92093000000.0,92093000000.0,185405000000.0,99714000000.0,17437000000.0,25000000000.0,3000000000.0,2698000000.0,302000000.0,54277000000.0,12312000000.0,41965000000.0,85691000000.0,12664000000.0,36903000000.0,36903000000.0,6245000000.0,6245000000.0,10411000000.0,19468000000.0,19468000000.0,4163000000.0,4163000000.0,15305000000.0,380088000000.0,216199000000.0,26954000000.0,9415000000.0,9415000000.0,77819000000.0,9879000000.0,67940000000.0,102011000000.0,-65998000000.0,168009000000.0,,168009000000.0,,,,,163889000000.0,19165000000.0,8000000.0,2877000000.0,1787000000.0,35000000.0,1055000000.0,37420000000.0,37420000000.0,-495000000.0,37915000000.0,104419000000.0,77857000000.0,26562000000.0,18053000000.0,8509000000.0,2023-03-31,,
7432000000.0,7432000000.0,12533000000.0,59965000000.0,128971000000.0,253460000000.0,80108000000.0,128971000000.0,12728000000.0,206223000000.0,248213000000.0,206223000000.0,206223000000.0,-6343000000.0,-6343000000.0,118848000000.0,93718000000.0,93718000000.0,205753000000.0,101604000000.0,17981000000.0,25560000000.0,3345000000.0,2912000000.0,433000000.0,54718000000.0,12728000000.0,41990000000.0,104149000000.0,14745000000.0,50901000000.0,50901000000.0,5247000000.0,5247000000.0,11009000000.0,22247000000.0,22247000000.0,4152000000.0,4152000000.0,18095000000.0,411976000000.0,227719000000.0,30601000000.0,9879000000.0,9879000000.0,77252000000.0,9366000000.0,67886000000.0,109987000000.0,-68251000000.0,178238000000.0,8537000000.0,14346000000.0,81207000000.0,68465000000.0,5683000000.0,0.0,184257000000.0,21807000000.0,6000000.0,2500000000.0,1768000000.0,23000000.0,709000000.0,48688000000.0,48688000000.0,-650000000.0,49338000000.0,111256000000.0,76552000000.0,34704000000.0,26226000000.0,8478000000.0,2023-06-30,,
7431000000.0,7431000000.0,,84989000000.0,144029000000.0,292216000000.0,82794000000.0,144029000000.0,13487000000.0,220714000000.0,262660000000.0,220714000000.0,220714000000.0,-6937000000.0,-6937000000.0,132143000000.0,95508000000.0,95508000000.0,225071000000.0,100279000000.0,18634000000.0,22983000000.0,3229000000.0,2759000000.0,470000000.0,55433000000.0,13487000000.0,41946000000.0,124792000000.0,14475000000.0,46429000000.0,46429000000.0,29556000000.0,29556000000.0,6990000000.0,27342000000.0,27342000000.0,8035000000.0,8035000000.0,19307000000.0,445785000000.0,238199000000.0,32154000000.0,11423000000.0,11423000000.0,76685000000.0,8895000000.0,67790000000.0,117937000000.0,-69486000000.0,187423000000.0,,187423000000.0,,,,,207586000000.0,23682000000.0,6000000.0,3000000000.0,2465000000.0,15000000.0,520000000.0,36953000000.0,36953000000.0,-512000000.0,37465000000.0,143945000000.0,63493000000.0,80452000000.0,73074000000.0,7378000000.0,2023-09-30,,
7431612107.0,7431612107.0,56914000000.0,88374000000.0,89441000000.0,312487000000.0,26377000000.0,89441000000.0,14155000000.0,238268000000.0,283196000000.0,238268000000.0,238268000000.0,-4949000000.0,-4949000000.0,145737000000.0,97480000000.0,97480000000.0,232290000000.0,111274000000.0,20787000000.0,25890000000.0,5514000000.0,2966000000.0,2548000000.0,59083000000.0,14155000000.0,44928000000.0,121016000000.0,16362000000.0,43068000000.0,43068000000.0,29291000000.0,29291000000.0,8813000000.0,23482000000.0,23482000000.0,5787000000.0,5787000000.0,17695000000.0,470558000000.0,323165000000.0,32265000000.0,13367000000.0,13367000000.0,148827000000.0,29896000000.0,118931000000.0,128706000000.0,-72949000000.0,201655000000.0,,201655000000.0,,,,,147393000000.0,21930000000.0,35000000.0,1615000000.0,1221000000.0,12000000.0,382000000.0,42831000000.0,42831000000.0,-591000000.0,43422000000.0,80982000000.0,63677000000.0,17305000000.0,7769000000.0,9536000000.0,2023-12-31,2250000000.0,27041000000.0
7432305794.0,7432305794.0,45808000000.0,79911000000.0,105161000000.0,318594000000.0,28655000000.0,105161000000.0,14469000000.0,253152000000.0,295810000000.0,253152000000.0,253152000000.0,-5435000000.0,-5435000000.0,159394000000.0,99193000000.0,99193000000.0,231123000000.0,112598000000.0,23271000000.0,26786000000.0,5414000000.0,2945000000.0,2469000000.0,57127000000.0,14469000000.0,42658000000.0,118525000000.0,18023000000.0,41888000000.0,41888000000.0,22784000000.0,22784000000.0,10432000000.0,25398000000.0,25398000000.0,7311000000.0,7311000000.0,18087000000.0,484275000000.0,337095000000.0,35551000000.0,14807000000.0,14807000000.0,147991000000.0,28828000000.0,119163000000.0,138746000000.0,-74945000000.0,213691000000.0,,213691000000.0,,,,,147180000000.0,21826000000.0,8000000.0,1304000000.0,951000000.0,12000000.0,341000000.0,44029000000.0,44029000000.0,-616000000.0,44645000000.0,80013000000.0,60379000000.0,19634000000.0,8053000000.0,11581000000.0,2024-03-31,2284000000.0,20500000000.0
