free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
4899000000.0,-5459000000.0,-750000000.0,,243000000.0,-6274000000.0,15646000000.0,22884000000.0,88000000.0,-7326000000.0,-11349000000.0,-11349000000.0,-317000000.0,-5066000000.0,-5066000000.0,-5216000000.0,-5459000000.0,243000000.0,-750000000.0,,,-750000000.0,-750000000.0,,-7150000000.0,-7150000000.0,-301000000.0,104000000.0,11703000000.0,-11599000000.0,-679000000.0,-679000000.0,-6274000000.0,-6274000000.0,11173000000.0,11173000000.0,-10347000000.0,-8049000000.0,2076000000.0,-457000000.0,-2058000000.0,-2058000000.0,-2058000000.0,1305000000.0,-3164000000.0,-3164000000.0,2538000000.0,-1305000000.0,-1305000000.0,3648000000.0,3648000000.0,3648000000.0,214000000.0,16425000000.0,2022-12-31
17834000000.0,-5509000000.0,0.0,,536000000.0,-6607000000.0,26562000000.0,15646000000.0,29000000.0,10887000000.0,-10290000000.0,-10290000000.0,-258000000.0,-5059000000.0,-5059000000.0,-4973000000.0,-5509000000.0,536000000.0,0.0,,,0.0,0.0,,-3264000000.0,-3264000000.0,-1686000000.0,5330000000.0,14393000000.0,-9063000000.0,-301000000.0,-301000000.0,-6607000000.0,-6607000000.0,24441000000.0,24441000000.0,1843000000.0,1233000000.0,1721000000.0,598000000.0,-407000000.0,-407000000.0,-407000000.0,106000000.0,-1408000000.0,-1408000000.0,2465000000.0,-1675000000.0,-1675000000.0,3549000000.0,3549000000.0,3549000000.0,-40000000.0,18299000000.0,2023-03-31
19827000000.0,-5704000000.0,-1000000000.0,,512000000.0,-8943000000.0,34704000000.0,26562000000.0,-81000000.0,8223000000.0,-11413000000.0,-11413000000.0,-167000000.0,-5054000000.0,-5054000000.0,-5192000000.0,-5704000000.0,512000000.0,-1000000000.0,,,-1000000000.0,-1000000000.0,,-9134000000.0,-9134000000.0,-269000000.0,419000000.0,12395000000.0,-11976000000.0,-341000000.0,-341000000.0,-8943000000.0,-8943000000.0,28770000000.0,28770000000.0,4243000000.0,14905000000.0,2864000000.0,-3967000000.0,1311000000.0,1311000000.0,1311000000.0,374000000.0,-11244000000.0,-11244000000.0,2416000000.0,-1888000000.0,-1888000000.0,3874000000.0,3874000000.0,3874000000.0,44000000.0,20081000000.0,2023-06-30
20666000000.0,-4831000000.0,-1500000000.0,25765000000.0,685000000.0,-9917000000.0,80452000000.0,34704000000.0,-99000000.0,45847000000.0,14761000000.0,14761000000.0,-307000000.0,-5051000000.0,-5051000000.0,-4146000000.0,-4831000000.0,685000000.0,24265000000.0,18692000000.0,18692000000.0,5573000000.0,-1500000000.0,7073000000.0,503000000.0,503000000.0,-982000000.0,12588000000.0,21048000000.0,-8460000000.0,-1186000000.0,-1186000000.0,-9917000000.0,-9917000000.0,30583000000.0,30583000000.0,2418000000.0,-2701000000.0,-3815000000.0,-2809000000.0,1214000000.0,1214000000.0,1214000000.0,-505000000.0,11034000000.0,11034000000.0,2507000000.0,-568000000.0,-568000000.0,3921000000.0,3921000000.0,,14000000.0,22291000000.0,2023-09-30
9118000000.0,-4000000000.0,-2916000000.0,10773000000.0,261000000.0,-9735000000.0,17305000000.0,80452000000.0,72000000.0,-63219000000.0,-10147000000.0,-10147000000.0,-201000000.0,-5574000000.0,-5574000000.0,-3739000000.0,-4000000000.0,261000000.0,-633000000.0,-8490000000.0,,7857000000.0,-2916000000.0,10773000000.0,-71925000000.0,-71925000000.0,1347000000.0,1492000000.0,5750000000.0,-4258000000.0,-65029000000.0,-65029000000.0,-9735000000.0,-9735000000.0,18853000000.0,18853000000.0,-10300000000.0,-7092000000.0,1492000000.0,-702000000.0,-2521000000.0,-2521000000.0,-2521000000.0,1474000000.0,-2951000000.0,-2951000000.0,2828000000.0,-1702000000.0,-1702000000.0,5959000000.0,5959000000.0,5959000000.0,198000000.0,21870000000.0,2023-12-31
20965000000.0,-4213000000.0,-11589000000.0,6352000000.0,522000000.0,-10952000000.0,19634000000.0,17305000000.0,-80000000.0,2409000000.0,-18808000000.0,-18808000000.0,-498000000.0,-5572000000.0,-5572000000.0,-3691000000.0,-4213000000.0,522000000.0,-9047000000.0,-3810000000.0,,-5237000000.0,-11589000000.0,6352000000.0,-10700000000.0,-10700000000.0,-1281000000.0,3108000000.0,5291000000.0,-2183000000.0,-1575000000.0,-1575000000.0,-10952000000.0,-10952000000.0,31917000000.0,31917000000.0,2522000000.0,1977000000.0,2851000000.0,-1186000000.0,648000000.0,648000000.0,648000000.0,260000000.0,-2028000000.0,-2028000000.0,2703000000.0,-1323000000.0,-1323000000.0,6027000000.0,6027000000.0,6027000000.0,49000000.0,21939000000.0,2024-03-31
