tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4830000.0,0.21,235000000.0,23000000.0,23000000.0,768000000.0,160000000.0,1834000000.0,258000000.0,98000000.0,-135000000.0,168000000.0,33000000.0,749830000.0,767000000.0,2300000000.0,56000000.0,,,,,767000000.0,767000000.0,767000000.0,-2000000.0,769000000.0,-1000000.0,770000000.0,-840000000.0,-70000000.0,17000000.0,-37000000.0,-10000000.0,,-2000000.0,,,31000000.0,33000000.0,-135000000.0,,168000000.0,33000000.0,48000000.0,336000000.0,30000000.0,30000000.0,30000000.0,30000000.0,37000000.0,269000000.0,,,,384000000.0,1964000000.0,2348000000.0,2348000000.0,2022-12-31
9450000.0,0.21,436000000.0,45000000.0,45000000.0,94000000.0,178000000.0,2085000000.0,481000000.0,303000000.0,-174000000.0,182000000.0,8000000.0,58450000.0,91000000.0,2590000000.0,251000000.0,109188266.0,108634068.0,0.83,0.84,91000000.0,91000000.0,91000000.0,-2000000.0,93000000.0,-3000000.0,96000000.0,25000000.0,121000000.0,32000000.0,-28000000.0,5000000.0,,5000000.0,,,15000000.0,40000000.0,-174000000.0,,182000000.0,8000000.0,263000000.0,368000000.0,41000000.0,41000000.0,41000000.0,41000000.0,42000000.0,285000000.0,,,,631000000.0,2222000000.0,2853000000.0,2853000000.0,2023-03-31
9660000.0,0.21,533000000.0,46000000.0,46000000.0,219000000.0,181000000.0,1970000000.0,579000000.0,398000000.0,-175000000.0,182000000.0,7000000.0,182660000.0,220000000.0,2465000000.0,335000000.0,109306331.0,108886678.0,2.01,2.02,220000000.0,220000000.0,220000000.0,-1000000.0,221000000.0,1000000.0,220000000.0,-4000000.0,216000000.0,61000000.0,-8000000.0,0.0,,0.0,,,23000000.0,46000000.0,-175000000.0,,182000000.0,7000000.0,330000000.0,356000000.0,42000000.0,42000000.0,42000000.0,42000000.0,40000000.0,274000000.0,,,,686000000.0,2109000000.0,2795000000.0,2795000000.0,2023-06-30
108360000.0,0.21,561000000.0,516000000.0,516000000.0,952000000.0,185000000.0,1906000000.0,1077000000.0,892000000.0,-173000000.0,178000000.0,12000000.0,544360000.0,951000000.0,2368000000.0,842000000.0,109439486.0,108918986.0,8.69,8.73,951000000.0,951000000.0,951000000.0,2000000.0,949000000.0,-1000000.0,950000000.0,-236000000.0,714000000.0,532000000.0,4000000.0,486000000.0,-1000000.0,503000000.0,9000000.0,7000000.0,12000000.0,30000000.0,-173000000.0,7000000.0,178000000.0,12000000.0,355000000.0,318000000.0,41000000.0,41000000.0,41000000.0,41000000.0,32000000.0,245000000.0,245000000.0,244000000.0,1000000.0,673000000.0,2050000000.0,2723000000.0,2723000000.0,2023-09-30
4410000.0,0.21,484000000.0,21000000.0,21000000.0,704000000.0,195000000.0,1801000000.0,505000000.0,310000000.0,-166000000.0,178000000.0,12000000.0,687410000.0,698000000.0,2298000000.0,259000000.0,109500000.0,109000000.0,6.37,6.41,698000000.0,698000000.0,698000000.0,-3000000.0,701000000.0,-6000000.0,707000000.0,-575000000.0,132000000.0,27000000.0,-46000000.0,-21000000.0,0.0,-3000000.0,6000000.0,12000000.0,52000000.0,42000000.0,-166000000.0,0.0,178000000.0,12000000.0,271000000.0,342000000.0,40000000.0,40000000.0,40000000.0,40000000.0,32000000.0,270000000.0,,,,613000000.0,1956000000.0,2569000000.0,2569000000.0,2023-12-31
