free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,pension_and_employee_benefit_expense
398000000.0,0.0,-256000000.0,2286000000.0,-143000000.0,1508000000.0,9671000000.0,65000000.0,-8228000000.0,1944000000.0,1944000000.0,-9000000.0,-77000000.0,-77000000.0,0.0,0.0,2030000000.0,785000000.0,249000000.0,,1245000000.0,-505000000.0,1750000000.0,-10713000000.0,-10713000000.0,-27000000.0,0.0,0.0,-10543000000.0,32000000.0,-10575000000.0,-143000000.0,541000000.0,-3000000.0,544000000.0,350000000.0,223000000.0,-39000000.0,-181000000.0,-181000000.0,-181000000.0,68000000.0,279000000.0,279000000.0,-33000000.0,13000000.0,2000000.0,-849000000.0,-849000000.0,160000000.0,160000000.0,160000000.0,132000000.0,53000000.0,-2000000.0,769000000.0,2022-12-31,
-260000000.0,0.0,-307000000.0,338000000.0,-164000000.0,1167000000.0,1508000000.0,2000000.0,-343000000.0,-69000000.0,-69000000.0,-24000000.0,-76000000.0,-76000000.0,0.0,0.0,31000000.0,38000000.0,-300000000.0,338000000.0,-7000000.0,-7000000.0,,-178000000.0,-178000000.0,-23000000.0,,,9000000.0,9000000.0,,-164000000.0,-96000000.0,1000000.0,-97000000.0,-392000000.0,-298000000.0,99000000.0,-22000000.0,-22000000.0,-22000000.0,45000000.0,-216000000.0,-216000000.0,-10000000.0,14000000.0,,1000000.0,1000000.0,178000000.0,178000000.0,178000000.0,19000000.0,25000000.0,-6000000.0,93000000.0,2023-03-31,
617000000.0,0.0,-376000000.0,11000000.0,-145000000.0,1296000000.0,1167000000.0,-23000000.0,152000000.0,-447000000.0,-447000000.0,-6000000.0,-76000000.0,-76000000.0,0.0,0.0,-365000000.0,-359000000.0,-370000000.0,11000000.0,-6000000.0,-6000000.0,,-163000000.0,-163000000.0,-18000000.0,,,0.0,0.0,,-145000000.0,762000000.0,-5000000.0,767000000.0,400000000.0,120000000.0,88000000.0,-189000000.0,-189000000.0,-189000000.0,175000000.0,206000000.0,206000000.0,-11000000.0,18000000.0,,-4000000.0,-4000000.0,181000000.0,181000000.0,181000000.0,-38000000.0,-40000000.0,2000000.0,221000000.0,2023-06-30,
272000000.0,0.0,-3695000000.0,3104000000.0,-131000000.0,1357000000.0,1296000000.0,-17000000.0,78000000.0,-700000000.0,-700000000.0,-33000000.0,-76000000.0,-76000000.0,0.0,0.0,-591000000.0,-108000000.0,-211000000.0,103000000.0,-483000000.0,-3484000000.0,,375000000.0,375000000.0,-17000000.0,,,523000000.0,523000000.0,,-131000000.0,403000000.0,-1000000.0,404000000.0,-1000000.0,-220000000.0,32000000.0,40000000.0,40000000.0,40000000.0,153000000.0,-6000000.0,-6000000.0,-14000000.0,4000000.0,,-279000000.0,-279000000.0,185000000.0,185000000.0,185000000.0,-449000000.0,35000000.0,-494000000.0,949000000.0,2023-09-30,
702000000.0,0.0,-163000000.0,0.0,-128000000.0,1805000000.0,1357000000.0,26000000.0,422000000.0,-240000000.0,-240000000.0,0.0,-77000000.0,-77000000.0,0.0,0.0,-163000000.0,0.0,0.0,0.0,-163000000.0,-163000000.0,0.0,-168000000.0,-168000000.0,-40000000.0,,,0.0,0.0,,-128000000.0,830000000.0,3000000.0,827000000.0,509000000.0,114000000.0,58000000.0,191000000.0,191000000.0,191000000.0,25000000.0,121000000.0,121000000.0,8000000.0,4000000.0,6000000.0,-685000000.0,-685000000.0,195000000.0,195000000.0,195000000.0,89000000.0,35000000.0,-3000000.0,701000000.0,2023-12-31,57000000.0
