free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_intangibles_purchase_and_sale,sale_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,common_stock_dividend_paid
-2550514000.0,0.0,1140472000.0,1322697000.0,-5874000.0,119683000.0,0.0,704898000.0,799534000.0,-94636000.0,2304234000.0,2304234000.0,,-760293000.0,0.0,0.0,2463169000.0,2481273000.0,1231273000.0,1250000000.0,-18104000.0,-90801000.0,72697000.0,145770000.0,145770000.0,9374000.0,2418000.0,2418000.0,139852000.0,139852000.0,-5874000.0,-5874000.0,-2544640000.0,-2544640000.0,-2194510000.0,136897000.0,-155813000.0,181572000.0,-302601000.0,2055000.0,-103000.0,12949000.0,12949000.0,54000.0,0.0,-62484000.0,2022-12-31,
1984970000.0,,-2941354000.0,500000000.0,-7952000.0,63322000.0,,740063000.0,704898000.0,35165000.0,-2602126000.0,-2602126000.0,-151514000.0,-9258000.0,,,-2441354000.0,-2434157000.0,-2934157000.0,500000000.0,-7197000.0,-7197000.0,,644369000.0,644369000.0,,1614000.0,1614000.0,650707000.0,650707000.0,-7952000.0,-7952000.0,1992922000.0,1992922000.0,2297484000.0,34727000.0,-44126000.0,-27818000.0,-180582000.0,2482000.0,-2600000.0,12653000.0,12653000.0,2098000.0,,-138613000.0,2023-03-31,
-1849648000.0,,1149750000.0,322253000.0,-5336000.0,50831000.0,,634576000.0,740063000.0,-105487000.0,1312486000.0,1312486000.0,-150207000.0,-9310000.0,,,1472003000.0,1472956000.0,1222956000.0,250000000.0,-953000.0,-73206000.0,,426339000.0,426339000.0,,2039000.0,2039000.0,430940000.0,430940000.0,-5336000.0,-5336000.0,-1844312000.0,-1844312000.0,-1445121000.0,-41279000.0,-3828000.0,69651000.0,-645517000.0,3567000.0,612000.0,12178000.0,12178000.0,1175000.0,,228794000.0,2023-06-30,
339574000.0,,-698038000.0,25075000.0,-6329000.0,119092000.0,,729616000.0,634576000.0,95040000.0,-832481000.0,-832481000.0,-150207000.0,-9311000.0,,,-672963000.0,-665892000.0,-665892000.0,0.0,-7071000.0,-32146000.0,25075000.0,581618000.0,581618000.0,-1776000.0,2154000.0,2154000.0,587569000.0,587569000.0,-6329000.0,-6329000.0,345903000.0,345903000.0,743382000.0,-14236000.0,64993000.0,-17260000.0,-718008000.0,3822000.0,4944000.0,12791000.0,12791000.0,-2021000.0,,300993000.0,2023-09-30,
-336086000.0,,-239676000.0,318739000.0,-6817000.0,107845000.0,,497468000.0,729616000.0,-232148000.0,-80515000.0,-80515000.0,-150213000.0,-9365000.0,,,79063000.0,85190000.0,-164810000.0,250000000.0,-6127000.0,-74866000.0,68739000.0,177636000.0,177636000.0,8388000.0,1632000.0,1632000.0,174433000.0,174433000.0,-6817000.0,-6817000.0,-329269000.0,-329269000.0,-60615000.0,61671000.0,-38583000.0,-193858000.0,178553000.0,3961000.0,-7458000.0,12438000.0,12438000.0,4808000.0,,-460956000.0,2023-12-31,-9365000.0
