treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,raw_materials,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
8667824.0,236035518.0,244703342.0,3872000000.0,5265000000.0,22298000000.0,27445000000.0,-161000000.0,22298000000.0,361000000.0,22541000000.0,26666000000.0,22541000000.0,22541000000.0,1925000000.0,5685000000.0,18779000000.0,2000000.0,2000000.0,13199000000.0,9312000000.0,988000000.0,96000000.0,3867000000.0,3867000000.0,4361000000.0,236000000.0,4125000000.0,3887000000.0,250000000.0,904000000.0,125000000.0,779000000.0,779000000.0,2733000000.0,33000000.0,33000000.0,2700000000.0,63000000.0,63000000.0,2637000000.0,35740000000.0,32014000000.0,143000000.0,243000000.0,243000000.0,31628000000.0,-14843000000.0,46471000000.0,1884000000.0,101000000.0,3726000000.0,81000000.0,0.0,424000000.0,278000000.0,146000000.0,2017000000.0,164000000.0,1853000000.0,-10000000.0,1863000000.0,1204000000.0,172000000.0,1032000000.0,2022-12-31
11167182.0,233735537.0,244902719.0,4716000000.0,6298000000.0,21596000000.0,27746000000.0,-464000000.0,21596000000.0,390000000.0,21838000000.0,26932000000.0,21838000000.0,21838000000.0,2445000000.0,5593000000.0,18688000000.0,2000000.0,2000000.0,14271000000.0,10336000000.0,908000000.0,98000000.0,3984000000.0,3984000000.0,5346000000.0,252000000.0,5094000000.0,3935000000.0,333000000.0,952000000.0,138000000.0,814000000.0,814000000.0,2650000000.0,17000000.0,17000000.0,2633000000.0,287000000.0,287000000.0,2346000000.0,36109000000.0,32638000000.0,171000000.0,242000000.0,242000000.0,32225000000.0,-15492000000.0,47717000000.0,2007000000.0,,3471000000.0,117000000.0,,487000000.0,,,1556000000.0,164000000.0,1392000000.0,,,1311000000.0,119000000.0,1192000000.0,2023-03-31
11769028.0,233140325.0,244909353.0,5230000000.0,5709000000.0,21758000000.0,27321000000.0,-857000000.0,21758000000.0,388000000.0,22000000000.0,27010000000.0,22000000000.0,22000000000.0,2571000000.0,5911000000.0,18658000000.0,2000000.0,2000000.0,13494000000.0,10295000000.0,855000000.0,85000000.0,4102000000.0,4102000000.0,5253000000.0,243000000.0,5010000000.0,3199000000.0,290000000.0,456000000.0,145000000.0,311000000.0,311000000.0,2453000000.0,48000000.0,48000000.0,2405000000.0,25000000.0,25000000.0,2380000000.0,35494000000.0,33152000000.0,170000000.0,242000000.0,242000000.0,32740000000.0,-16174000000.0,48914000000.0,1990000000.0,,2342000000.0,153000000.0,,448000000.0,,,1513000000.0,,1513000000.0,,,228000000.0,137000000.0,91000000.0,2023-06-30
11771231.0,233308884.0,245080115.0,4826000000.0,5325000000.0,22477000000.0,27643000000.0,-498000000.0,22477000000.0,401000000.0,22719000000.0,27599000000.0,22719000000.0,22719000000.0,2572000000.0,6783000000.0,18506000000.0,2000000.0,2000000.0,13641000000.0,10358000000.0,850000000.0,152000000.0,4231000000.0,4231000000.0,5125000000.0,245000000.0,4880000000.0,3283000000.0,354000000.0,200000000.0,156000000.0,44000000.0,44000000.0,2729000000.0,16000000.0,16000000.0,2713000000.0,43000000.0,43000000.0,2670000000.0,36360000000.0,33575000000.0,170000000.0,242000000.0,242000000.0,33163000000.0,-16876000000.0,50039000000.0,2015000000.0,,2785000000.0,165000000.0,,496000000.0,,,1850000000.0,,1850000000.0,,,274000000.0,176000000.0,98000000.0,2023-09-30
11971806.0,233623121.0,245594927.0,4595000000.0,5258000000.0,22929000000.0,28006000000.0,-369000000.0,22929000000.0,423000000.0,23171000000.0,27978000000.0,23171000000.0,23171000000.0,2617000000.0,7280000000.0,18506000000.0,2000000.0,2000000.0,13442000000.0,10468000000.0,935000000.0,76000000.0,4402000000.0,4402000000.0,5055000000.0,248000000.0,4807000000.0,2974000000.0,234000000.0,203000000.0,175000000.0,28000000.0,28000000.0,2537000000.0,48000000.0,48000000.0,2489000000.0,40000000.0,40000000.0,2449000000.0,36613000000.0,34008000000.0,179000000.0,242000000.0,242000000.0,33587000000.0,-17639000000.0,51226000000.0,1913000000.0,129000000.0,2605000000.0,160000000.0,,476000000.0,269000000.0,207000000.0,1590000000.0,,1590000000.0,,,379000000.0,139000000.0,240000000.0,2023-12-31
