free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1484000000.0,-401000000.0,-479000000.0,0.0,-1114000000.0,1032000000.0,1322000000.0,-290000000.0,-2213000000.0,-2213000000.0,23000000.0,0.0,-1356000000.0,,-401000000.0,-401000000.0,-479000000.0,-479000000.0,-479000000.0,0.0,-675000000.0,-675000000.0,66000000.0,373000000.0,373000000.0,0.0,0.0,0.0,-1114000000.0,-1114000000.0,2598000000.0,2598000000.0,-134000000.0,-38000000.0,-17000000.0,16000000.0,12000000.0,12000000.0,4000000.0,-14000000.0,18000000.0,18000000.0,-4000000.0,-82000000.0,82000000.0,64000000.0,19000000.0,-37000000.0,559000000.0,559000000.0,656000000.0,-10000000.0,-1000000.0,1481000000.0,2022-12-31
1134000000.0,-520000000.0,-580000000.0,1449000000.0,-1180000000.0,1192000000.0,1032000000.0,160000000.0,-950000000.0,-950000000.0,20000000.0,0.0,-1319000000.0,-1319000000.0,-520000000.0,-520000000.0,869000000.0,869000000.0,-580000000.0,1449000000.0,-1204000000.0,-1204000000.0,-24000000.0,0.0,0.0,0.0,,,-1180000000.0,-1180000000.0,2314000000.0,2314000000.0,173000000.0,9000000.0,-63000000.0,-171000000.0,-16000000.0,-16000000.0,-155000000.0,-380000000.0,225000000.0,225000000.0,-63000000.0,461000000.0,461000000.0,58000000.0,23000000.0,53000000.0,110000000.0,110000000.0,664000000.0,11000000.0,36000000.0,1222000000.0,2023-03-31
473000000.0,-126000000.0,-908000000.0,240000000.0,-1240000000.0,91000000.0,1192000000.0,-1101000000.0,-1552000000.0,-1552000000.0,23000000.0,0.0,-781000000.0,-781000000.0,-126000000.0,-126000000.0,-668000000.0,-668000000.0,-908000000.0,240000000.0,-1262000000.0,-1262000000.0,-22000000.0,0.0,0.0,0.0,,,-1240000000.0,-1240000000.0,1713000000.0,1713000000.0,-232000000.0,-67000000.0,114000000.0,-195000000.0,30000000.0,30000000.0,-225000000.0,38000000.0,-263000000.0,-263000000.0,39000000.0,-123000000.0,-123000000.0,41000000.0,27000000.0,-18000000.0,113000000.0,113000000.0,695000000.0,-15000000.0,-18000000.0,1102000000.0,2023-06-30
1056000000.0,-10000000.0,-1506000000.0,900000000.0,-1016000000.0,98000000.0,91000000.0,7000000.0,-998000000.0,-998000000.0,41000000.0,8000000.0,-431000000.0,-431000000.0,-10000000.0,-10000000.0,-606000000.0,-606000000.0,-1506000000.0,900000000.0,-1067000000.0,-1067000000.0,-51000000.0,0.0,0.0,0.0,,,-1016000000.0,-1016000000.0,2072000000.0,2072000000.0,-240000000.0,-11000000.0,-46000000.0,203000000.0,-31000000.0,-31000000.0,234000000.0,216000000.0,18000000.0,18000000.0,-49000000.0,-337000000.0,-337000000.0,34000000.0,20000000.0,-39000000.0,118000000.0,118000000.0,728000000.0,150000000.0,151000000.0,1301000000.0,2023-09-30
1214000000.0,-45000000.0,-296000000.0,60000000.0,-1135000000.0,240000000.0,98000000.0,142000000.0,-1027000000.0,-1027000000.0,22000000.0,0.0,-768000000.0,-768000000.0,-45000000.0,-45000000.0,-236000000.0,-236000000.0,-296000000.0,60000000.0,-1180000000.0,-1180000000.0,-45000000.0,0.0,0.0,0.0,,,-1135000000.0,-1135000000.0,2349000000.0,2349000000.0,130000000.0,6000000.0,-55000000.0,-95000000.0,32000000.0,32000000.0,-127000000.0,-124000000.0,-3000000.0,-3000000.0,16000000.0,258000000.0,258000000.0,32000000.0,123000000.0,37000000.0,165000000.0,165000000.0,775000000.0,-182000000.0,-181000000.0,1269000000.0,2023-12-31
