free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
1441000000.0,9555000000.0,8582000000.0,-30000000.0,1003000000.0,-383000000.0,-1108000000.0,2494000000.0,2022-12-31
1852000000.0,12129000000.0,9555000000.0,-9000000.0,2583000000.0,-80000000.0,811000000.0,1852000000.0,2023-03-31
2067000000.0,12950000000.0,12129000000.0,126000000.0,695000000.0,-33000000.0,-1339000000.0,2067000000.0,2023-06-30
1441000000.0,12381000000.0,12950000000.0,-19000000.0,-550000000.0,-849000000.0,-1142000000.0,1441000000.0,2023-09-30
813000000.0,13567000000.0,12381000000.0,-22000000.0,1208000000.0,-576000000.0,-193000000.0,1977000000.0,2023-12-31
