tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.12236,1411000000.0,1151000000.0,4978000000.0,1411000000.0,1411000000.0,186000000.0,38000000.0,224000000.0,1151000000.0,1151000000.0,6023000000.0,1388000000.0,1587707675.0,1571486752.0,0.72,0.74,1151000000.0,1151000000.0,1151000000.0,-54000000.0,1205000000.0,1205000000.0,168000000.0,1373000000.0,-215000000.0,-420000000.0,16000000.0,186000000.0,38000000.0,224000000.0,1402000000.0,1045000000.0,1361000000.0,266000000.0,1095000000.0,1095000000.0,2447000000.0,4978000000.0,7425000000.0,7425000000.0,2022-12-31
0.0,0.122165,1401000000.0,1148000000.0,4689000000.0,1401000000.0,1401000000.0,203000000.0,34000000.0,237000000.0,1148000000.0,1148000000.0,5918000000.0,1381000000.0,1582648934.0,1560345369.0,0.72,0.74,1148000000.0,1148000000.0,1148000000.0,-52000000.0,1200000000.0,1200000000.0,167000000.0,1367000000.0,78000000.0,58000000.0,20000000.0,203000000.0,34000000.0,237000000.0,1086000000.0,1229000000.0,1229000000.0,212000000.0,1017000000.0,1017000000.0,2315000000.0,4689000000.0,7004000000.0,7004000000.0,2023-03-31
0.0,0.121824,1577000000.0,1298000000.0,4789000000.0,1577000000.0,1577000000.0,223000000.0,42000000.0,265000000.0,1298000000.0,1298000000.0,6044000000.0,1539000000.0,1584413300.0,1563805466.0,0.82,0.84,1298000000.0,1298000000.0,1298000000.0,-50000000.0,1348000000.0,1348000000.0,187000000.0,1535000000.0,70000000.0,32000000.0,38000000.0,223000000.0,42000000.0,265000000.0,1242000000.0,1255000000.0,1255000000.0,211000000.0,1044000000.0,1044000000.0,2497000000.0,4789000000.0,7286000000.0,7286000000.0,2023-06-30
0.0,0.122307,1474000000.0,1168000000.0,4227000000.0,1474000000.0,1474000000.0,238000000.0,35000000.0,273000000.0,1168000000.0,1168000000.0,5495000000.0,1425000000.0,1586685736.0,1567487749.0,0.74,0.74,1168000000.0,1168000000.0,1168000000.0,-95000000.0,1263000000.0,1263000000.0,176000000.0,1439000000.0,127000000.0,78000000.0,49000000.0,238000000.0,35000000.0,273000000.0,1074000000.0,1268000000.0,1268000000.0,219000000.0,1049000000.0,1049000000.0,2342000000.0,4227000000.0,6569000000.0,6569000000.0,2023-09-30
0.0,0.173122,1717000000.0,1306000000.0,4252000000.0,1717000000.0,1717000000.0,264000000.0,13000000.0,277000000.0,1306000000.0,1306000000.0,5323000000.0,1714000000.0,,,,,1306000000.0,1306000000.0,1306000000.0,-103000000.0,1409000000.0,1409000000.0,295000000.0,1704000000.0,-130000000.0,-141000000.0,20000000.0,264000000.0,13000000.0,277000000.0,1570000000.0,1071000000.0,1266000000.0,255000000.0,1011000000.0,1011000000.0,2641000000.0,4252000000.0,6893000000.0,6893000000.0,2023-12-31
