tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4830000.0,0.21,1378000000.0,23000000.0,23000000.0,210000000.0,941000000.0,2088000000.0,1401000000.0,460000000.0,191830000.0,210000000.0,7377000000.0,460000000.0,1000000000.0,997000000.0,0.21,0.21,210000000.0,210000000.0,210000000.0,210000000.0,210000000.0,265000000.0,475000000.0,15000000.0,-8000000.0,-68000000.0,68000000.0,0.0,91000000.0,460000000.0,5289000000.0,1280000000.0,4009000000.0,3345000000.0,664000000.0,664000000.0,5749000000.0,2088000000.0,7837000000.0,7837000000.0,2022-10-31
-239820000.0,0.21,3359000000.0,-1142000000.0,-1142000000.0,-98000000.0,1032000000.0,2100000000.0,2217000000.0,1185000000.0,804180000.0,-98000000.0,7199000000.0,357000000.0,984000000.0,984000000.0,-0.1,-0.1,-98000000.0,-98000000.0,-98000000.0,-98000000.0,-98000000.0,131000000.0,33000000.0,-1152000000.0,-10000000.0,-1198000000.0,370000000.0,,56000000.0,1185000000.0,5099000000.0,1128000000.0,3971000000.0,3385000000.0,586000000.0,586000000.0,6284000000.0,2100000000.0,8384000000.0,8384000000.0,2023-01-31
-332280000.0,0.39,3229000000.0,-852000000.0,-852000000.0,199000000.0,1254000000.0,2125000000.0,2377000000.0,1123000000.0,718720000.0,199000000.0,7124000000.0,412000000.0,988000000.0,980000000.0,0.2,0.2,199000000.0,199000000.0,199000000.0,199000000.0,199000000.0,127000000.0,326000000.0,-797000000.0,55000000.0,-888000000.0,177000000.0,711000000.0,36000000.0,1123000000.0,4999000000.0,1207000000.0,3792000000.0,3154000000.0,638000000.0,638000000.0,6122000000.0,2125000000.0,8247000000.0,8247000000.0,2023-04-30
-11700000.0,0.15,2493000000.0,-78000000.0,-78000000.0,1267000000.0,890000000.0,2113000000.0,2415000000.0,1525000000.0,1333300000.0,1267000000.0,7078000000.0,1476000000.0,986000000.0,975000000.0,1.28,1.3,1267000000.0,1267000000.0,1267000000.0,1267000000.0,1267000000.0,225000000.0,1492000000.0,-33000000.0,45000000.0,-129000000.0,80000000.0,49000000.0,51000000.0,1525000000.0,4965000000.0,1220000000.0,3745000000.0,3113000000.0,632000000.0,632000000.0,6490000000.0,2113000000.0,8603000000.0,8603000000.0,2023-07-31
-22860000.0,0.18,2545000000.0,-127000000.0,-127000000.0,1224000000.0,862000000.0,2155000000.0,2418000000.0,1556000000.0,1328140000.0,1224000000.0,7164000000.0,1501000000.0,981000000.0,972000000.0,1.25,1.26,1224000000.0,1224000000.0,1224000000.0,1224000000.0,1224000000.0,263000000.0,1487000000.0,-69000000.0,58000000.0,-153000000.0,98000000.0,55000000.0,26000000.0,1556000000.0,5009000000.0,1204000000.0,3805000000.0,3173000000.0,632000000.0,632000000.0,6565000000.0,2155000000.0,8720000000.0,8720000000.0,2023-10-31
-25162310.030395,0.120973,2956000000.0,-208000000.0,-208000000.0,1446000000.0,953000000.0,2148000000.0,2748000000.0,1795000000.0,1628837689.969605,1446000000.0,7492000000.0,1622000000.0,,,,,1446000000.0,1446000000.0,1446000000.0,1446000000.0,1446000000.0,199000000.0,1645000000.0,-150000000.0,58000000.0,-284000000.0,111000000.0,173000000.0,76000000.0,1795000000.0,5344000000.0,1275000000.0,3178000000.0,1484000000.0,1694000000.0,632000000.0,7139000000.0,2148000000.0,9287000000.0,9287000000.0,2024-01-31
