tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.349715,14926000000.0,6353000000.0,4995000000.0,39438000000.0,14926000000.0,9931000000.0,-123000000.0,123000000.0,6353000000.0,6353000000.0,46506000000.0,1919731000.0,1910602000.0,3.33,3.34,6353000000.0,6353000000.0,6353000000.0,-25000000.0,6378000000.0,6378000000.0,3430000000.0,9808000000.0,1914000000.0,291000000.0,1623000000.0,-123000000.0,123000000.0,8017000000.0,7068000000.0,6854000000.0,-1240000000.0,1454000000.0,15085000000.0,39438000000.0,54523000000.0,54523000000.0,2022-12-31
0.0,0.31,13265000000.0,6574000000.0,3631000000.0,32933000000.0,13265000000.0,9634000000.0,-115000000.0,115000000.0,6574000000.0,6574000000.0,41121000000.0,1900785000.0,1891695000.0,3.46,3.48,6574000000.0,6574000000.0,6574000000.0,-31000000.0,6605000000.0,6605000000.0,2914000000.0,9519000000.0,1913000000.0,325000000.0,1588000000.0,-115000000.0,115000000.0,7721000000.0,8188000000.0,6211000000.0,1096000000.0,881000000.0,15909000000.0,32933000000.0,48842000000.0,48842000000.0,2023-03-31
0.0,0.23,11516000000.0,6010000000.0,3559000000.0,32505000000.0,11516000000.0,7957000000.0,-120000000.0,120000000.0,6010000000.0,6010000000.0,40900000000.0,1875508000.0,1867165000.0,3.2,3.22,6010000000.0,6010000000.0,6010000000.0,2000000.0,6008000000.0,6008000000.0,1829000000.0,7837000000.0,1641000000.0,401000000.0,1240000000.0,-120000000.0,120000000.0,6316000000.0,8395000000.0,6226000000.0,1041000000.0,1128000000.0,14711000000.0,32505000000.0,47216000000.0,47216000000.0,2023-06-30
0.0,0.25,13049000000.0,6526000000.0,4197000000.0,36353000000.0,13049000000.0,8852000000.0,-114000000.0,114000000.0,6526000000.0,6526000000.0,45137000000.0,1877104000.0,1870963000.0,3.48,3.48,6526000000.0,6526000000.0,6526000000.0,-29000000.0,6555000000.0,6555000000.0,2183000000.0,8738000000.0,2067000000.0,754000000.0,1313000000.0,-114000000.0,114000000.0,6785000000.0,8784000000.0,6600000000.0,1021000000.0,1163000000.0,15569000000.0,36353000000.0,51922000000.0,51922000000.0,2023-09-30
0.0,0.357307,9985000000.0,2259000000.0,6375000000.0,34731000000.0,9985000000.0,3610000000.0,-120000000.0,120000000.0,2259000000.0,2259000000.0,43526000000.0,1868101000.0,1861474000.0,1.22,1.23,2259000000.0,2259000000.0,2259000000.0,16000000.0,2243000000.0,2243000000.0,1247000000.0,3490000000.0,-1797000000.0,-2787000000.0,990000000.0,-120000000.0,120000000.0,5407000000.0,8795000000.0,6764000000.0,1062000000.0,969000000.0,14202000000.0,34731000000.0,48933000000.0,48933000000.0,2023-12-31
