treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
527460237.0,1915216343.0,2442676580.0,5258000000.0,23339000000.0,154560000000.0,182218000000.0,16135000000.0,154560000000.0,403000000.0,159282000000.0,180254000000.0,160242000000.0,960000000.0,159282000000.0,-3038000000.0,-12000000.0,-203000000.0,-2811000000.0,-12000000.0,48196000000.0,190024000000.0,18660000000.0,1832000000.0,1832000000.0,0.0,97467000000.0,63259000000.0,20396000000.0,4357000000.0,17131000000.0,20396000000.0,17131000000.0,21375000000.0,403000000.0,20972000000.0,34208000000.0,1964000000.0,1964000000.0,32244000000.0,7486000000.0,24758000000.0,5803000000.0,4381000000.0,18955000000.0,257709000000.0,207366000000.0,12746000000.0,12310000000.0,1069000000.0,45238000000.0,4722000000.0,4722000000.0,143591000000.0,-184194000000.0,327785000000.0,50343000000.0,3739000000.0,3739000000.0,8247000000.0,6381000000.0,1866000000.0,20456000000.0,20456000000.0,-457000000.0,20913000000.0,17901000000.0,223000000.0,17678000000.0,2022-12-31
548461316.0,1894215264.0,2442676580.0,7538000000.0,23206000000.0,154727000000.0,182655000000.0,14616000000.0,154727000000.0,,159449000000.0,179724000000.0,160434000000.0,985000000.0,159449000000.0,-2981000000.0,-2741000000.0,,-240000000.0,,51854000000.0,193738000000.0,18714000000.0,1832000000.0,1832000000.0,0.0,95452000000.0,61717000000.0,19606000000.0,4100000000.0,17736000000.0,19606000000.0,17736000000.0,20275000000.0,,20275000000.0,33735000000.0,2931000000.0,2931000000.0,30804000000.0,6658000000.0,24146000000.0,6204000000.0,4883000000.0,17942000000.0,255886000000.0,207535000000.0,12578000000.0,,1036000000.0,46248000000.0,4722000000.0,4722000000.0,142951000000.0,-187458000000.0,330409000000.0,48351000000.0,4300000000.0,,9232000000.0,6821000000.0,2411000000.0,19021000000.0,19021000000.0,-447000000.0,19468000000.0,15798000000.0,130000000.0,15668000000.0,2023-03-31
575431362.0,1867245218.0,2442676580.0,12222000000.0,21514000000.0,153603000000.0,179839000000.0,12943000000.0,153603000000.0,,158325000000.0,178570000000.0,159298000000.0,973000000.0,158325000000.0,-2951000000.0,-2711000000.0,,-240000000.0,,56240000000.0,196926000000.0,18758000000.0,1832000000.0,1832000000.0,0.0,92481000000.0,62634000000.0,19980000000.0,3958000000.0,18451000000.0,19980000000.0,18451000000.0,20245000000.0,,20245000000.0,29847000000.0,1269000000.0,1269000000.0,28578000000.0,7262000000.0,21316000000.0,2660000000.0,1548000000.0,18656000000.0,251779000000.0,208989000000.0,13790000000.0,,940000000.0,46769000000.0,4722000000.0,4722000000.0,142768000000.0,-184316000000.0,327084000000.0,42790000000.0,4697000000.0,,9198000000.0,6914000000.0,2284000000.0,19285000000.0,19285000000.0,-424000000.0,19709000000.0,9610000000.0,318000000.0,9292000000.0,2023-06-30
554927915.0,1887748665.0,2442676580.0,14762000000.0,20559000000.0,160543000000.0,185824000000.0,8469000000.0,160543000000.0,,165265000000.0,185384000000.0,166248000000.0,983000000.0,165265000000.0,-2837000000.0,-13000000.0,-224000000.0,-2584000000.0,-16000000.0,55640000000.0,200593000000.0,21317000000.0,1832000000.0,1832000000.0,0.0,97679000000.0,64416000000.0,20884000000.0,3776000000.0,19637000000.0,20884000000.0,19637000000.0,20119000000.0,,20119000000.0,33263000000.0,440000000.0,440000000.0,32823000000.0,7618000000.0,25205000000.0,3556000000.0,1927000000.0,21649000000.0,263927000000.0,222195000000.0,14323000000.0,,1055000000.0,48123000000.0,4722000000.0,4722000000.0,153972000000.0,-188550000000.0,342522000000.0,41732000000.0,4373000000.0,,9428000000.0,7120000000.0,2308000000.0,21993000000.0,21993000000.0,-393000000.0,22386000000.0,5938000000.0,141000000.0,5797000000.0,2023-09-30
577028776.0,1865647804.0,2442676580.0,12084000000.0,20836000000.0,156235000000.0,181219000000.0,8870000000.0,156235000000.0,574000000.0,160957000000.0,180690000000.0,161929000000.0,972000000.0,160957000000.0,-3200000000.0,5000000.0,-192000000.0,-3002000000.0,-11000000.0,59065000000.0,200025000000.0,21365000000.0,1832000000.0,1832000000.0,0.0,99703000000.0,67445000000.0,24226000000.0,4082000000.0,18830000000.0,,18830000000.0,20307000000.0,574000000.0,19733000000.0,32258000000.0,529000000.0,529000000.0,31729000000.0,7655000000.0,24074000000.0,3651000000.0,1863000000.0,20423000000.0,261632000000.0,220504000000.0,14409000000.0,,942000000.0,46812000000.0,4722000000.0,4722000000.0,153619000000.0,-192462000000.0,346081000000.0,41128000000.0,4372000000.0,,8612000000.0,6465000000.0,2147000000.0,19921000000.0,19921000000.0,-301000000.0,20222000000.0,8223000000.0,45000000.0,8178000000.0,2023-12-31
