free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
222539000.0,0.0,-975000000.0,1484885000.0,-66095000.0,101355000.0,13472000.0,189283000.0,279874000.0,-7476000.0,-83115000.0,430594000.0,430594000.0,-7185000.0,4558000.0,-76664000.0,-76664000.0,0.0,0.0,509885000.0,,,,569885000.0,-1245000000.0,1814885000.0,-802343000.0,-802343000.0,1020000.0,20103000.0,395303000.0,-375200000.0,-757371000.0,-757371000.0,-66095000.0,288634000.0,288634000.0,-67038000.0,-88022000.0,30702000.0,36038000.0,,,,,1700000.0,-47456000.0,8879000.0,25769000.0,17605000.0,17369000.0,17369000.0,183035000.0,183035000.0,183035000.0,102578000.0,2022-12-31
262033000.0,0.0,-185000000.0,140000000.0,-49135000.0,127094000.0,7000000.0,193182000.0,189283000.0,220000.0,3679000.0,-160728000.0,-160728000.0,-33737000.0,11942000.0,-93933000.0,-93933000.0,0.0,0.0,-45000000.0,-45000000.0,-185000000.0,140000000.0,,,,-146761000.0,-146761000.0,-77329000.0,-368000.0,213003000.0,-213371000.0,-19929000.0,-19929000.0,-49135000.0,311168000.0,311168000.0,-42695000.0,-50153000.0,37452000.0,-34862000.0,-25958000.0,-25958000.0,-8904000.0,-8904000.0,-4235000.0,9103000.0,-18049000.0,26206000.0,26417000.0,36320000.0,36320000.0,182415000.0,182415000.0,,100554000.0,2023-03-31
423485000.0,0.0,-225000000.0,0.0,-63448000.0,74330000.0,9158000.0,255509000.0,193182000.0,1139000.0,61188000.0,-314160000.0,-314160000.0,-4389000.0,7366000.0,-92137000.0,-92137000.0,0.0,0.0,-225000000.0,,,,,,,-111585000.0,-111585000.0,-8188000.0,-20141000.0,393798000.0,-413939000.0,-19808000.0,-19808000.0,-63448000.0,486933000.0,486933000.0,119233000.0,43325000.0,37774000.0,11424000.0,27024000.0,27024000.0,-15600000.0,-15600000.0,-13753000.0,40463000.0,-23130000.0,18250000.0,25367000.0,-36578000.0,-36578000.0,181820000.0,181820000.0,,201971000.0,2023-06-30
252288000.0,-53652000.0,-130000000.0,50000000.0,-61393000.0,124375000.0,4132000.0,232084000.0,255509000.0,-2800000.0,-20625000.0,-230776000.0,-230776000.0,-6743000.0,1750000.0,-92131000.0,-92131000.0,-53652000.0,-53652000.0,-80000000.0,,,,,,,-103530000.0,-103530000.0,-9392000.0,20369000.0,398202000.0,-377833000.0,-53114000.0,-53114000.0,-61393000.0,313681000.0,313681000.0,-65566000.0,-86658000.0,36084000.0,-18586000.0,-24833000.0,-24833000.0,6247000.0,6247000.0,-5513000.0,9107000.0,63758000.0,21374000.0,29283000.0,-1204000.0,-1204000.0,180674000.0,180674000.0,,85362000.0,2023-09-30
369889000.0,-46358000.0,-190000000.0,0.0,-62722000.0,70794000.0,5291000.0,250946000.0,232084000.0,4175000.0,14687000.0,-311554000.0,-311554000.0,-6575000.0,23138000.0,-91759000.0,-91759000.0,-46358000.0,-46358000.0,-190000000.0,,,,,,,-106370000.0,-106370000.0,-6006000.0,-532000.0,333351000.0,-333883000.0,-37110000.0,-37110000.0,-62722000.0,432611000.0,432611000.0,53498000.0,74278000.0,29804000.0,-24300000.0,,,,,-11997000.0,-14287000.0,-3875000.0,22089000.0,73880000.0,6091000.0,6091000.0,171400000.0,171400000.0,171400000.0,109528000.0,2023-12-31
