tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-5310114.96992,0.203742,449706000.0,-26063000.0,-26063000.0,103279000.0,183035000.0,172159000.0,423643000.0,240608000.0,-113605000.0,111783000.0,3255000.0,124031885.03008,103279000.0,425806000.0,234662000.0,109298000.0,107978000.0,0.94,0.96,103279000.0,103279000.0,103279000.0,701000.0,102578000.0,102578000.0,26247000.0,128825000.0,-17858000.0,8205000.0,-26063000.0,-9000.0,17604000.0,8031000.0,-113605000.0,5077000.0,111783000.0,3255000.0,260288000.0,253647000.0,183035000.0,183035000.0,70612000.0,513935000.0,172159000.0,686094000.0,686094000.0,2022-12-31
-9799281.392734,0.302009,474389000.0,-32447000.0,-32447000.0,101217000.0,182415000.0,164304000.0,441942000.0,259527000.0,-117637000.0,115465000.0,2816000.0,123864718.607266,101217000.0,418928000.0,224141000.0,109271000.0,108132000.0,0.93,0.94,101217000.0,101217000.0,101217000.0,663000.0,100554000.0,100554000.0,43508000.0,144062000.0,5111000.0,37558000.0,-32447000.0,2104000.0,24286000.0,6057000.0,-117637000.0,4988000.0,115465000.0,2816000.0,256588000.0,254624000.0,182415000.0,182415000.0,72209000.0,511212000.0,164304000.0,675516000.0,675516000.0,2023-03-31
-7942200.0,0.21,501238000.0,-37820000.0,-37820000.0,203648000.0,181820000.0,154250000.0,463418000.0,281598000.0,-109167000.0,108806000.0,4683000.0,233525800.0,203648000.0,399453000.0,241227000.0,108884000.0,108355000.0,1.87,1.88,203648000.0,203648000.0,203648000.0,1678000.0,201970000.0,201970000.0,-29178000.0,172792000.0,2912000.0,40732000.0,-37820000.0,7655000.0,25212000.0,4953000.0,-109167000.0,5044000.0,108806000.0,4683000.0,279047000.0,245203000.0,181820000.0,181820000.0,63383000.0,524250000.0,154250000.0,678500000.0,678500000.0,2023-06-30
-3261257.146841,0.084325,419792000.0,-38675000.0,-38675000.0,87419000.0,180674000.0,149770000.0,381117000.0,200443000.0,-107051000.0,107220000.0,5266000.0,122832742.853159,87419000.0,395265000.0,248604000.0,108891000.0,108373000.0,0.8,0.81,87419000.0,87419000.0,87419000.0,2057000.0,85362000.0,85362000.0,7861000.0,93223000.0,-87005000.0,-48330000.0,-38675000.0,,33063000.0,5612000.0,-107051000.0,5097000.0,107220000.0,5266000.0,287279000.0,245495000.0,180674000.0,180674000.0,64821000.0,532774000.0,149770000.0,682544000.0,682544000.0,2023-09-30
-17141709.067792,0.20875,496691000.0,-82116000.0,-82116000.0,109528000.0,171400000.0,144297000.0,414575000.0,243175000.0,-104355000.0,104751000.0,5540000.0,174502290.932208,109528000.0,383221000.0,209687000.0,108581000.0,107953000.0,1.01,1.01,109528000.0,109528000.0,109528000.0,0.0,109528000.0,109528000.0,28896000.0,138424000.0,-49024000.0,33092000.0,-82116000.0,,59161000.0,5049000.0,-104355000.0,5144000.0,104751000.0,5540000.0,291803000.0,238924000.0,171400000.0,171400000.0,67524000.0,530727000.0,144297000.0,675024000.0,675024000.0,2023-12-31
