ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accrued_interest_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
107997000.0,107997000.0,12724454000.0,15171155000.0,-8052787000.0,7591847000.0,-214031000.0,-8052787000.0,2302993000.0,-5276315000.0,7567847000.0,-5244580000.0,31735000.0,-5276315000.0,-590510000.0,-590510000.0,-7482061000.0,2795176000.0,1080000.0,1080000.0,0.0,15829621000.0,15132857000.0,248067000.0,14884790000.0,2040628000.0,12844162000.0,696764000.0,45108000.0,179744000.0,179744000.0,286365000.0,262365000.0,24000000.0,24000000.0,185547000.0,115057000.0,54173000.0,70490000.0,19063000.0,51427000.0,10585041000.0,10102308000.0,46337000.0,23920000.0,16173000.0,39922000.0,388638000.0,182860000.0,40696000.0,2776472000.0,2776472000.0,6603463000.0,-3971435000.0,10574898000.0,77564000.0,9540638000.0,67403000.0,889293000.0,482733000.0,17846000.0,41959000.0,13972000.0,263917000.0,79549000.0,,184368000.0,-9166000.0,193534000.0,145039000.0,1331000.0,143708000.0,2022-12-31
108326000.0,108326000.0,12669056000.0,15125303000.0,-7963037000.0,7552674000.0,-167233000.0,-7963037000.0,2303475000.0,-5269154000.0,7528674000.0,-5230970000.0,38184000.0,-5269154000.0,-596370000.0,-596370000.0,-7473913000.0,2800046000.0,1083000.0,1083000.0,0.0,15772499000.0,15133716000.0,302721000.0,14830995000.0,2033167000.0,12797828000.0,638783000.0,24511000.0,145399000.0,145399000.0,294308000.0,270308000.0,24000000.0,24000000.0,174565000.0,112900000.0,28215000.0,61665000.0,8112000.0,53553000.0,10541529000.0,10069979000.0,47781000.0,20245000.0,11736000.0,117880000.0,396617000.0,151464000.0,37068000.0,2693883000.0,2693883000.0,6605041000.0,-4044062000.0,10649103000.0,83839000.0,9601035000.0,67501000.0,896728000.0,471550000.0,24256000.0,36615000.0,14094000.0,241949000.0,58815000.0,,183134000.0,,,154636000.0,1864000.0,152772000.0,2023-03-31
108381000.0,108381000.0,12416762000.0,14888824000.0,-7720407000.0,7503601000.0,-219772000.0,-7720407000.0,2292893000.0,-5092330000.0,7479601000.0,-5054757000.0,37573000.0,-5092330000.0,-555570000.0,-555570000.0,-7362838000.0,2824994000.0,1084000.0,1084000.0,0.0,15659227000.0,14920838000.0,330842000.0,14589996000.0,2018065000.0,12571931000.0,738389000.0,4069000.0,242003000.0,242003000.0,298828000.0,274828000.0,24000000.0,24000000.0,193489000.0,129736000.0,55104000.0,63753000.0,16726000.0,47027000.0,10604470000.0,10085853000.0,48139000.0,81860000.0,73471000.0,126126000.0,405641000.0,159320000.0,34165000.0,2628077000.0,2628077000.0,6602525000.0,-4120609000.0,10723134000.0,92187000.0,9654917000.0,70775000.0,905255000.0,518617000.0,23814000.0,72077000.0,18721000.0,202457000.0,42146000.0,,160311000.0,,,201548000.0,22379000.0,179169000.0,2023-06-30
108120000.0,108120000.0,12324557000.0,14766687000.0,-7690106000.0,7348616000.0,-203165000.0,-7690106000.0,2251585000.0,-5166486000.0,7324616000.0,-5131439000.0,35047000.0,-5166486000.0,-594305000.0,-594305000.0,-7421725000.0,2848463000.0,1081000.0,1081000.0,0.0,15465620000.0,14802472000.0,332220000.0,14470252000.0,1979150000.0,12491102000.0,663148000.0,3134000.0,185791000.0,185791000.0,296435000.0,272435000.0,24000000.0,24000000.0,177788000.0,112970000.0,30106000.0,64818000.0,18205000.0,46613000.0,10334181000.0,9874198000.0,47444000.0,76510000.0,68248000.0,135845000.0,410611000.0,143252000.0,31569000.0,2523620000.0,2523620000.0,6505347000.0,-4177788000.0,10683135000.0,96656000.0,9598234000.0,72801000.0,915444000.0,459983000.0,20850000.0,37221000.0,19346000.0,190880000.0,28334000.0,4213000.0,158333000.0,,,191686000.0,1141000.0,190545000.0,2023-09-30
108050000.0,108050000.0,12115768000.0,14463465000.0,-7626479000.0,7153433000.0,-878992000.0,-7626479000.0,2139150000.0,-5170882000.0,6510288000.0,-5135835000.0,35047000.0,-5170882000.0,-615198000.0,-615198000.0,-7450824000.0,2894060000.0,1080000.0,1080000.0,0.0,15314276000.0,13951017000.0,404161000.0,13546856000.0,1865686000.0,11681170000.0,1363259000.0,3118000.0,241265000.0,241265000.0,916609000.0,273464000.0,643145000.0,643145000.0,202267000.0,142969000.0,57496000.0,59298000.0,17096000.0,42202000.0,10178441000.0,9694174000.0,43872000.0,76186000.0,67473000.0,148104000.0,415100000.0,104674000.0,24540000.0,2455597000.0,2455597000.0,6426101000.0,-4247782000.0,10673883000.0,105627000.0,9564990000.0,76031000.0,927235000.0,484267000.0,19147000.0,38129000.0,16298000.0,201100000.0,16252000.0,2102000.0,182746000.0,-12838000.0,195584000.0,209593000.0,1046000.0,208547000.0,2023-12-31
