free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
1218206000.0,-158853000.0,-1346884000.0,1353766000.0,-15241000.0,1398550000.0,396557000.0,1001993000.0,-173207000.0,-173207000.0,0.0,717000.0,-21953000.0,,-158853000.0,-158853000.0,6882000.0,6882000.0,-1346884000.0,1353766000.0,-58247000.0,-58247000.0,2000.0,-43008000.0,7124000.0,-50132000.0,-15241000.0,-15241000.0,1233447000.0,1233447000.0,1134000.0,719087000.0,91157000.0,85862000.0,669200000.0,-127132000.0,-71906000.0,1837000.0,22068000.0,-107339000.0,-107339000.0,23549000.0,23549000.0,4481000.0,4231000.0,640536000.0,2022-10-31
-377502000.0,-9357000.0,-829134000.0,703990000.0,-19738000.0,838883000.0,1398550000.0,-559667000.0,-132522000.0,-132522000.0,,24857000.0,-22878000.0,,-9357000.0,-9357000.0,-125144000.0,-125144000.0,-829134000.0,703990000.0,-69381000.0,-69381000.0,9041000.0,-58684000.0,15866000.0,-74550000.0,-19738000.0,-19738000.0,-357764000.0,-357764000.0,1460000.0,-720096000.0,-176438000.0,-216249000.0,-353284000.0,25875000.0,110732000.0,14384000.0,21004000.0,3307000.0,3307000.0,15482000.0,15482000.0,4433000.0,4433000.0,191530000.0,2023-01-31
483529000.0,-83732000.0,-1342502000.0,948720000.0,-19806000.0,809661000.0,838883000.0,-29222000.0,-502778000.0,-502778000.0,,3429000.0,-23428000.0,,-83732000.0,-83732000.0,-393782000.0,-393782000.0,-1342502000.0,948720000.0,-29779000.0,-29779000.0,0.0,-9973000.0,32698000.0,-42671000.0,-19806000.0,-19806000.0,503335000.0,503335000.0,28987000.0,136372000.0,43698000.0,60972000.0,53344000.0,-21642000.0,-29902000.0,2641000.0,15769000.0,5339000.0,5339000.0,18611000.0,18611000.0,5302000.0,5302000.0,320216000.0,2023-04-30
514906000.0,-146231000.0,-832009000.0,760306000.0,-14556000.0,1082702000.0,809661000.0,273041000.0,-221952000.0,-221952000.0,-59000.0,18805000.0,-22764000.0,-22764000.0,-146231000.0,-146231000.0,-71703000.0,-71703000.0,-832009000.0,760306000.0,-34469000.0,-34469000.0,0.0,-19913000.0,25442000.0,-45355000.0,-14556000.0,-14556000.0,529462000.0,529462000.0,38660000.0,48723000.0,-27627000.0,-19538000.0,134788000.0,-38900000.0,32935000.0,4265000.0,3364000.0,-2882000.0,-2882000.0,20156000.0,20156000.0,-30548000.0,-30548000.0,414789000.0,2023-07-31
572536000.0,-322275000.0,-635773000.0,666126000.0,-18861000.0,1344341000.0,1082702000.0,261639000.0,-312786000.0,-312786000.0,-30000.0,1178000.0,-22012000.0,-22012000.0,-322275000.0,-322275000.0,30353000.0,30353000.0,-635773000.0,666126000.0,-16972000.0,-16972000.0,17008000.0,-15119000.0,38743000.0,-53862000.0,-18861000.0,-18861000.0,591397000.0,591397000.0,19286000.0,102336000.0,-90488000.0,151141000.0,142940000.0,-101257000.0,-31674000.0,3515000.0,29400000.0,30475000.0,30475000.0,22224000.0,22224000.0,-29701000.0,-29285000.0,445536000.0,2023-10-31
-320563000.0,-56000.0,-890178000.0,744565000.0,-13581000.0,799950000.0,1344341000.0,-544391000.0,-178045000.0,-178045000.0,167000.0,-9279000.0,-23264000.0,,-56000.0,-56000.0,-145613000.0,-145613000.0,-890178000.0,744565000.0,-59364000.0,-59364000.0,,-45783000.0,13142000.0,-58925000.0,-13581000.0,-13581000.0,-306982000.0,-306982000.0,2737000.0,-635969000.0,-27377000.0,-87958000.0,-499047000.0,-21587000.0,39761000.0,18250000.0,1471000.0,1895000.0,1895000.0,16143000.0,16143000.0,9172000.0,9172000.0,239558000.0,2024-01-31
