treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,inventory,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
13600000.0,39900000.0,53500000.0,2438000000.0,3151000000.0,-148000000.0,6394000000.0,-149000000.0,-148000000.0,246000000.0,3489000000.0,5995000000.0,3489000000.0,3489000000.0,-599000000.0,-599000000.0,2211000000.0,4276000000.0,2022000000.0,1000000.0,1000000.0,7368000000.0,4473000000.0,366000000.0,937000000.0,474000000.0,418000000.0,418000000.0,2752000000.0,246000000.0,2506000000.0,2895000000.0,380000000.0,766000000.0,766000000.0,399000000.0,399000000.0,708000000.0,642000000.0,642000000.0,642000000.0,10857000000.0,8111000000.0,394000000.0,600000000.0,3637000000.0,1019000000.0,2618000000.0,3480000000.0,-2319000000.0,5799000000.0,282000000.0,2368000000.0,2805000000.0,344000000.0,2746000000.0,50000000.0,183000000.0,2046000000.0,1240000000.0,170000000.0,636000000.0,-2000000.0,638000000.0,467000000.0,467000000.0,2022-12-31
13700000.0,39900000.0,53600000.0,2579000000.0,3122000000.0,-42000000.0,6460000000.0,-115000000.0,-42000000.0,225000000.0,3563000000.0,6061000000.0,3563000000.0,3563000000.0,-596000000.0,-596000000.0,2220000000.0,4354000000.0,2024000000.0,1000000.0,1000000.0,7286000000.0,4419000000.0,368000000.0,939000000.0,475000000.0,389000000.0,389000000.0,2723000000.0,225000000.0,2498000000.0,2867000000.0,460000000.0,810000000.0,810000000.0,399000000.0,399000000.0,693000000.0,505000000.0,505000000.0,505000000.0,10849000000.0,8097000000.0,423000000.0,623000000.0,3605000000.0,987000000.0,2618000000.0,3446000000.0,-2351000000.0,5797000000.0,5797000000.0,,,,2752000000.0,78000000.0,190000000.0,2166000000.0,1298000000.0,113000000.0,755000000.0,-2000000.0,757000000.0,318000000.0,318000000.0,2023-03-31
13700000.0,39900000.0,53600000.0,2567000000.0,3104000000.0,73000000.0,6526000000.0,-110000000.0,73000000.0,224000000.0,3646000000.0,6042000000.0,3646000000.0,3646000000.0,-592000000.0,-592000000.0,2227000000.0,4434000000.0,2030000000.0,1000000.0,1000000.0,7213000000.0,4286000000.0,367000000.0,940000000.0,475000000.0,359000000.0,359000000.0,2620000000.0,224000000.0,2396000000.0,2927000000.0,383000000.0,833000000.0,833000000.0,484000000.0,484000000.0,708000000.0,519000000.0,519000000.0,519000000.0,10859000000.0,8042000000.0,363000000.0,646000000.0,3573000000.0,955000000.0,2618000000.0,3460000000.0,-2399000000.0,5859000000.0,5859000000.0,,,,2817000000.0,78000000.0,190000000.0,2236000000.0,1266000000.0,184000000.0,786000000.0,-1000000.0,787000000.0,313000000.0,313000000.0,2023-06-30
13815416.0,39779936.0,53595352.0,2359000000.0,2680000000.0,192000000.0,6201000000.0,-230000000.0,192000000.0,212000000.0,3733000000.0,5946000000.0,3733000000.0,3733000000.0,-590000000.0,-590000000.0,2248000000.0,4532000000.0,2038000000.0,1000000.0,1000000.0,6888000000.0,4071000000.0,377000000.0,928000000.0,476000000.0,341000000.0,341000000.0,2425000000.0,212000000.0,2213000000.0,2817000000.0,431000000.0,878000000.0,878000000.0,255000000.0,255000000.0,718000000.0,535000000.0,535000000.0,535000000.0,10621000000.0,8034000000.0,374000000.0,670000000.0,3541000000.0,923000000.0,2618000000.0,3449000000.0,-2448000000.0,5897000000.0,5897000000.0,,,,2587000000.0,106000000.0,194000000.0,2178000000.0,1300000000.0,180000000.0,698000000.0,-2000000.0,700000000.0,109000000.0,109000000.0,2023-09-30
13976868.0,39618880.0,53595748.0,2015000000.0,2673000000.0,584000000.0,6538000000.0,-152000000.0,584000000.0,228000000.0,4093000000.0,6307000000.0,4093000000.0,4093000000.0,-422000000.0,-422000000.0,2286000000.0,4755000000.0,2045000000.0,1000000.0,1000000.0,7122000000.0,4090000000.0,379000000.0,902000000.0,453000000.0,367000000.0,367000000.0,2442000000.0,228000000.0,2214000000.0,3032000000.0,449000000.0,1063000000.0,1063000000.0,231000000.0,231000000.0,735000000.0,554000000.0,554000000.0,554000000.0,11215000000.0,8335000000.0,380000000.0,888000000.0,3509000000.0,891000000.0,2618000000.0,3558000000.0,-2467000000.0,6025000000.0,262000000.0,2458000000.0,2954000000.0,351000000.0,2880000000.0,83000000.0,186000000.0,2181000000.0,1537000000.0,183000000.0,461000000.0,-8000000.0,469000000.0,430000000.0,430000000.0,2023-12-31
