tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
1890000.0,0.21,1041000000.0,9000000.0,9000000.0,190000000.0,463000000.0,2261000000.0,1050000000.0,587000000.0,-266000000.0,246000000.0,-20000000.0,182890000.0,190000000.0,3481000000.0,550000000.0,356200000.0,354900000.0,0.53,0.53,190000000.0,190000000.0,190000000.0,17000000.0,173000000.0,173000000.0,168000000.0,341000000.0,57000000.0,48000000.0,4000000.0,,-4000000.0,5000000.0,-266000000.0,246000000.0,-20000000.0,550000000.0,1220000000.0,757000000.0,463000000.0,463000000.0,1770000000.0,2261000000.0,4031000000.0,4031000000.0,2022-12-31
121660000.0,0.14,1565000000.0,869000000.0,869000000.0,1433000000.0,499000000.0,2255000000.0,2434000000.0,1935000000.0,-262000000.0,262000000.0,,685660000.0,1433000000.0,3519000000.0,1739000000.0,354200000.0,352900000.0,4.05,4.06,1433000000.0,1433000000.0,1433000000.0,3000000.0,1430000000.0,1430000000.0,243000000.0,1673000000.0,1051000000.0,182000000.0,861000000.0,855000000.0,-6000000.0,8000000.0,-262000000.0,262000000.0,,884000000.0,1264000000.0,765000000.0,499000000.0,499000000.0,2148000000.0,2255000000.0,4403000000.0,4403000000.0,2023-03-31
3240000.0,0.12,960000000.0,27000000.0,27000000.0,226000000.0,495000000.0,1462000000.0,987000000.0,491000000.0,-236000000.0,236000000.0,,202240000.0,226000000.0,2673000000.0,284000000.0,347400000.0,345900000.0,0.65,0.65,226000000.0,226000000.0,226000000.0,0.0,226000000.0,226000000.0,29000000.0,255000000.0,220000000.0,193000000.0,19000000.0,13000000.0,-6000000.0,8000000.0,-236000000.0,236000000.0,,271000000.0,1212000000.0,716000000.0,496000000.0,496000000.0,1483000000.0,1461000000.0,2944000000.0,2944000000.0,2023-06-30
2940000.0,0.21,1427000000.0,14000000.0,14000000.0,526000000.0,512000000.0,1836000000.0,1441000000.0,929000000.0,-259000000.0,259000000.0,,514940000.0,526000000.0,3149000000.0,722000000.0,346500000.0,345000000.0,1.52,1.53,526000000.0,526000000.0,526000000.0,0.0,526000000.0,526000000.0,144000000.0,670000000.0,206000000.0,192000000.0,6000000.0,-1000000.0,-7000000.0,8000000.0,-259000000.0,259000000.0,,723000000.0,1313000000.0,801000000.0,512000000.0,512000000.0,2036000000.0,1836000000.0,3872000000.0,3872000000.0,2023-09-30
7713580.246914,0.175309,1151000000.0,44000000.0,44000000.0,334000000.0,525000000.0,1706000000.0,1195000000.0,670000000.0,-265000000.0,265000000.0,,297713580.246914,334000000.0,2992000000.0,451000000.0,,,,,334000000.0,334000000.0,334000000.0,0.0,334000000.0,334000000.0,71000000.0,405000000.0,218000000.0,174000000.0,5000000.0,-1000000.0,-6000000.0,39000000.0,-265000000.0,265000000.0,,452000000.0,1286000000.0,761000000.0,525000000.0,525000000.0,1738000000.0,1706000000.0,3444000000.0,3444000000.0,2023-12-31
