tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.168392,,,11008000000.0,1671000000.0,20192000000.0,12862000000.0,33054000000.0,11008000000.0,11008000000.0,2967100000.0,2962900000.0,3.57,3.58,10597000000.0,10597000000.0,55000000.0,356000000.0,11008000000.0,11008000000.0,11008000000.0,2229000000.0,13237000000.0,,,,-909000000.0,11102000000.0,1093000000.0,10009000000.0,10009000000.0,34512000000.0,34512000000.0,2022-12-31
0.0,0.209,,,12622000000.0,1649000000.0,20711000000.0,16293000000.0,37004000000.0,12622000000.0,12622000000.0,2972700000.0,2968500000.0,4.1,4.11,12193000000.0,12193000000.0,73000000.0,356000000.0,12622000000.0,12622000000.0,12622000000.0,3345000000.0,15967000000.0,,,,-869000000.0,12721000000.0,1045000000.0,11676000000.0,11676000000.0,38348000000.0,38348000000.0,2023-03-31
405684000.0,0.177,2292000000.0,2292000000.0,14472000000.0,507000000.0,21779000000.0,19865000000.0,41644000000.0,12585684000.0,14472000000.0,2948300000.0,2943800000.0,4.75,4.76,14011000000.0,14011000000.0,88000000.0,373000000.0,14472000000.0,14472000000.0,14472000000.0,3114000000.0,17586000000.0,2292000000.0,420000000.0,-2712000000.0,-913000000.0,12338000000.0,1122000000.0,11216000000.0,11216000000.0,38582000000.0,38582000000.0,2023-06-30
-173126000.0,0.214,-809000000.0,-809000000.0,13151000000.0,2019000000.0,22726000000.0,21830000000.0,44556000000.0,13786874000.0,13151000000.0,2932100000.0,2927500000.0,4.33,4.33,12685000000.0,12685000000.0,80000000.0,386000000.0,13151000000.0,13151000000.0,13151000000.0,3582000000.0,16733000000.0,-809000000.0,665000000.0,144000000.0,-682000000.0,12852000000.0,1126000000.0,11726000000.0,11726000000.0,39761000000.0,39761000000.0,2023-09-30
-593435546.530108,0.178262,-3329000000.0,-3329000000.0,9307000000.0,3337000000.0,24051000000.0,23333000000.0,47384000000.0,12042564453.469893,9307000000.0,2919100000.0,2914400000.0,3.04,3.04,8871000000.0,8871000000.0,50000000.0,386000000.0,9307000000.0,9307000000.0,9307000000.0,2019000000.0,11326000000.0,-3329000000.0,3075000000.0,254000000.0,-754000000.0,13145000000.0,1298000000.0,11847000000.0,11847000000.0,38600000000.0,38600000000.0,2023-12-31
