free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
101222000000.0,-5434000000.0,-8086000000.0,9498000000.0,0.0,12068000000.0,4129000000.0,567234000000.0,644187000000.0,15699000000.0,-92652000000.0,-142344000000.0,-142344000000.0,-761000000.0,-3376000000.0,-5434000000.0,-5434000000.0,0.0,0.0,0.0,-2759000000.0,-4171000000.0,1412000000.0,-8086000000.0,9498000000.0,-51530000000.0,-51530000000.0,-4429000000.0,-9440000000.0,45961000000.0,-55401000000.0,,101222000000.0,101222000000.0,82169000000.0,66633000000.0,14232000000.0,-17347000000.0,-17347000000.0,-17347000000.0,18651000000.0,18651000000.0,3369000000.0,717000000.0,717000000.0,1671000000.0,1671000000.0,,,11008000000.0,2022-12-31
-111241000000.0,-2690000000.0,-16171000000.0,8750000000.0,,15287000000.0,1382000000.0,546000000000.0,567234000000.0,1656000000.0,-22890000000.0,64557000000.0,64557000000.0,2513000000.0,-3374000000.0,0.0,0.0,,-2690000000.0,-2690000000.0,-9297000000.0,-1876000000.0,-7421000000.0,-16171000000.0,8750000000.0,23794000000.0,23794000000.0,-6581000000.0,24719000000.0,54830000000.0,-30111000000.0,,-111241000000.0,-111241000000.0,-128222000000.0,-124327000000.0,14129000000.0,-27847000000.0,-27847000000.0,-27847000000.0,9823000000.0,9823000000.0,1041000000.0,-606000000.0,-606000000.0,1649000000.0,1649000000.0,,,12622000000.0,2023-03-31
18865000000.0,-2477000000.0,-15832000000.0,10607000000.0,,19963000000.0,4084000000.0,495123000000.0,546000000000.0,-1584000000.0,-49293000000.0,-49915000000.0,-49915000000.0,3920000000.0,-3277000000.0,0.0,0.0,,-2477000000.0,-2477000000.0,-6484000000.0,-1259000000.0,-5225000000.0,-15832000000.0,10607000000.0,-18243000000.0,-18243000000.0,-4838000000.0,25814000000.0,52277000000.0,-26463000000.0,,18865000000.0,18865000000.0,2588000000.0,-37450000000.0,30470000000.0,3284000000.0,3284000000.0,3284000000.0,6284000000.0,6284000000.0,2743000000.0,-1632000000.0,-1632000000.0,507000000.0,507000000.0,,,14472000000.0,2023-06-30
45119000000.0,-2382000000.0,-16754000000.0,23460000000.0,,20525000000.0,75000000.0,511369000000.0,495123000000.0,-6767000000.0,23013000000.0,-4316000000.0,-4316000000.0,3149000000.0,-3386000000.0,0.0,0.0,,-2382000000.0,-2382000000.0,11144000000.0,4438000000.0,6706000000.0,-16754000000.0,23460000000.0,-17790000000.0,-17790000000.0,-1264000000.0,19485000000.0,49127000000.0,-29642000000.0,0.0,45119000000.0,45119000000.0,29668000000.0,38561000000.0,-5228000000.0,12608000000.0,12608000000.0,12608000000.0,-16273000000.0,-16273000000.0,1303000000.0,-2306000000.0,-2306000000.0,2019000000.0,2019000000.0,-100000000.0,-100000000.0,13151000000.0,2023-09-30
60231000000.0,-2275000000.0,-16123000000.0,32600000000.0,,21339000000.0,4367000000.0,624151000000.0,511369000000.0,8566000000.0,104216000000.0,-35897000000.0,-35897000000.0,-2074000000.0,-3426000000.0,0.0,0.0,,-2275000000.0,-2275000000.0,13240000000.0,-3237000000.0,16477000000.0,-16123000000.0,32600000000.0,79882000000.0,79882000000.0,-4057000000.0,25576000000.0,59000000000.0,-33424000000.0,0.0,60231000000.0,60231000000.0,39798000000.0,39538000000.0,-6401000000.0,-13433000000.0,-13433000000.0,-13433000000.0,20094000000.0,20094000000.0,4980000000.0,10000000.0,10000000.0,3337000000.0,3337000000.0,37000000.0,37000000.0,9307000000.0,2023-12-31
