tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
406102.044891,0.120936,483092000.0,3358000.0,3358000.0,427089000.0,17531000.0,506946000.0,486450000.0,468919000.0,13773000.0,13773000.0,424137102.044891,427089000.0,806633000.0,468919000.0,315201000.0,306162000.0,1.35,1.39,427089000.0,427089000.0,427089000.0,427089000.0,427089000.0,58756000.0,485845000.0,3153000.0,-205000.0,3358000.0,13773000.0,13773000.0,468919000.0,299687000.0,190423000.0,109264000.0,85443000.0,23821000.0,23821000.0,768606000.0,506946000.0,1275552000.0,1275552000.0,2022-12-31
-674091.0,0.121,511054000.0,-5571000.0,-5571000.0,436473000.0,20905000.0,546844000.0,505483000.0,484578000.0,22509000.0,22509000.0,441369909.0,436473000.0,866773000.0,484578000.0,315578000.0,306985000.0,1.38,1.42,436473000.0,436473000.0,436473000.0,436473000.0,436473000.0,60251000.0,496724000.0,-10363000.0,-4792000.0,-5571000.0,22509000.0,22509000.0,484578000.0,319929000.0,201408000.0,118521000.0,93492000.0,25029000.0,25029000.0,804507000.0,546844000.0,1351351000.0,1351351000.0,2023-03-31
3983623.0,0.161,523641000.0,24743000.0,24743000.0,491885000.0,18322000.0,574795000.0,548384000.0,530062000.0,32206000.0,32206000.0,471125623.0,491885000.0,928862000.0,530062000.0,316485000.0,308636000.0,1.55,1.59,491885000.0,491885000.0,491885000.0,491885000.0,491885000.0,94516000.0,586401000.0,24133000.0,-610000.0,24743000.0,32206000.0,32206000.0,530062000.0,354067000.0,229676000.0,124391000.0,97971000.0,26420000.0,26420000.0,884129000.0,574795000.0,1458924000.0,1458924000.0,2023-06-30
-72842.0,0.154,620174000.0,-473000.0,-473000.0,545327000.0,17006000.0,567037000.0,619701000.0,602695000.0,43676000.0,43676000.0,545727158.0,545327000.0,906761000.0,602695000.0,317631000.0,310185000.0,1.72,1.76,545327000.0,545327000.0,545327000.0,545327000.0,545327000.0,99183000.0,644510000.0,-1861000.0,-1388000.0,-473000.0,43676000.0,43676000.0,602695000.0,339724000.0,212353000.0,127371000.0,102033000.0,25338000.0,25338000.0,942419000.0,567037000.0,1509456000.0,1509456000.0,2023-09-30
0.0,0.116296,654311000.0,0.0,0.0,613636000.0,14397000.0,541211000.0,654311000.0,639914000.0,54030000.0,54030000.0,613636000.0,613636000.0,900523000.0,639914000.0,,,,,613636000.0,613636000.0,613636000.0,613636000.0,613636000.0,80755000.0,694391000.0,447000.0,447000.0,0.0,54030000.0,54030000.0,639914000.0,359312000.0,211481000.0,147831000.0,105538000.0,42293000.0,42293000.0,999226000.0,541211000.0,1540437000.0,1540437000.0,2023-12-31
