tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,average_dilution_earnings
-379687642.153146,0.205459,23286000000.0,-1848000000.0,-1848000000.0,13624000000.0,4201000000.0,35342000000.0,21438000000.0,17237000000.0,569000000.0,90000000.0,659000000.0,15092312357.846851,13624000000.0,57888000000.0,18160000000.0,12947000000.0,12897000000.0,1.05,1.06,13624000000.0,13624000000.0,13624000000.0,13624000000.0,13624000000.0,3523000000.0,17147000000.0,-1582000000.0,297000000.0,-31000000.0,-1848000000.0,569000000.0,90000000.0,659000000.0,18160000000.0,22546000000.0,10267000000.0,12279000000.0,7183000000.0,5096000000.0,5096000000.0,40706000000.0,35342000000.0,76048000000.0,76048000000.0,2022-12-31,
-21798000.0,0.173,21597000000.0,-126000000.0,-126000000.0,15051000000.0,3186000000.0,30612000000.0,21471000000.0,18285000000.0,717000000.0,80000000.0,797000000.0,15155202000.0,15051000000.0,52372000000.0,17415000000.0,12823000000.0,12781000000.0,1.17,1.18,15051000000.0,15051000000.0,15051000000.0,15051000000.0,15051000000.0,3154000000.0,18205000000.0,73000000.0,250000000.0,-51000000.0,-126000000.0,717000000.0,80000000.0,797000000.0,17415000000.0,21760000000.0,11468000000.0,10292000000.0,6533000000.0,3759000000.0,3759000000.0,39175000000.0,30612000000.0,69787000000.0,69787000000.0,2023-03-31,
-125097000.0,0.161,26120000000.0,-777000000.0,-777000000.0,18368000000.0,3397000000.0,31916000000.0,25343000000.0,21946000000.0,849000000.0,43000000.0,892000000.0,19019903000.0,18368000000.0,52766000000.0,21838000000.0,13674000000.0,12725000000.0,1.44,1.45,18368000000.0,18368000000.0,18368000000.0,18368000000.0,18368000000.0,3535000000.0,21903000000.0,-784000000.0,99000000.0,-106000000.0,-777000000.0,849000000.0,43000000.0,892000000.0,21838000000.0,20850000000.0,10588000000.0,10262000000.0,6781000000.0,3481000000.0,3481000000.0,42688000000.0,31916000000.0,74604000000.0,74604000000.0,2023-06-30,
-83780000.0,0.071,26293000000.0,-1180000000.0,-1180000000.0,19689000000.0,3800000000.0,33229000000.0,25113000000.0,21313000000.0,950000000.0,116000000.0,1066000000.0,20785220000.0,19689000000.0,55350000000.0,21343000000.0,12702580645.0,12621153846.0,1.55,1.56,19689000000.0,19689000000.0,19689000000.0,19689000000.0,19689000000.0,1508000000.0,21197000000.0,-1096000000.0,299000000.0,-215000000.0,-1180000000.0,950000000.0,116000000.0,1066000000.0,21343000000.0,22121000000.0,11258000000.0,10863000000.0,6884000000.0,3979000000.0,3979000000.0,43464000000.0,33229000000.0,76693000000.0,76693000000.0,2023-09-30,
3356955.595609,0.152589,26022000000.0,22000000.0,22000000.0,20687000000.0,1563000000.0,37575000000.0,26044000000.0,24481000000.0,1041000000.0,69000000.0,1110000000.0,20668356955.595608,20687000000.0,62613000000.0,23697000000.0,12602000000.0,12488000000.0,1.64,1.66,20687000000.0,20687000000.0,20687000000.0,20687000000.0,20687000000.0,3725000000.0,24412000000.0,-326000000.0,-92000000.0,-256000000.0,22000000.0,1041000000.0,69000000.0,1110000000.0,23697000000.0,25038000000.0,12113000000.0,12925000000.0,7719000000.0,5206000000.0,5206000000.0,48735000000.0,37575000000.0,86310000000.0,86310000000.0,2023-12-31,
253052000.0,0.164,30279000000.0,1543000000.0,1543000000.0,23662000000.0,3413000000.0,33712000000.0,31822000000.0,28409000000.0,967000000.0,94000000.0,1061000000.0,22372052000.0,23662000000.0,55067000000.0,25472000000.0,12527000000.0,12415000000.0,1.89,1.91,25303000000.0,23662000000.0,23662000000.0,23662000000.0,23662000000.0,4653000000.0,28315000000.0,1876000000.0,359000000.0,-26000000.0,1543000000.0,967000000.0,94000000.0,1061000000.0,25472000000.0,21355000000.0,11903000000.0,9452000000.0,6426000000.0,3026000000.0,3026000000.0,46827000000.0,33712000000.0,80539000000.0,80539000000.0,2024-03-31,1641000000.0
