ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number
12849000000.0,12849000000.0,29679000000.0,225100000000.0,269001000000.0,95495000000.0,225100000000.0,16822000000.0,256144000000.0,269001000000.0,256144000000.0,256144000000.0,-7603000000.0,-7603000000.0,195563000000.0,68184000000.0,68184000000.0,0.0,109120000000.0,39820000000.0,2247000000.0,9258000000.0,1113000000.0,599000000.0,514000000.0,27202000000.0,14345000000.0,12857000000.0,69300000000.0,9106000000.0,3908000000.0,3908000000.0,2477000000.0,2477000000.0,14028000000.0,39781000000.0,34653000000.0,5128000000.0,,,5128000000.0,365264000000.0,200469000000.0,6623000000.0,5261000000.0,5261000000.0,30492000000.0,30492000000.0,30492000000.0,31044000000.0,2084000000.0,28960000000.0,127049000000.0,-59042000000.0,186091000000.0,10575000000.0,27657000000.0,80648000000.0,314000000.0,66897000000.0,0.0,164795000000.0,8105000000.0,2670000000.0,40258000000.0,40258000000.0,-754000000.0,41012000000.0,113762000000.0,91883000000.0,21879000000.0,,,2022-12-31,
12722000000.0,12722000000.0,29121000000.0,229932000000.0,272755000000.0,93131000000.0,229932000000.0,17260000000.0,260894000000.0,272755000000.0,260894000000.0,260894000000.0,-6000000000.0,-6000000000.0,196625000000.0,70269000000.0,70269000000.0,0.0,108597000000.0,39743000000.0,2373000000.0,9722000000.0,1152000000.0,610000000.0,542000000.0,26496000000.0,14635000000.0,11861000000.0,68854000000.0,9354000000.0,3715000000.0,3715000000.0,2625000000.0,2625000000.0,9954000000.0,43206000000.0,33805000000.0,9401000000.0,5217000000.0,5217000000.0,4184000000.0,369491000000.0,207506000000.0,6439000000.0,6885000000.0,6885000000.0,31213000000.0,31213000000.0,31213000000.0,30962000000.0,1968000000.0,28994000000.0,132007000000.0,-60875000000.0,192882000000.0,11011000000.0,30573000000.0,83024000000.0,326000000.0,67948000000.0,0.0,161985000000.0,8532000000.0,2315000000.0,36036000000.0,36036000000.0,-743000000.0,36779000000.0,115102000000.0,89178000000.0,25924000000.0,16233000000.0,9691000000.0,2023-03-31,
12629000000.0,12629000000.0,29114000000.0,235965000000.0,279005000000.0,91079000000.0,235965000000.0,17250000000.0,267141000000.0,279005000000.0,267141000000.0,267141000000.0,-5991000000.0,-5991000000.0,200884000000.0,72248000000.0,72248000000.0,0.0,115903000000.0,38194000000.0,1765000000.0,8753000000.0,1225000000.0,667000000.0,558000000.0,26451000000.0,14587000000.0,11864000000.0,77709000000.0,9446000000.0,3846000000.0,3846000000.0,2663000000.0,2663000000.0,11260000000.0,50494000000.0,34311000000.0,16183000000.0,10870000000.0,10870000000.0,5313000000.0,383044000000.0,214256000000.0,6822000000.0,9357000000.0,9357000000.0,31224000000.0,31224000000.0,31224000000.0,31176000000.0,1966000000.0,29210000000.0,135677000000.0,-62917000000.0,198594000000.0,11286000000.0,32019000000.0,86061000000.0,338000000.0,68890000000.0,0.0,168788000000.0,9421000000.0,2231000000.0,38804000000.0,38804000000.0,-836000000.0,39640000000.0,118332000000.0,92403000000.0,25929000000.0,17368000000.0,8561000000.0,2023-06-30,
12541000000.0,12541000000.0,29046000000.0,242223000000.0,285069000000.0,90015000000.0,242223000000.0,17179000000.0,273202000000.0,285069000000.0,273202000000.0,273202000000.0,-7036000000.0,-7036000000.0,205647000000.0,74591000000.0,74591000000.0,0.0,123509000000.0,37214000000.0,1433000000.0,8038000000.0,1412000000.0,884000000.0,528000000.0,26331000000.0,14464000000.0,11867000000.0,86295000000.0,9143000000.0,4303000000.0,4303000000.0,2715000000.0,2715000000.0,12562000000.0,57572000000.0,38241000000.0,19331000000.0,13528000000.0,13528000000.0,5803000000.0,396711000000.0,220401000000.0,7628000000.0,10983000000.0,10983000000.0,30907000000.0,30907000000.0,30907000000.0,30979000000.0,1833000000.0,29146000000.0,139904000000.0,-64750000000.0,204654000000.0,11441000000.0,32305000000.0,89127000000.0,424000000.0,71357000000.0,0.0,176310000000.0,12398000000.0,2957000000.0,41020000000.0,41020000000.0,-832000000.0,41852000000.0,119935000000.0,89233000000.0,30702000000.0,21408000000.0,9294000000.0,2023-09-30,
12460000000.0,12460000000.0,28504000000.0,254181000000.0,295249000000.0,89716000000.0,254181000000.0,16634000000.0,283379000000.0,295249000000.0,283379000000.0,283379000000.0,-4402000000.0,-4402000000.0,211247000000.0,76534000000.0,76534000000.0,0.0,119013000000.0,37199000000.0,1616000000.0,8474000000.0,1396000000.0,911000000.0,485000000.0,25713000000.0,13843000000.0,11870000000.0,81814000000.0,9525000000.0,4137000000.0,4137000000.0,2791000000.0,2791000000.0,15140000000.0,50221000000.0,39980000000.0,10241000000.0,2748000000.0,2748000000.0,7493000000.0,402392000000.0,230862000000.0,10051000000.0,12169000000.0,12169000000.0,31008000000.0,31008000000.0,31008000000.0,29198000000.0,,29198000000.0,148436000000.0,-67458000000.0,215894000000.0,11425000000.0,35229000000.0,94685000000.0,472000000.0,74083000000.0,0.0,171530000000.0,12650000000.0,,47964000000.0,47964000000.0,-771000000.0,48735000000.0,110916000000.0,86868000000.0,24048000000.0,,,2023-12-31,0.0
12381000000.0,12381000000.0,28059000000.0,263661000000.0,304717000000.0,88474000000.0,263661000000.0,16186000000.0,292844000000.0,304717000000.0,292844000000.0,292844000000.0,-4839000000.0,-4839000000.0,219770000000.0,77913000000.0,77913000000.0,0.0,114506000000.0,37509000000.0,1683000000.0,9234000000.0,1407000000.0,921000000.0,486000000.0,25185000000.0,13312000000.0,11873000000.0,76997000000.0,9475000000.0,3973000000.0,3973000000.0,2874000000.0,2874000000.0,9703000000.0,50972000000.0,39848000000.0,11124000000.0,4926000000.0,4926000000.0,6198000000.0,407350000000.0,241879000000.0,10065000000.0,11687000000.0,11687000000.0,33994000000.0,33994000000.0,33994000000.0,29183000000.0,,29183000000.0,156950000000.0,-70004000000.0,226954000000.0,11576000000.0,37679000000.0,99744000000.0,534000000.0,77421000000.0,0.0,165471000000.0,12829000000.0,,44552000000.0,44552000000.0,-745000000.0,45297000000.0,108090000000.0,83597000000.0,24493000000.0,12664000000.0,11829000000.0,2024-03-31,
