treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
,185975709.0,185975709.0,335630000.0,1239316000.0,4424954000.0,11546424000.0,4175928000.0,4424954000.0,251934000.0,10559042000.0,11546424000.0,10559042000.0,10559042000.0,-121161000.0,-121161000.0,-3375836000.0,14055853000.0,186000.0,186000.0,0.0,2005262000.0,1197104000.0,23881000.0,1173223000.0,185841000.0,987382000.0,808158000.0,,139110000.0,139110000.0,66093000.0,66093000.0,66132000.0,536823000.0,319899000.0,216924000.0,92319000.0,124605000.0,12564304000.0,7580218000.0,360899000.0,699911000.0,699911000.0,6134088000.0,849935000.0,5284153000.0,385320000.0,-286296000.0,671616000.0,91660000.0,,221548000.0,358408000.0,0.0,4984086000.0,281510000.0,,547507000.0,547507000.0,4155069000.0,3503317000.0,651752000.0,2022-12-31
,185739523.0,185739523.0,352945000.0,1232727000.0,4236779000.0,11306635000.0,4068087000.0,4236779000.0,244958000.0,10318866000.0,11306635000.0,10318866000.0,10318866000.0,-71945000.0,-71945000.0,-3842965000.0,14233590000.0,186000.0,186000.0,0.0,1980042000.0,1191593000.0,23878000.0,1167715000.0,179946000.0,987769000.0,788449000.0,33469000.0,136517000.0,136517000.0,65012000.0,65012000.0,35695000.0,517756000.0,305698000.0,212058000.0,90901000.0,121157000.0,12298908000.0,7442372000.0,318547000.0,684144000.0,684144000.0,6082087000.0,797699000.0,5284388000.0,357594000.0,-310143000.0,667737000.0,92475000.0,269463000.0,204710000.0,101089000.0,0.0,4856536000.0,335565000.0,,575664000.0,575664000.0,3945307000.0,3310483000.0,634824000.0,2023-03-31
,181174616.0,181174616.0,313079000.0,1211560000.0,4005649000.0,10964719000.0,3904697000.0,4005649000.0,223400000.0,9976559000.0,10964719000.0,9976559000.0,9976559000.0,-60275000.0,-60275000.0,-4382293000.0,14418946000.0,181000.0,181000.0,0.0,1927927000.0,1168124000.0,19194000.0,1148930000.0,160770000.0,988160000.0,759803000.0,42789000.0,139434000.0,139434000.0,62630000.0,62630000.0,12558000.0,502392000.0,330359000.0,172033000.0,78533000.0,93500000.0,11904486000.0,7239986000.0,290551000.0,656940000.0,656940000.0,5970910000.0,727644000.0,5243266000.0,321585000.0,-327274000.0,648859000.0,92610000.0,,191149000.0,365100000.0,0.0,4664500000.0,315059000.0,65667000.0,599806000.0,599806000.0,3683968000.0,3008887000.0,675081000.0,2023-06-30
0.0,182066098.0,182066098.0,310638000.0,1194414000.0,4057394000.0,10967936000.0,4015461000.0,4057394000.0,205859000.0,9979381000.0,10967936000.0,9979381000.0,9979381000.0,-52726000.0,-52726000.0,-4578962000.0,14610887000.0,182000.0,182000.0,0.0,1878357000.0,1152240000.0,18298000.0,1133942000.0,145387000.0,988555000.0,726117000.0,11659000.0,145955000.0,145955000.0,60472000.0,60472000.0,19743000.0,488288000.0,306889000.0,181399000.0,76975000.0,104424000.0,11857738000.0,7116160000.0,269672000.0,623118000.0,623118000.0,5921987000.0,678721000.0,5243266000.0,301383000.0,-351953000.0,653336000.0,92491000.0,285905000.0,184153000.0,90787000.0,0.0,4741578000.0,326968000.0,,557201000.0,557201000.0,3857409000.0,3179492000.0,677917000.0,2023-09-30
,182066098.0,182066098.0,333022000.0,1177275000.0,4138796000.0,10721505000.0,4165675000.0,4138796000.0,188322000.0,9732552000.0,10721505000.0,9732552000.0,9732552000.0,619000.0,619000.0,-5065972000.0,14797723000.0,182000.0,182000.0,0.0,1877155000.0,1138858000.0,19944000.0,1118914000.0,129961000.0,988953000.0,738297000.0,29086000.0,144499000.0,144499000.0,58361000.0,58361000.0,11645000.0,494706000.0,304178000.0,190528000.0,70913000.0,119615000.0,11609707000.0,6705735000.0,234799000.0,593582000.0,593582000.0,5593756000.0,350490000.0,5243266000.0,283598000.0,-374976000.0,658574000.0,92315000.0,,178502000.0,387757000.0,0.0,4903972000.0,329204000.0,,562773000.0,562773000.0,4011995000.0,3356064000.0,655931000.0,2023-12-31
