free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date,sale_of_business
-74098000.0,,-4040000.0,0.0,0.0,-15643000.0,0.0,1932000.0,656078000.0,637163000.0,-86000.0,19001000.0,11755000.0,11755000.0,-18000.0,15813000.0,0.0,,0.0,-4040000.0,-4040000.0,-4040000.0,0.0,65701000.0,65701000.0,85901000.0,373479000.0,-287578000.0,-4557000.0,,-5787000.0,-5787000.0,-9856000.0,-58455000.0,-58455000.0,-160856000.0,3518000.0,-14794000.0,-34796000.0,-28227000.0,-46978000.0,18751000.0,18751000.0,-13255000.0,-73302000.0,-73302000.0,30805000.0,192300000.0,13226000.0,-2959000.0,5265000.0,71247000.0,71247000.0,21939000.0,21939000.0,-229422000.0,2022-12-31,
-114477000.0,-114993000.0,-7353000.0,,,-16611000.0,18750000.0,3479000.0,639178000.0,656078000.0,39000.0,-16939000.0,-121538000.0,-121538000.0,-2456000.0,3264000.0,-114993000.0,-114993000.0,,-7353000.0,-7353000.0,-7353000.0,,202465000.0,202465000.0,219076000.0,355195000.0,-136119000.0,0.0,0.0,-6751000.0,-6751000.0,-9860000.0,-97866000.0,-97866000.0,-143196000.0,-2611000.0,-13387000.0,-21481000.0,-19064000.0,-19130000.0,66000.0,66000.0,-51438000.0,-35215000.0,,43405000.0,170799000.0,,67938000.0,3515000.0,71393000.0,71393000.0,30419000.0,30419000.0,-342139000.0,2023-03-31,
71928000.0,-370128000.0,-2451000.0,,,-11718000.0,511000.0,14099000.0,675081000.0,639178000.0,69000.0,43140000.0,-347818000.0,-347818000.0,-53000.0,24814000.0,-370128000.0,-370128000.0,,-2451000.0,-2451000.0,-2451000.0,,307312000.0,307312000.0,319200000.0,694815000.0,-375615000.0,-170000.0,-170000.0,-1503000.0,-1503000.0,-10215000.0,83646000.0,83646000.0,-97978000.0,2917000.0,-13720000.0,2301000.0,-38883000.0,-25235000.0,-13648000.0,-13648000.0,6322000.0,-56915000.0,,22011000.0,153094000.0,,9332000.0,1877000.0,74995000.0,74995000.0,64638000.0,32361000.0,-166187000.0,2023-06-30,
195211000.0,-63750000.0,-3959000.0,,,-11216000.0,18955000.0,5338000.0,677917000.0,675081000.0,0.0,-4470000.0,-66865000.0,-66865000.0,-27000.0,871000.0,-63750000.0,-63750000.0,,-3959000.0,-3959000.0,-3959000.0,,-144032000.0,-144032000.0,-165410000.0,714831000.0,-880241000.0,32594000.0,-5600000.0,-765000.0,-765000.0,-10451000.0,206427000.0,206427000.0,875000.0,6521000.0,-16775000.0,3813000.0,-4308000.0,-15312000.0,11004000.0,11004000.0,-11390000.0,23014000.0,23014000.0,26634000.0,185474000.0,19590000.0,3162000.0,-989000.0,72580000.0,72580000.0,31058000.0,31058000.0,-141707000.0,2023-09-30,
210855000.0,-119880000.0,-2371000.0,,,-11690000.0,173000.0,14902000.0,655931000.0,677917000.0,0.0,-21986000.0,-107389000.0,-107389000.0,-29000.0,14891000.0,-119880000.0,-119880000.0,,-2371000.0,-2371000.0,-2371000.0,,-137142000.0,-137142000.0,-125452000.0,435576000.0,-561028000.0,0.0,0.0,-2291000.0,-2291000.0,-9399000.0,222545000.0,222545000.0,9654000.0,-1456000.0,-8984000.0,13039000.0,22809000.0,7861000.0,14948000.0,14948000.0,223000.0,-15977000.0,-15977000.0,27828000.0,166490000.0,10405000.0,286226000.0,-4447000.0,65445000.0,65445000.0,36102000.0,28059000.0,-365408000.0,2023-12-31,0.0
