treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,assets_held_for_sale_current,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_equity_adjustments,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings
20159225.0,1344240971.0,1364400196.0,18586000000.0,23190000000.0,2476000000.0,29889000000.0,24038000000.0,2476000000.0,228000000.0,6927000000.0,29889000000.0,6976000000.0,49000000.0,6927000000.0,-2278000000.0,230000000.0,7906000000.0,1504000000.0,25000000.0,25000000.0,32405000000.0,26773000000.0,1992000000.0,204000000.0,449000000.0,449000000.0,85000000.0,85000000.0,23190000000.0,228000000.0,22962000000.0,853000000.0,5632000000.0,33000000.0,33000000.0,535000000.0,5064000000.0,700000000.0,4364000000.0,156000000.0,506000000.0,3702000000.0,39381000000.0,9711000000.0,1219000000.0,433000000.0,433000000.0,189000000.0,385000000.0,385000000.0,4451000000.0,1129000000.0,3322000000.0,3034000000.0,-4518000000.0,7552000000.0,194000000.0,2258000000.0,3293000000.0,1807000000.0,29670000000.0,0.0,753000000.0,4811000000.0,2385000000.0,471000000.0,1955000000.0,19730000000.0,298000000.0,19432000000.0,-23000000.0,19455000000.0,4376000000.0,4376000000.0,2022-12-31,,,,
24694796.0,1339705400.0,1364400196.0,20339000000.0,23772000000.0,2611000000.0,30876000000.0,24674000000.0,2611000000.0,220000000.0,7324000000.0,30876000000.0,7451000000.0,127000000.0,7324000000.0,-2316000000.0,301000000.0,8388000000.0,1528000000.0,25000000.0,25000000.0,33115000000.0,27413000000.0,2110000000.0,177000000.0,449000000.0,449000000.0,44000000.0,44000000.0,23772000000.0,220000000.0,23552000000.0,861000000.0,5702000000.0,37000000.0,37000000.0,410000000.0,5255000000.0,787000000.0,4468000000.0,57000000.0,514000000.0,3897000000.0,40566000000.0,10190000000.0,1463000000.0,434000000.0,434000000.0,179000000.0,357000000.0,357000000.0,4713000000.0,1199000000.0,3514000000.0,3044000000.0,,3044000000.0,,3044000000.0,,,30376000000.0,,792000000.0,5983000000.0,3108000000.0,773000000.0,2102000000.0,20388000000.0,255000000.0,20133000000.0,,20133000000.0,3213000000.0,3213000000.0,2023-03-31,,,,
30046699.0,1334353497.0,1364400196.0,21676000000.0,25101000000.0,2781000000.0,32370000000.0,26383000000.0,2781000000.0,231000000.0,7500000000.0,32370000000.0,7630000000.0,130000000.0,7500000000.0,-2246000000.0,382000000.0,8567000000.0,1536000000.0,25000000.0,25000000.0,35057000000.0,29112000000.0,2367000000.0,243000000.0,442000000.0,442000000.0,37000000.0,37000000.0,25101000000.0,231000000.0,24870000000.0,922000000.0,5945000000.0,40000000.0,40000000.0,481000000.0,5424000000.0,822000000.0,4602000000.0,111000000.0,554000000.0,3937000000.0,42687000000.0,10359000000.0,1352000000.0,587000000.0,587000000.0,195000000.0,405000000.0,405000000.0,4719000000.0,1229000000.0,3490000000.0,3101000000.0,,3101000000.0,,3101000000.0,,,32328000000.0,,731000000.0,6411000000.0,3503000000.0,822000000.0,2086000000.0,21992000000.0,260000000.0,21732000000.0,,21732000000.0,3194000000.0,3194000000.0,2023-06-30,,,,
33916520.0,1330483676.0,1364400196.0,21979000000.0,25199000000.0,3258000000.0,32943000000.0,27203000000.0,3258000000.0,241000000.0,7985000000.0,32943000000.0,8115000000.0,130000000.0,7985000000.0,-2300000000.0,437000000.0,9134000000.0,1563000000.0,25000000.0,25000000.0,34926000000.0,29329000000.0,2531000000.0,246000000.0,421000000.0,421000000.0,26000000.0,26000000.0,25199000000.0,241000000.0,24958000000.0,906000000.0,5597000000.0,43000000.0,43000000.0,511000000.0,5043000000.0,886000000.0,4157000000.0,76000000.0,507000000.0,3574000000.0,43041000000.0,10241000000.0,1035000000.0,704000000.0,704000000.0,163000000.0,477000000.0,477000000.0,4727000000.0,1237000000.0,3490000000.0,3135000000.0,,3135000000.0,,3135000000.0,,,32800000000.0,,706000000.0,6447000000.0,3699000000.0,637000000.0,2111000000.0,22668000000.0,229000000.0,22439000000.0,,,2979000000.0,2979000000.0,2023-09-30,,,,
76177984.0,1288222212.0,1364400196.0,23004000000.0,27626000000.0,3208000000.0,35440000000.0,17894000000.0,3208000000.0,300000000.0,8114000000.0,23963000000.0,8234000000.0,120000000.0,8114000000.0,-2374000000.0,865000000.0,9750000000.0,1578000000.0,25000000.0,25000000.0,38117000000.0,20659000000.0,3374000000.0,216000000.0,476000000.0,476000000.0,35000000.0,35000000.0,16149000000.0,300000000.0,15849000000.0,409000000.0,17458000000.0,50000000.0,50000000.0,524000000.0,5407000000.0,946000000.0,4461000000.0,146000000.0,704000000.0,3611000000.0,46351000000.0,10999000000.0,1085000000.0,979000000.0,979000000.0,136000000.0,563000000.0,563000000.0,4906000000.0,1292000000.0,3614000000.0,3330000000.0,-4690000000.0,8020000000.0,276000000.0,2207000000.0,3641000000.0,1896000000.0,35352000000.0,,723000000.0,5545000000.0,3211000000.0,443000000.0,1891000000.0,24762000000.0,380000000.0,24382000000.0,-24000000.0,24406000000.0,4322000000.0,4322000000.0,2023-12-31,-2374000000.0,11477000000.0,11477000000.0,11477000000.0
