ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,investmentin_financial_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,additional_paid_in_capital
2103027500.0,2103027500.0,7153000000.0,20487000000.0,-7407000000.0,57411000000.0,8506000000.0,-7407000000.0,36924000000.0,1981000000.0,57411000000.0,36924000000.0,36924000000.0,-28000000.0,-1259000000.0,-213000000.0,-785000000.0,-167000000.0,-94000000.0,16403000000.0,21808000000.0,21808000000.0,1981000000.0,48463000000.0,29110000000.0,3180000000.0,5443000000.0,5443000000.0,20487000000.0,20487000000.0,19353000000.0,9144000000.0,736000000.0,9473000000.0,5642000000.0,3831000000.0,3573000000.0,258000000.0,85387000000.0,57528000000.0,7226000000.0,2735000000.0,2735000000.0,44331000000.0,26307000000.0,18024000000.0,3236000000.0,,,,,,,,27859000000.0,3204000000.0,4296000000.0,4240000000.0,2127000000.0,2113000000.0,16119000000.0,2785000000.0,13334000000.0,2022-12-31,,
2096027500.0,2096027500.0,6764000000.0,20606000000.0,-6087000000.0,59171000000.0,9560000000.0,-6087000000.0,38565000000.0,1885000000.0,59171000000.0,38565000000.0,38565000000.0,-35000000.0,-990000000.0,-268000000.0,-495000000.0,-161000000.0,-66000000.0,17610000000.0,21980000000.0,21980000000.0,1885000000.0,48190000000.0,29093000000.0,3025000000.0,5462000000.0,5462000000.0,20606000000.0,20606000000.0,19097000000.0,9522000000.0,998000000.0,8577000000.0,5228000000.0,3349000000.0,3069000000.0,280000000.0,86755000000.0,58098000000.0,7247000000.0,2840000000.0,2840000000.0,44652000000.0,26574000000.0,18078000000.0,3359000000.0,,,,,,,,28657000000.0,3644000000.0,4355000000.0,4064000000.0,1942000000.0,2122000000.0,16594000000.0,2752000000.0,13842000000.0,2023-03-31,,
2081027500.0,2081027500.0,4970000000.0,20560000000.0,-5677000000.0,59541000000.0,10440000000.0,-5677000000.0,38981000000.0,1786000000.0,59541000000.0,38981000000.0,38981000000.0,-25000000.0,-978000000.0,-259000000.0,-481000000.0,-158000000.0,-80000000.0,17908000000.0,22076000000.0,22076000000.0,1786000000.0,50253000000.0,29023000000.0,3083000000.0,5380000000.0,5380000000.0,20560000000.0,20560000000.0,21230000000.0,10439000000.0,1215000000.0,9576000000.0,5620000000.0,3956000000.0,3675000000.0,281000000.0,89234000000.0,57564000000.0,7414000000.0,2122000000.0,2122000000.0,44658000000.0,26576000000.0,18082000000.0,3370000000.0,,,,,,,,31670000000.0,3644000000.0,4534000000.0,4736000000.0,2454000000.0,2282000000.0,18756000000.0,3166000000.0,15590000000.0,2023-06-30,,
2068027500.0,2068027500.0,4177000000.0,20463000000.0,-5368000000.0,59196000000.0,10434000000.0,-5368000000.0,38733000000.0,,59196000000.0,38733000000.0,38733000000.0,-140000000.0,-1317000000.0,-177000000.0,-921000000.0,-155000000.0,-64000000.0,18040000000.0,22150000000.0,22150000000.0,,51766000000.0,28668000000.0,3091000000.0,5114000000.0,5114000000.0,20463000000.0,20463000000.0,23098000000.0,11182000000.0,1506000000.0,10410000000.0,6766000000.0,3644000000.0,3269000000.0,375000000.0,90499000000.0,56967000000.0,7520000000.0,1921000000.0,1921000000.0,44101000000.0,26104000000.0,17997000000.0,3425000000.0,-5355000000.0,8780000000.0,344000000.0,7343000000.0,1022000000.0,71000000.0,0.0,33532000000.0,4161000000.0,4769000000.0,4474000000.0,2183000000.0,2291000000.0,20128000000.0,3842000000.0,16286000000.0,2023-09-30,,
2054664216.0,2054664216.0,7112000000.0,20703000000.0,-5126000000.0,60436000000.0,10098000000.0,-5126000000.0,39733000000.0,,60436000000.0,39733000000.0,39733000000.0,-139000000.0,-655000000.0,-208000000.0,-276000000.0,-153000000.0,-18000000.0,18422000000.0,22105000000.0,22105000000.0,,51676000000.0,29042000000.0,3064000000.0,5275000000.0,5275000000.0,20703000000.0,20703000000.0,22634000000.0,11198000000.0,816000000.0,10620000000.0,6548000000.0,4072000000.0,3724000000.0,348000000.0,91409000000.0,58677000000.0,7537000000.0,2809000000.0,2809000000.0,44859000000.0,26739000000.0,18120000000.0,3472000000.0,,,,,,,,32732000000.0,4325000000.0,4780000000.0,5031000000.0,2525000000.0,2506000000.0,18596000000.0,5005000000.0,13591000000.0,2023-12-31,0.0,
2046476364.0,2046476364.0,7610000000.0,20603000000.0,-6329000000.0,59486000000.0,9332000000.0,-4727000000.0,38883000000.0,1602000000.0,61088000000.0,40485000000.0,40485000000.0,-175000000.0,-998000000.0,-162000000.0,-666000000.0,-145000000.0,-25000000.0,19347000000.0,1602000000.0,0.0,1602000000.0,51914000000.0,28471000000.0,2723000000.0,5145000000.0,5145000000.0,20603000000.0,20603000000.0,23443000000.0,11316000000.0,1065000000.0,11062000000.0,6239000000.0,4823000000.0,4485000000.0,338000000.0,92399000000.0,59624000000.0,7690000000.0,3092000000.0,3092000000.0,45212000000.0,26375000000.0,18837000000.0,3630000000.0,,,,,,,,32775000000.0,4291000000.0,4951000000.0,5830000000.0,3558000000.0,2272000000.0,17703000000.0,4710000000.0,12993000000.0,2024-03-31,0.0,20709000000.0
