tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-50720000.0,0.16,5658000000.0,-317000000.0,-317000000.0,4179000000.0,227000000.0,1515000000.0,5341000000.0,5114000000.0,-137000000.0,137000000.0,4445280000.0,4179000000.0,2505000000.0,5090000000.0,2102000000.0,1884000000.0,1.99,1.99,4179000000.0,4179000000.0,4179000000.0,4179000000.0,4179000000.0,798000000.0,4977000000.0,-317000000.0,-341000000.0,341000000.0,24000000.0,-137000000.0,137000000.0,5431000000.0,990000000.0,227000000.0,227000000.0,763000000.0,332000000.0,431000000.0,431000000.0,6421000000.0,1515000000.0,7936000000.0,10135000000.0,2022-12-31
16212000.0,0.193,5570000000.0,84000000.0,84000000.0,4257000000.0,234000000.0,1694000000.0,5654000000.0,5420000000.0,-142000000.0,142000000.0,4189212000.0,4257000000.0,2649000000.0,5336000000.0,2093000000.0,1879000000.0,2.03,2.04,4257000000.0,4257000000.0,4257000000.0,4257000000.0,4257000000.0,1021000000.0,5278000000.0,84000000.0,0.0,,84000000.0,-142000000.0,142000000.0,5336000000.0,955000000.0,234000000.0,234000000.0,721000000.0,309000000.0,412000000.0,412000000.0,6291000000.0,1694000000.0,7985000000.0,10339000000.0,2023-03-31
-29376000.0,0.192,5716000000.0,-153000000.0,-153000000.0,4156000000.0,235000000.0,1663000000.0,5563000000.0,5328000000.0,-182000000.0,182000000.0,4279624000.0,4156000000.0,2642000000.0,5024000000.0,2080000000.0,1614000000.0,2.0,2.0,4156000000.0,4156000000.0,4156000000.0,4156000000.0,4156000000.0,990000000.0,5146000000.0,-153000000.0,-457000000.0,457000000.0,304000000.0,-182000000.0,182000000.0,5481000000.0,979000000.0,235000000.0,235000000.0,744000000.0,297000000.0,447000000.0,447000000.0,6460000000.0,1663000000.0,8123000000.0,10693000000.0,2023-06-30
23722498.225692,0.169446,5926000000.0,140000000.0,140000000.0,4681000000.0,247000000.0,1695000000.0,6066000000.0,5819000000.0,-183000000.0,183000000.0,4564722498.225692,4681000000.0,2930000000.0,5550000000.0,2065000000.0,1603000000.0,2.27,2.27,4681000000.0,4681000000.0,4681000000.0,4681000000.0,4681000000.0,955000000.0,5636000000.0,140000000.0,-129000000.0,129000000.0,269000000.0,-183000000.0,183000000.0,5679000000.0,1235000000.0,247000000.0,247000000.0,988000000.0,403000000.0,585000000.0,585000000.0,6914000000.0,1695000000.0,8609000000.0,11304000000.0,2023-09-30
50806000.0,0.191,6210000000.0,266000000.0,266000000.0,4890000000.0,247000000.0,1660000000.0,6476000000.0,6229000000.0,-187000000.0,187000000.0,4674806000.0,4890000000.0,2671000000.0,5954000000.0,2045000000.0,1584000000.0,2.39,2.39,4890000000.0,4890000000.0,4890000000.0,4890000000.0,4890000000.0,1152000000.0,6042000000.0,266000000.0,-9000000.0,9000000.0,275000000.0,-187000000.0,187000000.0,5963000000.0,1011000000.0,247000000.0,247000000.0,764000000.0,293000000.0,471000000.0,471000000.0,6974000000.0,1660000000.0,8634000000.0,11290000000.0,2023-12-31
-29106000.0,0.154,6033000000.0,-189000000.0,-189000000.0,4663000000.0,249000000.0,1792000000.0,5844000000.0,5595000000.0,-82000000.0,82000000.0,4822894000.0,4663000000.0,2991000000.0,5354000000.0,2039000000.0,1579000000.0,2.29,2.29,4663000000.0,4663000000.0,4663000000.0,4663000000.0,4663000000.0,850000000.0,5513000000.0,-189000000.0,-430000000.0,430000000.0,241000000.0,-82000000.0,82000000.0,5784000000.0,1199000000.0,249000000.0,249000000.0,950000000.0,338000000.0,612000000.0,612000000.0,6983000000.0,1792000000.0,8775000000.0,11276000000.0,2024-03-31
