ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,other_inventories,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
1330148578.0,1330148578.0,21734000000.0,26617000000.0,-4192000000.0,78442000000.0,10933000000.0,-4192000000.0,55000000.0,51880000000.0,72578000000.0,52057000000.0,177000000.0,51880000000.0,,-2361000000.0,-2361000000.0,29799000000.0,24442000000.0,0.0,0.0,41184000000.0,26719000000.0,1433000000.0,1048000000.0,2614000000.0,871000000.0,871000000.0,20753000000.0,55000000.0,20698000000.0,14465000000.0,,5864000000.0,,5864000000.0,,1721000000.0,6880000000.0,4031000000.0,2849000000.0,651000000.0,651000000.0,2198000000.0,93241000000.0,67844000000.0,3124000000.0,3350000000.0,56072000000.0,15655000000.0,40417000000.0,5298000000.0,-8199000000.0,13497000000.0,,,,,,,25398000000.0,3287000000.0,5055000000.0,,3317000000.0,769000000.0,969000000.0,5626000000.0,5626000000.0,-203000000.0,5829000000.0,11430000000.0,6602000000.0,4828000000.0,2022-10-31,
1330376287.0,1330376287.0,23552000000.0,28128000000.0,-5389000000.0,79514000000.0,10942000000.0,-5389000000.0,55000000.0,51441000000.0,73596000000.0,51618000000.0,177000000.0,51441000000.0,,-3189000000.0,-3189000000.0,30117000000.0,24513000000.0,0.0,0.0,42516000000.0,28094000000.0,1729000000.0,1103000000.0,2305000000.0,747000000.0,747000000.0,22210000000.0,55000000.0,22155000000.0,14422000000.0,1000000.0,5918000000.0,,5918000000.0,,2007000000.0,6496000000.0,3630000000.0,2866000000.0,657000000.0,657000000.0,2209000000.0,94134000000.0,68770000000.0,3142000000.0,3361000000.0,56830000000.0,15265000000.0,41565000000.0,5437000000.0,-8489000000.0,13926000000.0,,,,,,,25364000000.0,2965000000.0,5375000000.0,,3545000000.0,797000000.0,1033000000.0,5887000000.0,5887000000.0,-207000000.0,6094000000.0,11137000000.0,6616000000.0,4521000000.0,2023-01-31,
1330809036.0,1330809036.0,22757000000.0,24364000000.0,-4786000000.0,75783000000.0,12624000000.0,-4786000000.0,64000000.0,51483000000.0,75770000000.0,51665000000.0,182000000.0,51483000000.0,,-3499000000.0,-3499000000.0,30392000000.0,24590000000.0,0.0,0.0,39283000000.0,30232000000.0,1727000000.0,1093000000.0,2360000000.0,708000000.0,708000000.0,24344000000.0,57000000.0,24287000000.0,9051000000.0,-1000000.0,20000000.0,7000000.0,13000000.0,13000000.0,1949000000.0,7083000000.0,3581000000.0,3502000000.0,840000000.0,840000000.0,2662000000.0,90948000000.0,69274000000.0,3959000000.0,3477000000.0,56269000000.0,14844000000.0,41425000000.0,5569000000.0,-8493000000.0,14062000000.0,1754000000.0,6707000000.0,2952000000.0,2487000000.0,162000000.0,0.0,21675000000.0,2425000000.0,5293000000.0,1000000.0,3440000000.0,789000000.0,1063000000.0,5998000000.0,5998000000.0,-176000000.0,6174000000.0,7959000000.0,6416000000.0,1543000000.0,2023-04-30,
1330498304.0,1330498304.0,23586000000.0,24982000000.0,-4692000000.0,76103000000.0,12822000000.0,-4692000000.0,57000000.0,51178000000.0,75584000000.0,51366000000.0,188000000.0,51178000000.0,,-3674000000.0,-3674000000.0,30265000000.0,24587000000.0,0.0,0.0,39410000000.0,30363000000.0,1714000000.0,1092000000.0,2407000000.0,687000000.0,687000000.0,24463000000.0,57000000.0,24406000000.0,9047000000.0,,519000000.0,,519000000.0,,1695000000.0,6833000000.0,3581000000.0,3252000000.0,1013000000.0,1013000000.0,2239000000.0,90776000000.0,68908000000.0,3912000000.0,3461000000.0,55870000000.0,14434000000.0,41436000000.0,5665000000.0,,,,,,,,,21869000000.0,2519000000.0,5668000000.0,-1000000.0,3723000000.0,816000000.0,1130000000.0,5806000000.0,5806000000.0,-190000000.0,5996000000.0,7876000000.0,6537000000.0,1339000000.0,2023-07-31,
1330173450.0,1330173450.0,23713000000.0,25080000000.0,-3421000000.0,76484000000.0,12422000000.0,-3421000000.0,56000000.0,51460000000.0,75145000000.0,51647000000.0,187000000.0,51460000000.0,1000000.0,-3377000000.0,-3377000000.0,30256000000.0,24580000000.0,0.0,0.0,38440000000.0,28781000000.0,1557000000.0,1020000000.0,1777000000.0,686000000.0,686000000.0,23741000000.0,56000000.0,23685000000.0,9659000000.0,1000000.0,1339000000.0,,1339000000.0,,1758000000.0,6561000000.0,3299000000.0,3262000000.0,1088000000.0,1088000000.0,2174000000.0,90087000000.0,68006000000.0,3962000000.0,3428000000.0,54881000000.0,14060000000.0,40821000000.0,5735000000.0,,,,,,,,,22081000000.0,2659000000.0,5754000000.0,-1000000.0,3775000000.0,833000000.0,1147000000.0,5934000000.0,5934000000.0,-177000000.0,6111000000.0,7734000000.0,6423000000.0,1311000000.0,2023-10-31,
1329653024.0,1329653024.0,23503000000.0,25182000000.0,-3058000000.0,76918000000.0,12720000000.0,-3058000000.0,56000000.0,51792000000.0,75889000000.0,51996000000.0,204000000.0,51792000000.0,1000000.0,-3459000000.0,-3459000000.0,30661000000.0,24589000000.0,0.0,0.0,38840000000.0,29047000000.0,1409000000.0,1049000000.0,1821000000.0,615000000.0,615000000.0,24153000000.0,56000000.0,24097000000.0,9793000000.0,1000000.0,1029000000.0,,1029000000.0,,2174000000.0,6589000000.0,3488000000.0,3101000000.0,1109000000.0,1109000000.0,1992000000.0,90836000000.0,68323000000.0,4036000000.0,3599000000.0,54850000000.0,13690000000.0,41160000000.0,5838000000.0,,,,,,,,,22513000000.0,2498000000.0,5726000000.0,,3799000000.0,788000000.0,1139000000.0,5968000000.0,5968000000.0,-180000000.0,6148000000.0,8321000000.0,6698000000.0,1623000000.0,2024-01-31,0.0
