tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.2,183600000.0,57500000.0,75400000.0,988200000.0,183600000.0,108200000.0,-34200000.0,36300000.0,2100000.0,57500000.0,57500000.0,1185000000.0,107900000.0,118900000.0,117700000.0,0.48,0.49,57500000.0,57500000.0,57500000.0,57500000.0,57500000.0,14400000.0,71900000.0,-1900000.0,-1900000.0,-34200000.0,36300000.0,2100000.0,107900000.0,196800000.0,196800000.0,304700000.0,988200000.0,1292900000.0,1292900000.0,2022-12-31
0.0,0.206,364900000.0,198500000.0,74500000.0,1137700000.0,364900000.0,290400000.0,-38500000.0,40300000.0,1800000.0,198500000.0,198500000.0,1358900000.0,286800000.0,119100000.0,117700000.0,1.67,1.69,198500000.0,198500000.0,198500000.0,198500000.0,198500000.0,51600000.0,250100000.0,1800000.0,1800000.0,-38500000.0,40300000.0,1800000.0,286800000.0,221200000.0,221200000.0,508000000.0,1137700000.0,1645700000.0,1645700000.0,2023-03-31
0.0,0.223713,528900000.0,324100000.0,72300000.0,1159100000.0,528900000.0,456600000.0,-36000000.0,39100000.0,3100000.0,324100000.0,324100000.0,1384800000.0,454200000.0,119100000.0,118000000.0,2.72,2.75,324100000.0,324100000.0,324100000.0,324100000.0,324100000.0,93400000.0,417500000.0,-700000.0,-700000.0,-36000000.0,39100000.0,3100000.0,454200000.0,225700000.0,225700000.0,679900000.0,1159100000.0,1839000000.0,1839000000.0,2023-06-30
0.0,0.195,229500000.0,90900000.0,80200000.0,1075300000.0,229500000.0,149300000.0,-33500000.0,36400000.0,2900000.0,90900000.0,90900000.0,1282600000.0,148400000.0,119200000.0,117900000.0,0.76,0.77,90900000.0,90900000.0,90900000.0,90900000.0,90900000.0,22000000.0,112900000.0,-2100000.0,-2100000.0,-33500000.0,36400000.0,2900000.0,148500000.0,207300000.0,207300000.0,355800000.0,1075300000.0,1431100000.0,1431100000.0,2023-09-30
0.0,0.199,207200000.0,70300000.0,79600000.0,1057200000.0,207200000.0,127600000.0,-36300000.0,40000000.0,3700000.0,70300000.0,70300000.0,1280600000.0,124400000.0,119100000.0,117700000.0,0.59,0.6,70300000.0,70300000.0,70300000.0,70300000.0,70300000.0,17400000.0,87600000.0,-400000.0,-400000.0,-36300000.0,40000000.0,3700000.0,124400000.0,223400000.0,223400000.0,347800000.0,1057200000.0,1405000000.0,1405000000.0,2023-12-31
